rho_true,open_label_mean,lm_mean
-0.6,-0.5819311817577955,-0.027023040880760223
-0.3,-0.28644388066097015,-0.022379482694870674
0.0,0.0031723630180907547,-0.02395441071360268
0.3,0.29025818478954624,-0.018173027618256902
0.6,0.5797052224263056,-0.021763301940825486
