,U26C,I07H,UK24,4TQ6,IZ20,R42Q,Q58J,P5F3,XU70,3TR7,Q6O0,E3B6,L7J7,E6R3,R7D1,R9K3,C88N,J7F9,6VV2,9Q6R,50GV,B5I6,0C7Q,K9P0,O21U,X19V,L3V8,6FH5,3C6G,98BT,9U7M,0H5E,43FJ,1KB2,08MQ,V55J,46CD,C22U,I52Y,1P0Y,SM54,51PW,0I4U,94GU,9T8E,L9G5,O6R6,0JO0,I9D6,UI76,AO86,DC61,3PQ2,X1Y5,27SS,T54A,2T6S,2T7P,0ED6,R5K7,B23O,O03M,4SZ2,80GC
50GV,-0.9722307306446151,-0.5410860463081684,-0.3250862602314334,0.5948368817175891,0.6212793271159119,0.7656902256413881,0.6992303656235355,0.7682593070546063,0.753415486645245,0.9260099617642943,0.9246482840485704,0.9499858686753655,0.9565447065068278,0.8986909298102754,0.921754837708595,0.8898883878167999,0.8590574955762922,0.8699597439222625,0.8467450015678789,0.9683924113701541,1.0,0.9732181501016622,0.8872995463435527,0.9554619048102476,0.951923049747619,0.9560306570687345,0.8410400276067702,0.8794460865167868,0.8415516602583314,0.8416946093634787,0.8188404373596337,0.785311355423932,0.8045168840670194,0.7759329197208357,0.8089105177170496,0.8043167562666123,0.7687476626833641,0.8047354410532733,0.8257163361817847,0.7109075223788233,0.787301243895318,0.717039573742027,0.7282372351522236,0.6901460450716379,-0.06976710327227578,0.30294021495643486,0.2306643736254955,0.4775152760874134,0.4945698958626904,0.6337876145404243,0.44485350030114573,0.38855728190944866,0.767189559881313,0.8053433437153262,0.6813958672776675,0.713928224726907,0.6347610534531629,0.5778993530709143,0.5847497060903561,0.6103651211988096,0.6464568733504695,0.6306319252164345,0.5614722888359001,0.47690963186339436
B5I6,-0.9773559693405954,-0.5346841049499043,-0.3297948366023725,0.5798991725491489,0.604708262126597,0.7571288883355658,0.681731140541524,0.7558651187593197,0.7374062123968499,0.9291734458099219,0.927947893583406,0.9493183337519485,0.9606019945502492,0.893418959890839,0.9094063308701855,0.8919237318707793,0.8607615425988813,0.8712887813650659,0.8474586287656858,0.9582179571241208,0.9732181501016622,1.0,0.8843078613765043,0.9425819066347703,0.9368883030288198,0.9371351599914407,0.840232096433506,0.88065185994378,0.8412400630790867,0.8392156009804396,0.8149097268966212,0.7872032868595095,0.805377024188445,0.7678406211237256,0.8077934844078732,0.8028487334923646,0.77277104154935,0.7969519297659949,0.8246366029915917,0.7113742640129327,0.782088468870648,0.7138446284553742,0.7256886969139955,0.6830608562308218,-0.07885123967364117,0.2998210492934166,0.22379053316099878,0.4941598162945962,0.5001381012933462,0.6240633192601595,0.4581348913787759,0.3966379051225263,0.7510738858498849,0.81464938563772,0.6720078155798023,0.7085375414109583,0.6470672027005351,0.577478257442893,0.5839400258326864,0.60959330313091,0.6423925564416509,0.62672398503486,0.5542407220789551,0.4682409781808635
0C7Q,-0.8914803757255384,-0.5208850851785349,-0.32251975129143656,0.5937782799304927,0.6025356328362124,0.7265732562954854,0.6585019180532091,0.7414117220504493,0.7206493580497021,0.8824559747826671,0.88920283950499,0.8725753695612242,0.8886511942533253,0.8457523636550602,0.8530439377011926,0.8563606284578843,0.8383315618232793,0.8523089327575605,0.7996405508925243,0.8708027397385586,0.8872995463435528,0.8843078613765043,1.0,0.8641213483416107,0.845359902723296,0.8543620703813759,0.8267612900931396,0.8445488903318087,0.8338556604652068,0.8297312242897722,0.798632207939626,0.78646724754908,0.8068532615395474,0.7762910423186639,0.8189500517914473,0.7919846233493242,0.7662004547983206,0.8078019751674197,0.8263251230826665,0.7054934319998896,0.7321809046887987,0.6497174599057624,0.736791072236174,0.6924445086897411,-0.08033522946845885,0.28619269924173857,0.17524712954274144,0.43680170620738984,0.4892119004513765,0.5632911694108368,0.424525100412906,0.33794150843484355,0.6952959357653397,0.7493156350062736,0.6364432111627466,0.6303014720026866,0.5989237485709095,0.5517371743690247,0.5422175917287089,0.5732167950115777,0.5863336624767166,0.5678352196624573,0.5247982234914799,0.4549437722880918
K9P0,-0.9327995755995294,-0.5062373980474442,-0.31987764477944886,0.5649597472989853,0.5748225414822028,0.698575103578857,0.6479252947685037,0.7179673056056026,0.7239311835450929,0.8721830017111879,0.8724016898830805,0.904837353903976,0.9067490408416703,0.8910221839156722,0.9376415421044728,0.872087993184431,0.8268823225700496,0.8419816707184204,0.8286386152262412,0.92211604532597,0.9554619048102476,0.9425819066347704,0.8641213483416107,1.0,0.9258546931780438,0.9280950729379798,0.7991909320675475,0.8369502451271452,0.7985940710240356,0.793998945222831,0.7718365466582506,0.7318172476556589,0.7591867420503206,0.7459570178231377,0.7788981341101815,0.7672372898106419,0.7440177640717976,0.7805677921111237,0.795237238373225,0.6992167152744223,0.7717880324886668,0.6567707580582434,0.6862081847083739,0.6587771324273645,-0.03778735413925713,0.3032701560117346,0.271682443144058,0.5033031290207627,0.5041073198775555,0.6605383787591871,0.4661449283857757,0.37124481566241874,0.7608081856886287,0.7928193592363315,0.6693015119222692,0.6705543966477061,0.6113660729995595,0.5552148915283857,0.5266356727521095,0.549293263943667,0.6442231001372102,0.6360318065304417,0.5433966485463603,0.46372022507310195
O21U,-0.9305452566249123,-0.4958271695789935,-0.32477379317308713,0.5980856664018208,0.6309098463177202,0.7231309597033393,0.6835922789504001,0.7371087954483911,0.7379594989717625,0.8819240973235146,0.879802689047454,0.9141457227046018,0.9165446004524844,0.8542335997415165,0.8849969423913984,0.8419809920524203,0.8083427900900934,0.819563866498403,0.8072887063861078,0.924120906921845,0.9519230497476191,0.9368883030288196,0.845359902723296,0.9258546931780439,1.0,0.9178714948248895,0.8087578955354866,0.8334074004191029,0.7976692280148229,0.7944588849730098,0.7813449973852472,0.7478685663282839,0.7648598435737242,0.7434496792612432,0.7675879797450965,0.7653193041945112,0.7186452681025456,0.7559336484348715,0.77548021974726,0.6995172093174717,0.7764786580689842,0.662354443081928,0.6816513368132591,0.6479135866543347,0.00665065860426554,0.32906373135418554,0.24881596469166936,0.4319368402006985,0.4445142169620357,0.5876897657987704,0.4391122505887504,0.37184423392484167,0.7478002347487667,0.7815503158999259,0.6326506878952406,0.6718500640190014,0.5696454398076302,0.5370783853030134,0.5418174076904997,0.5621860451021286,0.6100847696099064,0.5996143100736437,0.5311796148490083,0.4704109726309694
X19V,-0.9341992269971341,-0.5066674673007513,-0.33018953400144657,0.5784419363465924,0.615630725734659,0.7421617211813567,0.6866098694948043,0.7495393534125158,0.746257904723218,0.8987177856165132,0.8954204707741511,0.9223986181106552,0.925591560335051,0.8694333058690453,0.8969562772948924,0.8559845091480989,0.8331828912115268,0.8391546939520622,0.8119287719305537,0.9353794718190702,0.9560306570687345,0.9371351599914406,0.8543620703813758,0.9280950729379797,0.9178714948248894,0.9999999999999998,0.8243293792711197,0.8516801247075013,0.8152249115131356,0.8103249625009459,0.8024501568620299,0.7664045196182387,0.7870231813086533,0.7579895034970812,0.7849838561131973,0.7886720273805032,0.7471691590716484,0.7782433482175537,0.7956364857796848,0.6867367872675997,0.7515224410845276,0.6923739135201334,0.7000000563780443,0.6636761348733996,-0.06795243196043849,0.3068999042660088,0.21753711658117755,0.45035449852202175,0.45465352656855923,0.5900976545970713,0.4074333144034918,0.35871835141876696,0.7341887238895882,0.748658122675531,0.6521005394242363,0.6795085565774927,0.6000831939020251,0.549701436626446,0.5577048130992016,0.5855646137373769,0.6135707087548029,0.6019886797685816,0.5504706785545896,0.47283872792616805
L3V8,-0.8612898961424521,-0.4718485807185443,-0.37240401470158563,0.6977675670305498,0.7284308266730147,0.7640369389994558,0.756381540254787,0.8114259203639481,0.7748258476598051,0.9023570706917455,0.9024348700775647,0.895219315441739,0.8847999436742744,0.7837533301389552,0.798766372646408,0.8131055059179018,0.8459970995944076,0.844788520848682,0.7249835716037003,0.8355204292530839,0.8410400276067702,0.8402320964335062,0.8267612900931396,0.7991909320675475,0.8087578955354866,0.8243293792711197,1.0,0.9337244222233553,0.9566636945392679,0.9123104082041874,0.8972384180766206,0.8665354514078355,0.8698846404202026,0.8270068041074697,0.8628333600121064,0.9100263716193073,0.8705878635442129,0.8260791123108132,0.8472131065880054,0.730962858091683,0.6776660040654591,0.688188039116176,0.8081061308368775,0.7453570380812385,-0.06337639352166195,0.33575932338176334,0.13081415572160107,0.3734174757449645,0.3705154778001364,0.45615761117797865,0.3127721625541075,0.30733535971281495,0.6230589762929835,0.6227018948842493,0.5701370451090789,0.5834914711593508,0.5383761856177749,0.5411719523721719,0.57605289892083,0.6181439992911744,0.5180085620607527,0.5031166636699392,0.5718246100569052,0.47058738994572546
6FH5,-0.9040321116876388,-0.5127872441672444,-0.3566304087191415,0.6762251909974812,0.6772750768866538,0.7666119982642007,0.7351874865353185,0.8018255216300428,0.7478392303323955,0.9363747956289126,0.934188800462564,0.9081981846312138,0.9245544100706875,0.8239743210127667,0.83680043667983,0.8671690091638358,0.8817243276536647,0.8938571457307808,0.7623581812860053,0.8712252908424188,0.8794460865167868,0.88065185994378,0.8445488903318086,0.8369502451271453,0.8334074004191029,0.8516801247075012,0.9337244222233553,0.9999999999999998,0.9548136218875077,0.9503047224798424,0.9017183693737872,0.8447873293238375,0.8536181665558819,0.829239085450519,0.8792497949426837,0.9084226855821959,0.8885126675110214,0.8522281141484145,0.8880594348338223,0.7482973204093046,0.7068508110133458,0.7443017413883253,0.8092380649851987,0.7560535863995226,-0.07241744965632849,0.2957616390946393,0.12877583087276792,0.41997713616221,0.4332306237190599,0.5074047583565267,0.3618054219723333,0.32873059285250883,0.6573132480380394,0.6840952262425949,0.6111229792273123,0.6158026933266464,0.6093999506786714,0.5769446488633391,0.6285383449492495,0.6661472783488781,0.5456853455042187,0.5228436598600411,0.5922312359550873,0.46453741508326707
3C6G,-0.8661996625979712,-0.49780791756233933,-0.3514781857107475,0.6814807369406402,0.6808737326761944,0.7596403247198692,0.7247838229156146,0.8003325972602993,0.7366060091666179,0.9123950525468897,0.9103530718966216,0.8716824924935357,0.892173965100878,0.7888234432477236,0.8024280041707356,0.8363121177768461,0.8555189970755283,0.865980498425823,0.7298896390053801,0.8355574329747278,0.8415516602583313,0.8412400630790865,0.8338556604652068,0.7985940710240356,0.797669228014823,0.8152249115131356,0.9566636945392678,0.9548136218875078,0.9999999999999998,0.9482590086449321,0.9028746172142992,0.870842413442514,0.886501283230823,0.8229008944300512,0.8802382079080835,0.9198049833542176,0.8995064775103093,0.8458660624932732,0.8792661497956644,0.7371115426024704,0.6718543113695001,0.7005296624254248,0.8366971773324707,0.7694646592643176,-0.0828510556936786,0.29253297007395535,0.12072424770297296,0.3917750218533982,0.4179776046410457,0.48585829821909454,0.33826265884598694,0.31108962603446616,0.6325297088157062,0.6521685999882729,0.5856343386434876,0.5844084829278416,0.5862837611541228,0.5606083400082157,0.625513833761923,0.6651020594510423,0.5223634193960286,0.5014879118896556,0.5563183743931928,0.4525319358640055
98BT,-0.8626715147394987,-0.4912544993437099,-0.3318016464167715,0.6846851434554628,0.6698582407483891,0.7858695720400779,0.732493702512429,0.796864634222495,0.7245782746674101,0.9292362416369842,0.9278465571314056,0.8701034630519667,0.8963485265767042,0.7882777505196947,0.799221024792419,0.8375986465228965,0.8704996361111776,0.8804516089454595,0.7266382874233814,0.8397899802294283,0.8416946093634787,0.8392156009804396,0.8297312242897723,0.7939989452228311,0.7944588849730098,0.8103249625009458,0.9123104082041874,0.9503047224798425,0.9482590086449322,1.0,0.9133667330004185,0.8720673723033572,0.8582890870305411,0.823284626575489,0.8737409144017979,0.8827128986485873,0.8845743828853613,0.8413190932020915,0.8824270654179172,0.7130367774122189,0.6629540032317408,0.7513591793646521,0.8103253322042904,0.767662393607457,-0.11381315352509253,0.2930945379506245,0.11107229207026643,0.395125793584816,0.42713969457505696,0.4835451977217322,0.3221319734256479,0.31272557583481647,0.624773005209751,0.6477574051806756,0.6018797542422962,0.604198664393252,0.6120321440228531,0.5584404348743663,0.6493597801614309,0.7051201470838532,0.5203764596505077,0.4949598860581862,0.5763593339825176,0.4445321225577682
9U7M,-0.8304317486255725,-0.44184881843536766,-0.3337322921509991,0.6756455887995786,0.6864220444038087,0.7792593762873105,0.7614340780897028,0.7976614541873355,0.7447099750585974,0.8904773090319136,0.8854738833877913,0.8494354515668341,0.8688588388327857,0.7408471336020841,0.7572675868022412,0.764083490408067,0.800789075425003,0.8017450896639264,0.6922594466206555,0.8288337500743499,0.8188404373596337,0.8149097268966213,0.798632207939626,0.7718365466582507,0.7813449973852472,0.8024501568620298,0.8972384180766206,0.9017183693737872,0.9028746172142992,0.9133667330004186,0.9999999999999998,0.8460076696122499,0.8231751030146347,0.7949833124692506,0.8261783646395605,0.8495441081949876,0.8313393418289742,0.778069040855954,0.8270627350954637,0.6784793563983298,0.631742204540711,0.7653841156427553,0.7698853422130891,0.7147130029387918,-0.1163649379429215,0.3215324801560851,0.11152217865323434,0.38169946213710876,0.36846341700459034,0.43362124582752326,0.2587368959183541,0.28860068864157157,0.5924827191367358,0.6057980596142992,0.560837357613208,0.5802930728020594,0.5517156590664708,0.5228619722219368,0.6743666660872841,0.7301974414392675,0.4998024192500515,0.4823577930463121,0.5800316546810809,0.4396110538951175
0H5E,-0.8089083678214278,-0.45802006905760834,-0.3145235700304618,0.6378628444931854,0.649493263297674,0.7510395048412,0.6982141718742292,0.7517385229741056,0.7147493708435384,0.8809851521416916,0.8765842253083066,0.8310349401578743,0.8450161726604243,0.729370420140597,0.7388150510459465,0.7667088452168032,0.8174496165191466,0.8084220322163062,0.6832787960024566,0.8015775121729728,0.785311355423932,0.7872032868595095,0.78646724754908,0.7318172476556589,0.7478685663282839,0.7664045196182387,0.8665354514078354,0.8447873293238376,0.8708424134425139,0.8720673723033573,0.8460076696122499,1.0,0.8426338885243059,0.7665998253282477,0.813771082847352,0.8317619424623359,0.7946416449720339,0.7593338273565484,0.7830306690245882,0.6547268302581086,0.6169874086775322,0.6768828184997217,0.7458292782918429,0.7004880165497265,-0.1504089229328736,0.28813533580351136,0.0946117498241824,0.33618208581510645,0.3608717446008048,0.41859703750698823,0.2725806448904489,0.2820153236675819,0.5631779118189346,0.5751248029554095,0.5397591034556919,0.5578445554051665,0.5349936237271439,0.4785351654454745,0.5837333768315293,0.6437566805673691,0.48622377786775367,0.4698868046752622,0.52265852100112,0.4387723901601901
43FJ,-0.8133912928854062,-0.45721482294002924,-0.3663545310183874,0.6263228234075857,0.638623349094514,0.7462813676875414,0.6769149295010933,0.7734198893048726,0.7418904480765073,0.8629350032622182,0.8596344273116587,0.8219846652706259,0.8419181833515859,0.7486207310525623,0.7623102170636906,0.7755435776209143,0.7965453738029433,0.798080927495341,0.708712825616867,0.8103286491106699,0.8045168840670193,0.8053770241884451,0.8068532615395475,0.7591867420503206,0.7648598435737243,0.7870231813086533,0.8698846404202027,0.8536181665558819,0.8865012832308229,0.8582890870305412,0.8231751030146348,0.8426338885243058,1.0,0.7973431981244083,0.84976965699186,0.8395881550354427,0.7896933158430607,0.773435855221292,0.8142330207104632,0.6660731417649152,0.6472221156509544,0.6417091241273055,0.8120538801155696,0.6860245041782287,-0.1322271678687242,0.3087514607977645,0.0859234026906796,0.3404708059001976,0.3638668279793691,0.41843028761493134,0.29627996483381436,0.2680787842537038,0.5735355310385756,0.5859096174116338,0.5380842524227627,0.5509439763848288,0.508293083185837,0.500735759866656,0.5776892630882889,0.6257875824162987,0.4969157647070043,0.4841430438067073,0.4755189582599258,0.4615477567810356
1KB2,-0.785833076945663,-0.4659837128073329,-0.3591592546308836,0.6837004330050084,0.6637203734850485,0.7084262406394595,0.7155179471521899,0.821194527806549,0.749436403638875,0.8258091525480563,0.8307470789470297,0.7948989348559128,0.803570224676845,0.7510256544947921,0.7538289635133325,0.7834016313182994,0.8057600086272013,0.8137013572516772,0.6892693354664303,0.7668176162051356,0.7759329197208358,0.7678406211237256,0.7762910423186639,0.7459570178231377,0.7434496792612432,0.7579895034970812,0.8270068041074697,0.8292390854505189,0.8229008944300512,0.823284626575489,0.7949833124692506,0.7665998253282477,0.7973431981244085,1.0,0.9151528307254262,0.8929542696039091,0.7982787872299392,0.8289191363983887,0.8225769678628482,0.8120576133509113,0.7641978077102516,0.6198091994685822,0.7097071579214608,0.7020672622793503,-0.03693503657304388,0.3735517985616028,0.08897387163249776,0.26916037924599606,0.31729983024344766,0.3501147133587503,0.4288030777220199,0.2424124438220271,0.5716530011807882,0.5487161062662969,0.467227490069066,0.48195834063513315,0.39619394434097627,0.43493962868235775,0.47680380959061813,0.514657877789714,0.46010482845542466,0.4726827052979375,0.539724751902167,0.4835432412987826
08MQ,-0.8290873389747891,-0.5099534815907385,-0.34378913603640265,0.6957947851796236,0.6576082015075614,0.7211131926890925,0.7039258112407025,0.8052533791473955,0.7451465106581399,0.869574150268759,0.8759040772261801,0.8249745844748018,0.844253349304078,0.7861638437797529,0.7919460184120489,0.8337355477806385,0.8488748412464288,0.8675508734702008,0.725018008144739,0.7966926054978025,0.8089105177170496,0.8077934844078731,0.8189500517914473,0.7788981341101815,0.7675879797450964,0.7849838561131972,0.8628333600121064,0.8792497949426836,0.8802382079080835,0.8737409144017978,0.8261783646395605,0.813771082847352,0.8497696569918601,0.9151528307254261,1.0,0.9284809810275194,0.8519047488575685,0.8485059154528676,0.8593166323568532,0.8335532530813717,0.7576421819510999,0.6325493888424415,0.7671382060933922,0.7513888509578704,-0.023629694749853263,0.30976855073027276,0.08731017225443496,0.33402007518267973,0.37323723564666933,0.4092547932156262,0.42019824887607027,0.28165845340491175,0.6007126321737443,0.6004294020726184,0.5212851200701,0.5110343374243962,0.4758517570269161,0.47786093456121087,0.5114316000922402,0.547722783479969,0.49304927222354794,0.4882219241981799,0.5520020614784109,0.48179938679650947
V55J,-0.8283056840724176,-0.47714159746672274,-0.348693188715594,0.6994665766513747,0.6872084113550142,0.7181410774679281,0.7247639383345565,0.8090258486712399,0.7452517128580045,0.8672244542274922,0.867558083533735,0.8399510685080156,0.8474301621371326,0.767364316645863,0.7779836960801579,0.8138382870930055,0.8446983861387957,0.8471636331154255,0.6978594635371759,0.8036983734337996,0.8043167562666124,0.8028487334923646,0.7919846233493242,0.767237289810642,0.7653193041945112,0.7886720273805032,0.9100263716193073,0.9084226855821957,0.9198049833542176,0.8827128986485872,0.8495441081949876,0.8317619424623359,0.8395881550354427,0.8929542696039092,0.9284809810275194,1.0,0.8616842745280582,0.8277853881814543,0.8415167150052588,0.8083246131654364,0.7306360705517944,0.652092060166002,0.771365137995439,0.7392209104477651,-0.04417675096457004,0.34009282567337307,0.09479780753017927,0.32189449144274423,0.34779583265415576,0.4039874669683033,0.38357947772213086,0.26484205500924496,0.5924272555119379,0.5785519574319853,0.5014865223948548,0.5206417047288591,0.4659698631634112,0.4714519470412331,0.5536335679337007,0.5880334300353762,0.4864784001295003,0.48871862170294167,0.5688596870636966,0.46877177560498273
46CD,-0.7956500320597011,-0.47503125642789695,-0.35346242845814263,0.6542732120653074,0.5981254849051868,0.6656140271527146,0.6520473421715458,0.7249083389008492,0.6780211903195787,0.8431994658352883,0.8487497515654758,0.8035805319662923,0.8020044910352933,0.7772453950571084,0.7911348310281251,0.8523716560115574,0.8767910834067936,0.8918752406063924,0.667781346792691,0.7433254126913547,0.7687476626833641,0.77277104154935,0.7662004547983206,0.7440177640717976,0.7186452681025456,0.7471691590716484,0.8705878635442129,0.8885126675110215,0.8995064775103093,0.8845743828853615,0.8313393418289742,0.7946416449720339,0.7896933158430608,0.7982787872299392,0.8519047488575685,0.8616842745280582,1.0,0.867612546046082,0.8671049899793422,0.7248906373272644,0.6303873731440383,0.6410633245599131,0.7558076256459366,0.7597614030612415,-0.028547001249096177,0.2834506347753092,0.11090831482027419,0.3716041605411042,0.4216087853406104,0.48109789825827354,0.3550368851902942,0.2921680345078453,0.5899502712735775,0.5952232269562284,0.5607843999771133,0.519619970976064,0.5790269202229302,0.5380472318342641,0.45993797616030707,0.4986526531019055,0.4848066248101148,0.4588669368770155,0.5585556773614625,0.4361321841148026
C22U,-0.8129852644770071,-0.534896088168113,-0.3406135946408497,0.649073727481054,0.6010652000601652,0.6901568487658957,0.6609046116688286,0.7742663815507452,0.7152247072839321,0.8280612901439331,0.8389634651059601,0.7998165758150234,0.8040249770424341,0.8331270969360027,0.838537169741513,0.8808965998486413,0.8823381340570602,0.8952145500665046,0.7247922975154649,0.772531179365526,0.8047354410532733,0.7969519297659948,0.8078019751674197,0.7805677921111238,0.7559336484348714,0.7782433482175537,0.8260791123108134,0.8522281141484145,0.8458660624932732,0.8413190932020915,0.778069040855954,0.7593338273565484,0.773435855221292,0.8289191363983887,0.8485059154528675,0.8277853881814542,0.8676125460460821,1.0,0.9177836647112219,0.7564155116285743,0.6752350979791212,0.5936139433027517,0.7313748385820927,0.7266339696547848,-0.03257104616212765,0.2894619795042809,0.13057560107962174,0.3545325595732073,0.48164569524518686,0.5257668332446283,0.4156739050307215,0.29223481893889297,0.6278262422069577,0.6396042960898053,0.597202947927871,0.542945488966531,0.5573601690045934,0.5957945846009078,0.4323618011377198,0.4604987835476363,0.5243002370265173,0.4996648792607136,0.5451303790376519,0.4743482524752418
I52Y,-0.8329367716601831,-0.5113501718933111,-0.3408714612284432,0.6069444844117058,0.5615182891743964,0.7048304196553172,0.6438650198202687,0.7531555937886592,0.6988378711067664,0.8608650710571281,0.8626658851306087,0.8180937171675732,0.8386386081137684,0.8302228905844771,0.839108012664965,0.8771283267274284,0.883488412177917,0.8885665945824336,0.7403463943283177,0.8085631223733787,0.8257163361817847,0.8246366029915917,0.8263251230826666,0.795237238373225,0.77548021974726,0.7956364857796848,0.8472131065880056,0.8880594348338222,0.8792661497956643,0.8824270654179172,0.8270627350954637,0.7830306690245882,0.8142330207104631,0.8225769678628482,0.8593166323568533,0.8415167150052588,0.867104989979342,0.9177836647112219,1.0,0.7290602160847478,0.6563541585259752,0.650987056812932,0.7737008796361814,0.736864829130426,-0.09402969184485421,0.3033278173072258,0.1282476994793227,0.40110520973117986,0.5026135213598368,0.5415148230047886,0.40248170372969727,0.29496097052069314,0.6404142659417811,0.6623259883753949,0.6251463394904911,0.5833681204048362,0.6246281783529143,0.6332566918296391,0.5341785073069202,0.5691711632470834,0.5261400115342152,0.5088180818759871,0.5234124805565111,0.44544614185729836
1P0Y,-0.7390795333169838,-0.4579099162657311,-0.3099144529376996,0.6088069196111375,0.5482733686810282,0.5871762723176726,0.5784587392380143,0.6873500798469531,0.6427956408709883,0.7274807709071083,0.7373630554042818,0.7231591297934151,0.7281835039783099,0.6970027363684004,0.7077617252598006,0.7436167808357526,0.731944764060108,0.7500423239651102,0.6456246745532095,0.6812985053212688,0.7109075223788233,0.7113742640129327,0.7054934319998897,0.6992167152744224,0.6995172093174717,0.6867367872675998,0.730962858091683,0.7482973204093046,0.7371115426024702,0.7130367774122189,0.6784793563983297,0.6547268302581087,0.6660731417649152,0.8120576133509113,0.8335532530813716,0.8083246131654362,0.7248906373272644,0.7564155116285743,0.7290602160847478,0.9999999999999998,0.7527311120727417,0.47524947023663877,0.608450325158588,0.6497813338654284,0.09460289614820033,0.2806282376495299,0.16040153408332,0.2764880769954385,0.31985716125479047,0.3656931212062686,0.5397166456625705,0.266826391442687,0.5662826064355688,0.5672219164975063,0.41623972571724155,0.40591150892579003,0.35845680048629425,0.3932788320502062,0.379243281442757,0.38029596557611195,0.39560246319934367,0.44122906437320636,0.44788847965124645,0.4375867947750544
SM54,-0.7999061654656366,-0.4695225338084633,-0.2889963774039758,0.5262098943974357,0.5212279482773611,0.5859121786705135,0.5648235792251698,0.6490028612453667,0.6265732136851364,0.7395234671531015,0.7537183767512703,0.7690431134489584,0.77152406778237,0.7356340735263962,0.7357387074896592,0.738451464568758,0.7075943267037463,0.7254138488835326,0.7029565340774212,0.76701132453649,0.7873012438953181,0.782088468870648,0.7321809046887987,0.7717880324886668,0.7764786580689841,0.7515224410845277,0.6776660040654591,0.7068508110133459,0.6718543113695001,0.6629540032317408,0.631742204540711,0.6169874086775322,0.6472221156509544,0.7641978077102516,0.7576421819511,0.7306360705517944,0.6303873731440383,0.6752350979791212,0.6563541585259752,0.7527311120727418,1.0,0.5330982763837184,0.5802560276124021,0.5880623075946803,0.09214426078009805,0.2706265588989025,0.17713520698807647,0.3631046606958711,0.36086660768622164,0.45187040766679,0.5741793593409721,0.30137328901870386,0.6366834932874277,0.682348202102698,0.472089151546458,0.5178789272217796,0.41435854008153605,0.40482265641178644,0.42143660941179567,0.426118152617759,0.5264229109641633,0.5301838352650059,0.4504330576300977,0.4220792662141173
51PW,-0.7212181095951088,-0.38607602124207185,-0.24806858350632854,0.4758393195200114,0.5148605154116186,0.7077902627959642,0.6327197568559085,0.637329823690938,0.565309720687168,0.772977304584532,0.766166605300082,0.7308478464719995,0.7606280345154192,0.6282705173493728,0.6249150776032723,0.6315300462335777,0.6579156572353873,0.6553287048486686,0.6021458654960546,0.7449242347203883,0.717039573742027,0.7138446284553742,0.6497174599057624,0.6567707580582435,0.6623544430819279,0.6923739135201334,0.688188039116176,0.7443017413883253,0.7005296624254248,0.7513591793646521,0.7653841156427553,0.6768828184997217,0.6417091241273056,0.619809199468582,0.6325493888424415,0.652092060166002,0.6410633245599131,0.5936139433027517,0.650987056812932,0.4752494702366388,0.5330982763837184,1.0,0.613800834810897,0.5758035787947319,-0.20909780542877748,0.23719040889668594,0.0736455443474346,0.37065299842165766,0.3644649137492739,0.4149282835180261,0.22534216074894764,0.2538065333377368,0.5067217790948324,0.5499565753809769,0.5383049382066658,0.6192993150049004,0.548745697392251,0.47442215632522816,0.6740628371487323,0.7192956623434393,0.45488319751992473,0.4418744421376841,0.5416166765850845,0.32782811737649503
0I4U,-0.7359661499475262,-0.4381564794793752,-0.3129948368362159,0.5654573874682676,0.5592815743734453,0.673800422394779,0.6031872355771702,0.6819290699756734,0.6392405661938407,0.774861189156153,0.7717657064288276,0.7387315185974369,0.7586247817848647,0.6857803207463739,0.6895145275428527,0.7172268156203727,0.7305547074242434,0.736570979074218,0.6435612187705639,0.7283686677299825,0.7282372351522235,0.7256886969139955,0.736791072236174,0.6862081847083739,0.6816513368132591,0.7000000563780443,0.8081061308368773,0.8092380649851987,0.8366971773324707,0.8103253322042903,0.7698853422130891,0.745829278291843,0.8120538801155694,0.7097071579214608,0.7671382060933922,0.771365137995439,0.7558076256459365,0.7313748385820927,0.7737008796361814,0.608450325158588,0.5802560276124021,0.613800834810897,1.0,0.6798715201402487,-0.11935273528182852,0.25943425868179243,0.09010261210934538,0.3606130308083051,0.3901032488322106,0.4362324891567625,0.311928527841298,0.2655023802873129,0.5462861840587782,0.5853312209072623,0.5311033137852321,0.5480750912587585,0.522151185361314,0.5298582417449923,0.5711312026091144,0.6086891671361377,0.4704103338985264,0.46695235031718646,0.4568550274083673,0.38564365991580163
