,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,1KB2,1P0Y,27SS,2T6S,2T7P,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.4371028141944402,0.22947944053950411,0.5409274575224685,0.47740669987588036,0.22498930511151174,0.675535600317722,0.31201026413021615,0.27864276243429303,0.39398640977252797,0.32263929268834773,0.6034214393198513,0.3373659242454782,0.6213079586450835,0.34361891182276677,0.4671241538467502,0.3404791565341309,0.35255748403663906,0.5388611213857816,0.36134455353345546,0.601318481334249,0.3613471967038749,0.22198572717915196,0.3281930792298316,0.5574153872252002,0.5031527408447611,0.5057351291040261,0.5303055535417389,-0.28287548811876856,0.16361143884442508,0.5114062400706044,0.5621790536818231,0.560911810125396,-0.17166350809979952,0.17398287424198275,0.4481469045459353,0.2710631486943847,0.5721609543440791,0.20263843930174405,0.44289043247524285,0.5558717751734591,0.42380611348570324,0.5627371130467554,0.5821572709736941,0.2455389986726989,0.1780985954247009,0.532793696160818,0.11074191817217818,0.44346920566134973,0.44113472540635223,0.5916140740715892,0.09101572280740831,0.2585441053673687,0.406932954629892,0.46960437453353326,0.47171457433062347,-0.05136764149759258,0.5253801146632089,0.2502459151058368,0.23887543862661453,0.7892476992558021,0.5287962286747129,0.33082649117949314,0.4411960619490731
0C7Q,0.43710281419444025,1.0,0.19683209966744278,0.49675158564681854,0.44773475535649643,0.38987670598033713,0.33136654894705264,0.14640391518980664,0.5013249259192132,0.5752611203640678,0.46008904645470416,0.6235384962791733,0.5539759416739459,0.6685718087433982,0.31382357977164294,0.5379255484415204,0.20250441677383013,0.16641944595343292,0.68745244122791,0.3932353740763032,0.6271829805415194,0.5398883016748848,0.08355966803399381,0.33157039169032726,0.6085554648442469,0.6322133760695023,0.2717666589467822,0.5639554708480835,-0.2439091903646465,0.3287217731846523,0.6678749027499006,0.569185135618745,0.5459546874467468,-0.27593900719397846,0.09495936510631615,0.6092130755715549,0.20621442991991729,0.5845886616421719,0.4237154048804464,0.19137779438079705,0.6331874493170354,0.6489058816436354,0.57136454787764,0.6674595070094763,0.03427232368183758,0.3130952781277078,0.669740982177518,0.04401483930958844,0.18518917701556606,0.16394035252413697,0.70423191126543,-0.23876483531176526,0.2099691059859591,0.6052205794719524,0.6535314155055677,0.3558012867187693,-0.049847320192140145,0.6748569690498913,0.5120076776267442,0.12243925384372367,0.41106679660160095,0.6381533152606765,0.6610025276270871,0.2545549432136122
0ED6,0.22947944053950417,0.19683209966744278,1.0,0.2793412184274553,0.19428136497527942,0.06971411937303035,0.0829839641365885,0.16412449637940935,-0.006065277767306061,0.04921946318943486,0.04186888251669156,0.33617292257711573,0.1822630622061193,0.3031833441337615,0.24199769135309362,0.08523885583686866,0.22390062700382665,0.23617247798155314,0.26146983611770097,0.3686489707004211,0.33679225565217613,0.16605936985402997,0.13808572789234932,0.23244034096407853,0.315347025477635,0.3168650453071323,0.15539697714046663,0.345863582313591,0.02459555640058443,0.10641247081913474,0.23828243082237943,0.12288503311340496,0.09669083394317637,-0.06255460550660356,0.14658562753745863,0.1089182661693423,0.19157564085598636,0.19804441349125207,-0.015607916764655783,0.2612119091178499,0.12135400281626063,0.18098363771797712,0.2831977023051578,0.3317927537614613,0.09762260931924016,0.089570763034078,0.2584025456503793,-0.006746549778813823,0.25439389451714645,0.25095491661291147,0.2741234284646962,-0.07053327241034252,0.8974308521025387,0.08170467273064046,0.08491624212500166,0.13095496314649108,-0.031550396553948014,0.26121099225161853,-0.0004820630733706591,0.1441073499180869,0.3007742238655413,0.24278549739153518,0.1127259823014499,0.2369811104712028
0H5E,0.5409274575224684,0.49675158564681854,0.27934121842745524,1.0,0.4963164608556746,0.29788041736571524,0.3934266606379366,0.1638704987339566,0.3672220043516376,0.5266423295693277,0.35239716321203796,0.6952788653192065,0.3744169053623021,0.6867074055582642,0.3132705281842356,0.5611904042442264,0.2945317637109523,0.2053748314723024,0.5221564462292931,0.374344529503582,0.6442624230350987,0.39800010848373063,0.11260359232238125,0.34895737739902555,0.6195669222781197,0.5465090614726585,0.3484903397603397,0.6287333410528495,-0.17284325368808334,0.21097692548080954,0.5016648128695894,0.5153066661510634,0.6056726137265003,-0.20144940820199628,0.15650333523702548,0.43153267127349754,0.16957167306935053,0.5666647641873416,0.24651585811934712,0.19959725902025885,0.6128791023542306,0.4467095384437612,0.7303118816841077,0.6314455814683134,0.007038822058879176,0.20983549484209274,0.5538410361959465,0.04391840507565469,0.19533689742753485,0.19911411469775872,0.7047076317459777,-0.2712209887395103,0.327905800088805,0.4368935087918842,0.5447507027121424,0.329747128903273,-0.049110659839836944,0.5536298084193705,0.297947571839987,0.12966050435591955,0.6355868187158932,0.4976541881429449,0.43650227671093456,0.26253378560897306
0I4U,0.4774066998758804,0.4477347553564964,0.19428136497527942,0.49631646085567455,1.0,0.29896839549693077,0.34281598002204394,0.08630749134804243,0.34190009824956763,0.49804952684770637,0.3911752725717648,0.6617392437728566,0.32029427497557855,0.5970530280277482,0.28995194389527496,0.5027055453068604,0.18621965242392613,0.16908499049550846,0.47643746613139654,0.3254970130545231,0.6286813952260258,0.34145735903968066,0.08612547248237035,0.325078235471522,0.6036103148163692,0.4100332722280675,0.26795856079775393,0.49385191323026717,-0.10985510798597929,0.2154704005900419,0.46123815991103484,0.4563803919869457,0.47047409264490225,-0.2157370519344457,0.06920981621894261,0.4048707100215188,0.17523203311530075,0.5042605597887005,0.25270342128059103,0.22283724113732084,0.509548348711796,0.39470443385131054,0.5400496618942467,0.5544204256431466,0.10288328625443197,0.19395118988889243,0.45588355819520676,-0.01869541210201803,0.20722966477712101,0.19413424911898072,0.5708573466754623,-0.13829356104248836,0.21820475527042352,0.387710811452616,0.45173420792314634,0.2711288073849209,-0.046389011347519986,0.5114064836470883,0.29356366521826305,0.1089106984164027,0.4681094722001065,0.4323768203314768,0.3972029622111902,0.2484940645872446
0JO0,0.22498930511151174,0.3898767059803372,0.06971411937303035,0.2978804173657153,0.29896839549693077,1.0,0.20339726865678462,0.002995252160836578,0.34017988357800066,0.45120797884981706,0.3427636478717971,0.37362173944223287,0.3737526479908862,0.42669576018560657,0.11379138616587325,0.33185114833469154,0.043478533850953016,-0.0196449329006127,0.4706031033107029,0.23789755049292835,0.3895705663941793,0.3509861568097841,-0.029986746871949247,0.14214546419921703,0.37411571829631796,0.41140224977811357,0.17551818738702646,0.3191163035577876,-0.18665389468928825,0.26710444040369646,0.4632788780438184,0.3357476399769654,0.33721044407280515,-0.23256602975729976,-0.020719002456991483,0.41917083319462334,0.10173569785129347,0.35868078430381606,0.32002775949637957,0.01614229939370892,0.4109575612380026,0.4496654405322997,0.31273404233908025,0.44687412889203715,0.012144327277088756,0.2279781800598184,0.4447226676594173,0.0020546032892190635,-0.0041272534893815865,-0.014895052671681447,0.45781025344972637,-0.2339370790154797,0.07127261543130702,0.3740433238351141,0.436673821026302,0.2585365569314747,-0.058432426822888364,0.4691841058815775,0.42579167593728046,0.014638951928713657,0.2060855111144649,0.4110012586711408,0.5100045774267765,0.06964694485941897
1KB2,0.6755356003177219,0.33136654894705264,0.0829839641365885,0.3934266606379366,0.34281598002204394,0.20339726865678462,0.9999999999999998,0.30544597251704253,0.24525808680709993,0.32712521794729243,0.3420740424913564,0.4092921279961542,0.27700247693967606,0.42518398704969135,0.2211318007472251,0.3480706974436726,0.16261696250872196,0.15536929005215167,0.3957760872485265,0.2777404829412937,0.44545208493915284,0.2911977429870558,0.07836570626933134,0.10879379744137595,0.41027496955942216,0.42177554815993024,0.3715353505571577,0.39618335334896354,-0.43785196437601986,0.08115217305572314,0.3814031491714219,0.4299460012828711,0.4160558872844529,-0.1465036219542319,0.08787943680950405,0.3387817405723602,0.1556099479006582,0.43495588139374713,0.20278715065207611,0.15132058888394556,0.4006264575527113,0.3416160661075962,0.35945771378503744,0.40804356694869776,0.16056119994195395,0.13962218567423088,0.3998862912276011,0.11717964719852768,0.24698757134554408,0.20461079569741303,0.4393150557423426,0.1447385248722215,0.08671480494540809,0.3134181490656431,0.37218960993256994,0.5479924100444538,0.03763077678111967,0.37339870761063443,0.2464592249467529,0.15651797325579794,0.5805473760467021,0.39112549335895364,0.3195580204972128,0.19717029249845078
1P0Y,0.31201026413021615,0.14640391518980664,0.16412449637940935,0.1638704987339566,0.08630749134804241,0.002995252160836578,0.30544597251704253,1.0,-0.010271016332929067,-0.04752025997140203,-0.010045825243933031,0.1654689323687878,0.17265339566801655,0.1820451460036154,0.5480946120838686,0.13897719988069843,0.2445198932016825,0.5390721458010574,0.20734039623120942,0.13545150530786448,0.22829560275391655,0.16867532416969652,0.3362689496549962,0.21867256989351772,0.1358442795280415,0.2516670566371812,0.17217401344655892,0.1538246910152555,-0.5669861039716071,-0.19462290240315905,0.2049707726669936,0.21227976955794234,0.2154510982343953,0.0740325131456108,0.5734735419410172,0.18558250195823733,0.21894269254661566,0.2083031585897575,0.02996100329820902,0.3206944661110223,0.18105781882612698,0.18697419490231426,0.15700771165086233,0.2062620762906365,0.17116200108821233,0.047232416534461065,0.22495173290137546,0.25900864077541136,0.5404013667750237,0.4333724760114333,0.1526093783401019,0.27573250595498,0.18207873552725132,0.1953359998145365,0.16824747852060348,0.23722044309407078,0.17521011190193778,0.19599912639955208,0.013623661280565465,0.5929622797498892,0.304717776217176,0.26419276256494745,-0.015862876468611797,0.35874206248028806
27SS,0.278642762434293,0.5013249259192132,-0.006065277767306061,0.36722200435163754,0.3419000982495676,0.34017988357800066,0.24525808680709996,-0.010271016332929069,1.0,0.672303707476704,0.5320753494300383,0.45694515974515754,0.40401157541476374,0.5308077200437472,0.15493092154421137,0.5362553826240632,0.025240521421067922,-0.03346677654313006,0.5306520850945321,0.19897657154366521,0.46993591563065923,0.5534577487761423,-0.10891247100103559,0.21721084012658298,0.44793861090715403,0.4691170955016883,0.21827503093281989,0.3584398612767557,-0.24641286855720013,0.25476754673319485,0.5224534976089354,0.5302893569217715,0.5990772584252559,-0.2322979260070396,-0.029354471876082724,0.5881348297860387,-0.018269982044109772,0.5347018180097171,0.6048141814835337,-0.028489203186580415,0.6472355745043952,0.5782014272255712,0.42857982564950936,0.4977439181580087,-0.099258776994886,0.24528186712065342,0.559064205328198,0.0022974952934312035,-0.01140245804420036,-0.03867902094486028,0.5548009245980932,-0.20856197734095516,0.0017125175728326383,0.6801897461662537,0.6727505395313698,0.24801312969166878,0.1301958342662903,0.5237324564420364,0.643455754640646,0.02253326935139682,0.26253044481055426,0.4855674264788368,0.6080103851242069,0.003188213216257057
2T6S,0.39398640977252797,0.5752611203640678,0.04921946318943487,0.5266423295693275,0.4980495268477063,0.4512079788498171,0.3271252179472925,-0.04752025997140203,0.672303707476704,0.9999999999999998,0.5828265948483125,0.640596173949023,0.43135528356603975,0.7803938094009869,0.10669253948682252,0.6324811897571951,0.02980835783236804,-0.11965162826232081,0.6303658391159485,0.28797922531537423,0.672193413900534,0.4783160242315122,-0.14172723124147069,0.25146867179261745,0.5941611684380638,0.5229079638511949,0.3307849831363229,0.4812666931475688,-0.28749191111405414,0.32327796560332633,0.6233539851096217,0.5636767528742606,0.7331783520561225,-0.32083579428976133,-0.05803085146753152,0.6233848602568035,0.05435442510364154,0.6072727564122253,0.5318820476473993,-0.040591694204902475,0.8001475556688233,0.5983190793379365,0.5161356716274719,0.7290835328508193,-0.07237230694922192,0.2762705462531839,0.6178994254187744,-0.01592260892325462,-0.06078904208953845,-0.07705581501059115,0.749736033837492,-0.303421920025965,0.05208501309521128,0.6564085057784999,0.7890953769878015,0.3538901521442866,0.08110993585712165,0.7204391690788022,0.6198491841586181,-0.09801660598256066,0.3796862007965187,0.5448727181551747,0.709779147183927,0.015869748272520585
