,U26C,50GV,B5I6,9Q6R,X19V,0C7Q,O21U,R7D1,2T6S,6VV2,DC61,X1Y5,3TR7,Q6O0,L3V8,3C6G,6FH5,C22U,I52Y,C88N,J7F9,R9K3,1KB2,08MQ,V55J,0H5E,R42Q,4TQ6,9U7M,94GU,0ED6,R5K7,IZ20,Q58J,E6R3,I07H,4SZ2,51PW,2T7P,0I4U,XU70,L9G5,B23O,O03M,I9D6,3PQ2,UI76,L7J7,SM54,0JO0,K9P0,27SS,P5F3,43FJ,46CD,80GC,AO86,1P0Y,T54A,O6R6,E3B6,UK24,98BT,9T8E
R9K3,0.8763878277855703,0.859996732118083,0.8578288085171072,0.8097447277095888,0.8172107527003585,0.7828416920754324,0.8005345698679893,0.8921860937083089,0.7554202433171538,0.7191468751863374,0.7437636706382992,0.7918072073673245,0.8697087503007676,0.8740503208061228,0.7228727305447554,0.774100735787993,0.8175553072021357,0.8193143936972024,0.8073162042808861,0.9031182349380413,0.9576612747674481,1.0,0.6926057926344453,0.7405637919535095,0.7123684981996734,0.6829380867204842,0.6731136257522657,0.7317598121413595,0.6857243156842704,0.45987634988074527,0.3141319171495123,0.35317628059914047,0.2264067197415225,0.37726697376647467,0.1935005659144683,0.3504580589982779,0.6817561170895955,0.5571005706069979,0.5845881196594258,0.6152147762908957,0.5863829044205024,0.4971966262839584,0.5207439548919246,0.4924565480503544,0.5574277165350429,0.57348309752542,0.6807500264512664,-0.8595512896228934,-0.7328937841849743,-0.7694392188884401,-0.7241407756368581,-0.519454214648721,-0.5701063465088049,-0.645352681005427,-0.7865302441251036,0.10361768589097628,0.36458541333697214,0.1605748047976917,0.300877908625351,-0.16771788587474767,-0.09844290827975304,0.05291027814295359,0.010465870351763678,0.033071073395141974
1KB2,0.6509707184836047,0.6468028178046995,0.653130607799622,0.6693564997514868,0.6215444982043945,0.6560285300561101,0.6234825618524066,0.6296242119516952,0.42610577505596564,0.5518394887760499,0.5193734978708748,0.572648251564259,0.6996348261444407,0.7353313850994817,0.7000461215763929,0.7125262744368254,0.7249280666982413,0.7291507398714188,0.7208008889095661,0.688458323787511,0.7196616311968993,0.6926057926344453,1.0,0.8296713984662025,0.7884923377210339,0.6879127225181879,0.6329710023284802,0.6402939329718481,0.6941578094808036,0.3595860186590162,0.2775354189782969,0.3090244068007172,0.08118297325495662,0.295754571768363,0.4156975139585024,0.3060185087872312,0.5404142438125648,0.49513193485095797,0.46071761816155665,0.5834490580774213,0.5104224467532812,0.6435394381357313,0.36948009527063,0.36243713760249163,0.30613552625130525,0.4365736837052424,0.35726186656868897,-0.6708795413567351,-0.7364825207293852,-0.4854670697689784,-0.5422263373502286,-0.3070490283786395,-0.580045105045017,-0.6351829344992397,-0.6894251800580439,0.11211823196260337,0.33859011299334907,0.2349472811592923,0.23600874528570706,-0.055833556551749625,-0.2447140539566409,0.02874684503949311,0.03840267592362989,0.017652943771570857
08MQ,0.7200968807225188,0.7094747485492837,0.7166707018153399,0.708701063515357,0.6736366447672402,0.7090509779881276,0.6551933842419693,0.6619741901185897,0.5724414137868369,0.5971864826660779,0.6089911273309532,0.6223815691869657,0.7711104747309309,0.7832448710543886,0.7432111392025055,0.802977154385318,0.8021195899691851,0.7566740449030108,0.7747415230440204,0.7371020663426828,0.776436451333197,0.7405637919535094,0.8296713984662025,1.0,0.8592213954698746,0.7228698405631726,0.6748697125992087,0.7045950540075765,0.7233773589898909,0.45863290161787973,0.3733243601425607,0.4108828063651544,0.176152772479469,0.31680775658818167,0.3956421571419386,0.31784214487759493,0.5860295401379644,0.532014544639223,0.5295252230953876,0.6833507192797005,0.5408018606368961,0.5553544687335389,0.4217613481451097,0.38797836800574576,0.37684578069002755,0.4764604045052608,0.4304197682201338,-0.7385603099974594,-0.699138387342325,-0.5669449056956212,-0.5744900027305304,-0.4015461085422674,-0.5677764926926587,-0.6981876294117021,-0.729595767286649,0.07949404938303246,0.30095722374367223,0.19764631109921044,0.1794296934246849,-0.0614973986545863,-0.24703364865785551,0.022695597497178616,0.10272314378573091,0.04727726831642054
V55J,0.72029317996565,0.699771536785602,0.708190644087087,0.7227479779888385,0.6732372966144555,0.6760560381589444,0.6674212355565695,0.6430877868684312,0.5463399959242717,0.5670429085049742,0.5936666699117131,0.6102460646984299,0.7739321361739808,0.7806141949107556,0.83475017786356,0.8446622923031574,0.8314797401089989,0.7001098051206228,0.7402001577819604,0.7588892596983751,0.7373059300911956,0.7123684981996735,0.7884923377210338,0.8592213954698747,0.9999999999999999,0.7720408040728153,0.6641208793147215,0.7248220063298045,0.7315183448187559,0.43557282158660265,0.42643252577577745,0.4596732865189524,0.19657548865235452,0.3624923765645313,0.35179841471056383,0.3347185019884993,0.5911533450318022,0.5520556646670739,0.4946095246487508,0.6911732934200001,0.5451406647760163,0.5364519060277864,0.41067704195172844,0.3983006089204659,0.3258523343344273,0.45526915873491086,0.4071644815075539,-0.7564768973793836,-0.702491677457485,-0.5437371434867708,-0.5588958902675955,-0.377514755425447,-0.560611686221159,-0.6683773190368882,-0.7246099056165517,0.09051847906243794,0.27626847966729184,0.1759115077719228,0.18450426235635048,-0.08209767498176719,-0.17203152727555612,0.02259564378866933,0.08501253243480021,0.06302062219671335
0H5E,0.7230069883756942,0.6962066347295203,0.700570877618393,0.724866387664882,0.660514509581865,0.6876029503355622,0.6491383455270401,0.615758292206949,0.5780474263275146,0.5766378442556576,0.5764985467151684,0.5827369631173671,0.8159924910629647,0.82292552061933,0.8125640725650475,0.81532274396158,0.7686650971053761,0.6514136851040676,0.6801218150832912,0.7137191390759596,0.7202559178766604,0.6829380867204841,0.6879127225181879,0.7228698405631725,0.7720408040728153,0.9999999999999999,0.7412678204748893,0.7391327305801051,0.7658839531340731,0.43510377281100787,0.4354168967945065,0.5034840724396252,0.285489177075485,0.42797186005915744,0.32894877226321945,0.31616708091154816,0.6165686808850167,0.5824744260467684,0.46651941681938763,0.6681438389168881,0.5537902237772971,0.3819142670705058,0.4194891849895136,0.39306675027157284,0.30667649386864476,0.43166635440707773,0.39228202662401834,-0.7731182978629475,-0.61367878638208,-0.5352274694316884,-0.5355766507551784,-0.4444641452428763,-0.5320543394350881,-0.6861639784146946,-0.6993449555288528,0.0968761885944249,0.15956343727842226,0.07736765796605499,0.1706363247905468,-0.056602214184928785,-0.19003377066480553,-0.05138074136352533,-0.07734368582268508,-0.13093137104058064
R42Q,0.7341418802296201,0.7262597607227235,0.7216734432642905,0.7279178386941398,0.6958039265800953,0.6941399531520517,0.6602952503595874,0.6507270962264543,0.5474215836099049,0.5807937664059245,0.5695552852085931,0.5738718489119048,0.815029551775081,0.8216026651354914,0.7492695785021657,0.7643479802200163,0.7530999392337223,0.6434765149230273,0.6859819827482556,0.6567748822009083,0.6986764216368172,0.6731136257522659,0.6329710023284802,0.6748697125992087,0.6641208793147214,0.7412678204748893,0.9999999999999999,0.8016910257401308,0.79393577452369,0.4972423214478852,0.49774612489569786,0.5772976271640813,0.36102969516968775,0.5474573104190877,0.4605175850713252,0.34545785041495514,0.6864084962729898,0.640369330841507,0.4764962489816971,0.6312389629907229,0.5789191773623127,0.2900409933926231,0.4749450118658839,0.4108957266449323,0.3148598497257261,0.40667530733037166,0.40455889890013674,-0.779323597851586,-0.5783642293579491,-0.5163024769177852,-0.5765785349640311,-0.4807567365515667,-0.5792019805407393,-0.5880880449378822,-0.6936293147095398,0.1270505503387378,-0.007838204939362606,-0.12357495272066689,0.1037344793996829,-0.046238798318092855,-0.4025199944062415,-0.03819430021048329,-0.08913858473523364,-0.2023172502346825
4TQ6,0.7802686646913239,0.7662454695505283,0.7620489174988344,0.7696493610912613,0.7266339599567007,0.6955420023354119,0.6727512625904413,0.6957233752335119,0.6848454834654066,0.5797770361621857,0.6293053189822623,0.6084638845941998,0.8421492543503272,0.833461598943171,0.7850081425619239,0.8124011673928211,0.8232418039621116,0.724978829701375,0.7611281548153909,0.7581703814596128,0.7637025889569168,0.7317598121413595,0.6402939329718481,0.7045950540075765,0.7248220063298044,0.7391327305801051,0.8016910257401308,1.0,0.8084248717404425,0.4733101621749427,0.49622575791064627,0.5571811224979712,0.4330642653059608,0.5972548747302386,0.3040070889020359,0.3310029340149049,0.8292992025412445,0.7036740820981114,0.5619368063767842,0.6827239288582263,0.6515797149105003,0.38375495432121465,0.5028534878409103,0.4236588758878205,0.39220392784988584,0.4692743837640093,0.5012638725091427,-0.8126023581867704,-0.5899355271678887,-0.6243215897728607,-0.5946078570462052,-0.5120020703991638,-0.664762836515328,-0.6160675803118638,-0.7419596721838763,0.06120338979141597,0.030951058240896567,-0.10418298487038813,0.1368057157253753,-0.06258812353651072,-0.21040774847897586,-0.019951188756376664,-0.04762053363981121,-0.11102465450450866
9U7M,0.7461872538590142,0.7441026230741689,0.7275946284630406,0.7471456755973348,0.7111182307980962,0.7177315645663945,0.6723898015135159,0.6503196831414617,0.5982111139281133,0.5802952138081903,0.6134042655780477,0.6142432765507337,0.8244730127266242,0.8323797811827035,0.8076413194879086,0.835025427728674,0.8243092218481561,0.6973003918470831,0.7387336324545782,0.6778482708904425,0.7157112790755535,0.6857243156842703,0.6941578094808037,0.7233773589898909,0.7315183448187559,0.765883953134073,0.7939357745236901,0.8084248717404424,0.9999999999999999,0.5050560170276956,0.5474641772571575,0.6214729013006648,0.31443363774406585,0.4828769704634005,0.3415965634440257,0.33116146813909586,0.7149676157212836,0.7198836818581436,0.5313183446530301,0.6794942529403809,0.5780427206858316,0.3926614949257768,0.4514503685851328,0.4060178629224969,0.34564221683662844,0.47492803217995794,0.4365207927522594,-0.7923281054218952,-0.6094523327919219,-0.575855902156669,-0.5857975025594477,-0.48068145250760685,-0.5578078342901263,-0.6241787630388442,-0.7635952531234939,0.10968327852147224,0.09233445106744465,-0.0003774864663888899,0.13414455391835506,-0.057043924832235485,-0.2693361519826743,-0.05368055568603763,-0.07287427021684321,-0.1528410427906861
94GU,0.4879679771340547,0.488830149637182,0.47470615546034745,0.47520537326154105,0.45705672797147945,0.4634532084066843,0.4086664418417941,0.41807324320768857,0.4217001749407817,0.3994814566660225,0.43781203945092645,0.41619017957363624,0.5146863641629649,0.5307697604522276,0.5026790642299427,0.5549281795019887,0.521800261730862,0.45058576040292786,0.475150780525903,0.4059952513030875,0.46948667291471985,0.45987634988074527,0.35958601865901624,0.45863290161787973,0.4355728215866026,0.4351037728110079,0.49724232144788527,0.4733101621749427,0.5050560170276956,0.9999999999999999,0.3683043056386384,0.40542845296940355,0.14174623660869418,0.24269241091573338,0.2271523628667453,0.2274331665723834,0.4207689336419786,0.433659146993892,0.3599632823087763,0.4278675114234759,0.3341685983027509,0.17969009155636934,0.3297409775266567,0.2629289831572203,0.29433112635060316,0.37277041380285925,0.3417710786546499,-0.49933236832971206,-0.3433298836154026,-0.3935633076667388,-0.38360770537224936,-0.385469817084877,-0.3220745862499276,-0.38279540404518686,-0.5033035630495851,0.039486273330247526,0.06403446216652008,0.009449726041820547,0.046651502149170146,-0.05628852453573527,-0.1534876484575184,-0.04736012539366865,0.02525357799042138,-0.11493731450375931
0ED6,0.4641159097943039,0.4597340024546119,0.4468375717377421,0.4835451921363217,0.4163467108304687,0.4192228834958303,0.39994145723973096,0.2997034111971457,0.39819297611173504,0.35280042569712444,0.3949472790147691,0.40176259274475196,0.5060475942041072,0.4944250928997019,0.4567668669018782,0.5270078580659522,0.5103120859668281,0.3146412967426095,0.4030729709523841,0.2947690653301429,0.3269930497063506,0.3141319171495123,0.2775354189782969,0.3733243601425607,0.4264325257757774,0.4354168967945065,0.49774612489569786,0.49622575791064627,0.5474641772571575,0.3683043056386384,1.0,0.9179602020836847,0.2289568930142662,0.2671762800073734,0.21715765831213846,0.22291034674758517,0.43253130712744253,0.5499060357227384,0.3485821270524376,0.4394667718877079,0.2862930513133261,0.16491685093784914,0.32063468058775185,0.2577282387225635,0.21289717286968457,0.2808311679630446,0.27174661222603,-0.5174809623666468,-0.3114301047684061,-0.35035927464485966,-0.3322023463957511,-0.3414280028475353,-0.28710944108444736,-0.3256493699581565,-0.32759323175845445,0.039591111771147346,-0.05359588396844915,-0.1407925481204264,-0.12215432096168952,-0.02347167062200262,-0.22409914909790984,-0.1257714068378758,0.04860883538282354,-0.14098209698248662
R5K7,0.5026100438367823,0.4954783423978125,0.48184574844642597,0.5161165436679356,0.4514212464585428,0.4604272557186001,0.42735866707455117,0.33548307703772573,0.45122148437616716,0.37947735834304847,0.4262338077119654,0.42530199216933035,0.571016440171648,0.55774652465793,0.5083572338497078,0.5774952960728219,0.5584423787993716,0.3478205502308165,0.4412969869178094,0.3316164498932604,0.37135507668293816,0.3531762805991404,0.3090244068007172,0.4108828063651544,0.4596732865189524,0.5034840724396252,0.5772976271640813,0.5571811224979712,0.6214729013006648,0.40542845296940355,0.9179602020836847,0.9999999999999999,0.25508966144596823,0.29447009945870517,0.24733382500711304,0.2512842003635543,0.4825493391163717,0.6129992100633831,0.37874692705523394,0.49716443872602534,0.31461537154236235,0.17912084203349998,0.3452876929532976,0.2764450447774004,0.23492580426280715,0.28870481934035824,0.30329429906362243,-0.5676526312542307,-0.3231414144044104,-0.37751270438482337,-0.3604504735640181,-0.3841893334217258,-0.2922560331528532,-0.3604037063405227,-0.3751992416087496,0.052748437028931505,-0.08994705837993437,-0.20431676063880652,-0.14382655462977023,-0.028293114960162548,-0.2794850806553357,-0.1443102507819437,0.023497791291564287,-0.18540206039623114
IZ20,0.30187502651638964,0.2778616585100447,0.2775472894924652,0.2515235656549528,0.280591477184825,0.2527933145215816,0.26019392191476226,0.26022969522074463,0.3302708483149143,0.19310381253837403,0.25614461440756675,0.17577020548595196,0.33948561034816577,0.2878955216983307,0.3237625063873823,0.3217015702529328,0.30578309710046775,0.237555118278397,0.23788637067895413,0.2502656906894738,0.2388782162743404,0.22640671974152246,0.08118297325495662,0.176152772479469,0.19657548865235452,0.285489177075485,0.36102969516968775,0.4330642653059608,0.3144336377440658,0.14174623660869418,0.2289568930142662,0.25508966144596823,1.0,0.6435424482191494,-0.07689797186896506,0.05531508801835078,0.32774816801776163,0.20626886021642948,0.2411178513070462,0.28224781019973866,0.3628328200662954,0.050547680886837545,0.17837291384917098,0.14064833312255048,0.1266658068432049,0.10095148650142093,0.18751797892854527,-0.3210121509397883,-0.14322742094835775,-0.2597870733036807,-0.20664517068269755,-0.28661235367968385,-0.3780653761234527,-0.21855734634661894,-0.2728590912715789,-0.001649485318291494,-0.1331021828265899,-0.14081645172939594,0.09854913725344132,-0.04484927436908686,0.06832355174804289,0.035353071007607005,-0.06985574733620252,0.009551621335571426
Q58J,0.4380893750555868,0.428064301118653,0.42429884007148094,0.41283510160500164,0.41618533972617167,0.3819168091180621,0.39442045955859034,0.3970988625794203,0.2988920326299603,0.31503150034958666,0.317488656107168,0.2905943100839387,0.4773945988373938,0.4605594864920712,0.4746181255399378,0.4508297959045235,0.4447519178489711,0.38873023686733166,0.38136894658322945,0.403157478272171,0.39522067846351455,0.37726697376647467,0.295754571768363,0.31680775658818167,0.3624923765645313,0.42797186005915744,0.5474573104190877,0.5972548747302386,0.4828769704634005,0.24269241091573338,0.2671762800073735,0.2944700994587052,0.6435424482191494,1.0,0.04030557462273373,0.11899127775447382,0.5052509480048348,0.3643595282438338,0.27015096445054254,0.36705604277204384,0.4852902459144591,0.11737360860996124,0.2635850040998171,0.2318598803687483,0.1500770446284076,0.19170191988578764,0.22123444556731037,-0.45912274707058104,-0.31522794976663265,-0.2894607480422935,-0.3186690449234442,-0.3137148969185708,-0.5838787608931764,-0.33900080473702304,-0.44026135080235623,0.04916597520525454,-0.07407028343167353,-0.06591187174347389,0.20404396972552513,-0.04386696905408579,0.008584285742812257,0.04830919913827248,-0.10500299347099896,-0.05982058184307596
E6R3,0.2003528427951768,0.19581627804782012,0.20506981911654584,0.2503252784565221,0.19525939207568713,0.2584290565126203,0.14062938408679027,0.14638954091268797,0.08928369219291181,0.2009607553384443,0.10590845576494605,0.10087329530768116,0.2782242480918424,0.298942084337028,0.2781951646738842,0.311599384340786,0.29924361728970905,0.2411197001717148,0.2760062801794439,0.21098198920507355,0.22888534448057435,0.19350056591446832,0.4156975139585024,0.3956421571419386,0.3517984147105638,0.3289487722632194,0.4605175850713251,0.3040070889020359,0.3415965634440257,0.2271523628667453,0.21715765831213849,0.24733382500711304,-0.07689797186896506,0.04030557462273373,1.0,0.23600636615095608,0.2706734064388695,0.2779186485694706,0.14372974748291512,0.284897083147447,0.2298826513354358,0.188016658356528,0.18918763494829616,0.12125616222848136,0.01942946280753309,0.08223008657244538,-0.015552196127131688,-0.24533460132228502,-0.24705298312795443,-0.03985849704803259,-0.15267245404683968,-0.12592179672815657,-0.18068298452477446,-0.22879185256754714,-0.26223392201631845,0.07451152342341676,-0.10348169461951391,-0.12430883067372368,-0.23016576695568136,0.10442411110965318,-0.5918602879113047,-0.09817758855316457,-0.04214048575713479,-0.22268799205431455
I07H,0.36167196972493787,0.36415091461189647,0.3655633640368663,0.3654315107525354,0.3507885140488278,0.3364351737902396,0.33379789908664287,0.3300983005336082,0.29039270276283075,0.3156059685122659,0.3125599209933989,0.3221855120824678,0.36416039585790516,0.3698567582486476,0.3409801636486863,0.329703762774145,0.34511806134960815,0.3106700182903922,0.32368398307975726,0.34462248431548537,0.34271679442191316,0.3504580589982779,0.3060185087872312,0.31784214487759493,0.3347185019884993,0.31616708091154816,0.3454578504149551,0.3310029340149049,0.33116146813909586,0.22743316657238344,0.22291034674758517,0.2512842003635543,0.05531508801835078,0.11899127775447381,0.23600636615095608,1.0,0.3234753636082644,0.3148083245204903,0.24811190643882944,0.2983183666228169,0.2787730425667719,0.22681695601816387,0.3155347274540316,0.27345148634045163,0.1981745745064345,0.23168983821520212,0.23401324752384642,-0.37010811911400454,-0.3225623863962727,-0.2915088406542007,-0.32438299877701693,-0.19720312268601534,-0.189529116284227,-0.26188026899651407,-0.2987475053848998,0.07457903344941476,0.019576389862683972,-0.10501607820981809,0.038206957414477806,-0.01250628341508042,-0.16228097585151008,-0.017884308262988476,0.015102701014588955,-0.04283532689813034
4SZ2,0.7108052386953179,0.7093325771257412,0.6936216580467831,0.7066416697450767,0.6716506256583511,0.6142350739420408,0.6202742330582115,0.6533310761397595,0.661545139985982,0.5381584963956633,0.5837218464302426,0.5679825408233413,0.760567684679075,0.7546453716677632,0.6549172135580551,0.6705334990844461,0.7209530406675317,0.6462417752567419,0.6482181605700955,0.7064018323508365,0.7119479240727199,0.6817561170895955,0.5404142438125648,0.5860295401379644,0.5911533450318022,0.6165686808850166,0.6864084962729899,0.8292992025412445,0.7149676157212835,0.4207689336419786,0.43253130712744253,0.4825493391163717,0.32774816801776163,0.5052509480048349,0.2706734064388695,0.3234753636082644,1.0,0.7941144031457742,0.506757006780049,0.5479420085847105,0.5583542854787064,0.33833693054878883,0.47605668747839003,0.39826626593920816,0.4014916951444129,0.43678942731279063,0.5000996871007022,-0.732952875642636,-0.5452155025606124,-0.6006319979047267,-0.5619040842117434,-0.5000741148487006,-0.53150530251206,-0.4804094189169687,-0.6686032090244787,0.053476942304511624,0.04435970679708018,-0.11750852475247944,0.09992830432331012,-0.06135602495574905,-0.17455129017123885,-0.011989689091378493,-0.07182471261138679,-0.10366024837030621
51PW,0.6480486556356355,0.6417590281864277,0.6259449230536962,0.6507893414843621,0.5989684825773004,0.5727623573493162,0.5626605970469277,0.5164512374863328,0.5779010040783974,0.4970256598151364,0.5499407197425129,0.549080268770644,0.7121667112579019,0.7168844168553252,0.6231557043334824,0.6439062249881269,0.6823507313704461,0.5347801116347158,0.5730411900360833,0.5628507345124852,0.5891770860203224,0.5571005706069979,0.4951319348509579,0.532014544639223,0.5520556646670739,0.5824744260467684,0.6403693308415069,0.7036740820981116,0.7198836818581436,0.433659146993892,0.5499060357227384,0.6129992100633831,0.20626886021642948,0.36435952824383383,0.2779186485694706,0.3148083245204903,0.7941144031457741,0.9999999999999999,0.4729916551001124,0.524166227366579,0.44031484730312015,0.30254527829299455,0.41688629286164725,0.35535839706625033,0.34024653776192043,0.3999253585332184,0.4147594808008794,-0.6920838513927612,-0.49127258254552314,-0.5294258180973558,-0.49329417017886595,-0.4476397456922135,-0.4053933888022387,-0.43629898154973923,-0.5781352666448094,0.0757048169587141,0.04364690795645218,-0.1202864783021272,-0.00893038860574064,-0.049521880545782146,-0.22524043336391977,-0.07813928203636737,-0.04820313980531522,-0.13471269359516516
2T7P,0.5915901114783076,0.6019554673085539,0.5953599952696831,0.5709732447777287,0.5738352630877606,0.5500377798852664,0.5492392113256489,0.5539293473792913,0.6496446504202101,0.501696969580075,0.5741255309573019,0.5611223187486765,0.6024735378897431,0.5964488405141122,0.5370946191182959,0.5759394693854001,0.6009458853148667,0.6634230110380045,0.6674372544173327,0.5702095100356007,0.5883446382972637,0.5845881196594258,0.46071761816155665,0.5295252230953876,0.49460952464875085,0.46651941681938763,0.4764962489816971,0.5619368063767842,0.5313183446530301,0.3599632823087763,0.3485821270524376,0.37874692705523394,0.2411178513070462,0.27015096445054254,0.14372974748291512,0.24811190643882944,0.506757006780049,0.4729916551001123,0.9999999999999999,0.49757671361155015,0.45423133309938435,0.48963597192547126,0.4001840640203164,0.33551649230780983,0.4483886928407331,0.43048536297056694,0.541649212488436,-0.5920409107768302,-0.4525053212180662,-0.6133040772099405,-0.4943313868976009,-0.49347104053917057,-0.4330176600135031,-0.46105240822419646,-0.5325847033100948,0.04477497165274984,0.1681315299250111,-0.006929850538808745,0.025385209528159796,-0.11629107486573682,-0.10226465386169162,-0.03135195101235392,-0.03116413104630526,-0.030168727107469914
0I4U,0.6446504343616913,0.6331069923816947,0.6327704682968849,0.6291273006954357,0.6034543361790325,0.6290576901852958,0.5690545787591754,0.562330158835059,0.5583831835165255,0.5085444220412961,0.5442553785109469,0.5355443058511036,0.699700449836392,0.6906717570775053,0.7249417075366127,0.7751346274156623,0.7358684299557274,0.620097590940247,0.6667210294611016,0.6116461021092706,0.6388235795764361,0.6152147762908957,0.5834490580774213,0.6833507192797004,0.6911732934200001,0.6681438389168881,0.6312389629907229,0.6827239288582264,0.6794942529403809,0.4278675114234759,0.4394667718877079,0.49716443872602534,0.2822478101997386,0.3670560427720439,0.284897083147447,0.29831836662281697,0.5479420085847104,0.524166227366579,0.49757671361155015,1.0,0.5030060056061807,0.4076599172809634,0.40191189992124027,0.36680941729609196,0.33044095406667523,0.39173862802001846,0.4013914976193833,-0.6771522826760256,-0.523075807214802,-0.522535001756907,-0.4966955036413751,-0.3985447901860825,-0.4720129176336772,-0.6363719321083388,-0.645475026454146,0.07540837560107971,0.11124949636335234,-0.010821893252466248,0.088877799824639,-0.05117789346846984,-0.2005706278222342,-0.031522201993680124,0.025287125719623587,-0.05383928292256379
XU70,0.6095188768734348,0.6147028205090089,0.6089091287886657,0.6029959052981523,0.6012393685155495,0.5671123581737021,0.5672443469532249,0.6004026859607743,0.4929137276771202,0.4945887118763735,0.5053165387312322,0.4782448053344903,0.6154347690092108,0.6059661418762452,0.5984290118389528,0.5913547412258852,0.5983777901062323,0.5863045329767216,0.5801788158204507,0.5855003463016116,0.5850986472103291,0.5863829044205024,0.5104224467532811,0.5408018606368962,0.5451406647760164,0.5537902237772971,0.5789191773623127,0.6515797149105003,0.5780427206858317,0.3341685983027509,0.28629305131332616,0.3146153715423623,0.3628328200662954,0.4852902459144591,0.22988265133543584,0.2787730425667719,0.5583542854787064,0.4403148473031202,0.45423133309938435,0.5030060056061807,1.0,0.3520398230305023,0.42873083198971446,0.38109132598254297,0.30998094206820836,0.39998817865775077,0.41523073268969596,-0.6110497869500647,-0.5171023949555208,-0.5068302426816086,-0.5253565565161986,-0.40364279314006196,-0.5816378416182005,-0.5051102397420941,-0.5604347401378816,0.05626419301598943,0.07355357003632308,0.005695766440021787,0.18181838284018123,-0.07023536006041751,-0.1243364649639334,0.036963661906735064,-0.045971985038683105,-0.0377867994771529
L9G5,0.4357540382515928,0.4449961303423232,0.44844363632369144,0.4394468549940863,0.4366836133217204,0.432736580570329,0.448463047601527,0.4641708000589962,0.41944980291485406,0.39107836936686957,0.42917773267313875,0.4380666382291305,0.43814619002740274,0.44656998994973746,0.43216637293105464,0.4279627464984839,0.46326036194815706,0.5494618300168762,0.5430023604285609,0.5223893393775683,0.500734397003001,0.49719662628395833,0.6435394381357312,0.5553544687335389,0.5364519060277863,0.38191426707050574,0.2900409933926231,0.38375495432121465,0.3926614949257768,0.17969009155636934,0.1649168509378491,0.1791208420335,0.050547680886837545,0.11737360860996124,0.18801665835652798,0.22681695601816385,0.3383369305487889,0.30254527829299455,0.4896359719254713,0.4076599172809634,0.3520398230305023,0.9999999999999999,0.24618245934315602,0.2564653461515448,0.31858469189820365,0.330734879233719,0.3705087443101977,-0.4352160831099128,-0.5516111152004848,-0.42051620536354933,-0.3950819093557778,-0.26066184029112854,-0.37338343530766094,-0.39405368104557265,-0.4380862783174112,0.05630431004980602,0.327540179000799,0.1387577998659527,0.07668191859770887,-0.09984839201005827,-0.12350737491122438,0.03493835907724666,0.1092447686245976,0.16349786018238155
B23O,0.5941331950570358,0.614788676111593,0.6033805805574612,0.5998271185560002,0.574481207386066,0.5257163853935835,0.5477055115386319,0.5635881446425093,0.47288307165033616,0.5018630865707427,0.5260522209700113,0.5773937795790108,0.5318280178595012,0.5372264001133492,0.4575532531437294,0.47446106740348754,0.49475069019127044,0.4601163905289254,0.46569802716164493,0.4750317471030594,0.494652786047,0.5207439548919247,0.36948009527063,0.4217613481451097,0.41067704195172844,0.41948918498951354,0.4749450118658839,0.5028534878409103,0.4514503685851329,0.3297409775266567,0.32063468058775185,0.34528769295329753,0.17837291384917098,0.26358500409981706,0.18918763494829613,0.3155347274540316,0.47605668747839003,0.4168862928616472,0.4001840640203164,0.40191189992124027,0.42873083198971446,0.24618245934315602,1.0,0.5640404065535816,0.3833417716825089,0.4881314164449195,0.5634611186907177,-0.5642302922585756,-0.4751399923870318,-0.573899362063877,-0.5369903951738906,-0.3862901899328526,-0.33358377255188804,-0.3780310245424289,-0.4193533563069247,0.06101971071622337,0.08383378305092797,-0.10381928752635833,0.06785175415991447,-0.1606656637253427,-0.13525369275645033,-0.03857493547122467,-0.028739475192943332,-0.08590430104059896
O03M,0.5516534014418202,0.5765572275120331,0.571128274787012,0.5604113538488019,0.546228931884678,0.4887444273605173,0.5513450275639638,0.5648726310208685,0.39483977762225625,0.4844598798394384,0.4954647441938016,0.5577057506602722,0.4836111756633042,0.48368905005938967,0.4273451453537904,0.4272574770935423,0.4456818701023973,0.414875746462858,0.4224114277099961,0.4452184673665501,0.45546908243941575,0.4924565480503543,0.36243713760249163,0.38797836800574576,0.3983006089204659,0.39306675027157284,0.41089572664493235,0.4236588758878205,0.4060178629224969,0.2629289831572203,0.2577282387225635,0.27644504477740045,0.14064833312255048,0.2318598803687483,0.12125616222848136,0.27345148634045163,0.3982662659392082,0.35535839706625033,0.33551649230780983,0.36680941729609196,0.38109132598254297,0.2564653461515448,0.5640404065535815,1.0,0.3412632859810742,0.4324036127159224,0.5299953256682194,-0.5208082677060519,-0.47472044189755697,-0.49946863932009655,-0.5273163386125785,-0.3056963622511723,-0.32400458987305913,-0.3505898707193789,-0.3860550222001577,0.0724322575205443,0.22155286518579637,0.02671022148016118,0.11235940372794136,-0.3360674887288686,-0.08592927529150399,-0.014526900722755748,-0.013897570084069383,-0.022057563029200918
