,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,1KB2,1P0Y,27SS,2T6S,2T7P,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.7227867340596001,0.4645912602366388,0.6454774473585503,0.6608499699521126,0.4788735559779652,0.8528830584850515,-0.49795552853108804,0.5503460805716661,0.593423711365241,0.5409977701240397,0.7798121712913735,0.49485120956883905,0.7706040875363896,0.4318749980428254,0.7315165541978005,0.1501421297298909,-0.6796927683700812,0.7191266401339713,0.5709394491263857,0.7738700576433519,0.6448334979544255,-0.4009266874920456,0.6113452843188035,0.7855850882941101,0.7251981892764217,-0.11834595830747213,0.707148539685447,0.3726844949047502,0.4284954669811275,0.7413450775071795,0.7338784730099247,0.7481176764938536,0.5692510202559706,0.71749250677693,0.693420882052023,0.1527209710551157,0.7704810059497187,0.4613274816576278,-0.5541079597480909,0.7485871896067406,0.6869584645904763,0.7814672667951292,0.7431937260697538,0.20999969961579312,0.4366411684374165,0.32512694239140427,0.23230902183843466,-0.4737816193184751,-0.5923172801223915,0.7558752153781648,0.06476544972659412,0.5016204137958331,0.6899660866290356,0.7358062352903721,0.6477606532881505,0.5560646336382347,0.7374432908942491,0.5182602544124921,-0.6767145071194431,0.8946673776038081,0.6930522855680439,0.5465266144083948,-0.18907891260884804
0C7Q,0.7227867340596001,1.0,0.49515463697492496,0.702516199254429,0.7071603190978991,0.6003594122202244,0.6588645754970456,-0.24178544342511227,0.7025283779799516,0.7339275563072803,0.6679407979153382,0.8099908786222374,0.6724494465123526,0.8512629630628467,0.6031995243270871,0.7347279996649178,0.15865170410648938,-0.48377059286187396,0.8674518246377546,0.6110316947982781,0.8131556361425809,0.7668338396687222,-0.30901829287310173,0.5992457598419011,0.7996301111322435,0.848995898629648,-0.07934696887729542,0.7587416752767147,0.4612336939935846,0.4948897396122334,0.8663417166108723,0.7654233588281573,0.7687905125367819,0.7577814689857496,0.8482542813192251,0.8105528100216347,0.20313544286601973,0.7756527151834904,0.6214119134920283,-0.3700922341087715,0.7918959778367326,0.8353408337384106,0.801393231447244,0.8579043116494591,0.12911145026569992,0.5416887328635654,0.5790445244687488,0.30023123669086377,-0.2791476219322352,-0.41125480936876585,0.8581312458142691,0.18081202075442931,0.5292840994001218,0.7974330295276162,0.8075067278239768,0.5563493364234267,0.7194493565761837,0.8694899798675852,0.7061854943701642,-0.4800959248379472,0.7019218137933609,0.8230516081951053,0.7886604493049804,-0.00244304302667512
0ED6,0.46459126023663877,0.49515463697492496,1.0,0.5240725748408595,0.5044125165419748,0.45734359296245863,0.4145838891901672,-0.057901522437656595,0.3500489802506463,0.46831783546157135,0.4399818612580511,0.5681078653342982,0.3458591468588114,0.5422082141528612,0.3589215768444343,0.4289507969936788,0.08499307416580086,-0.29395825528509056,0.5103928361598726,0.6473407032112123,0.5690917724804911,0.4146545458439424,-0.07509796039243592,0.39848461034455696,0.5732503588092324,0.552067500717237,-0.08733008768037268,0.595254245073832,0.32867056176238935,0.28448879180726694,0.5072566879858332,0.3646844372513195,0.3824266233520715,0.4681551011356541,0.4808988964788299,0.3938639543432457,0.08038004880198164,0.445646836714626,0.3601711988344359,-0.13331460345563478,0.39883536111902346,0.42650869724868873,0.5237989092490332,0.5653236136713378,-0.057489342433615816,0.3047026186427574,0.2845021049130753,0.1889504649961502,-0.11097219193188178,-0.18863753785061738,0.5692309071495599,0.12323387795575176,0.9405522350431914,0.3397688664145715,0.36266864594329895,0.3738571848273626,0.44231314813971845,0.5226755766758646,0.3888715974345112,-0.18296942039344086,0.5207801152861199,0.4620509621933101,0.4962635950678267,0.06954259294562087
0H5E,0.6454774473585502,0.702516199254429,0.5240725748408596,0.9999999999999998,0.7234842441967062,0.5270151168219709,0.6102861518815837,-0.13586805828088144,0.6636244558609974,0.7579388849941806,0.6515770787680396,0.8327832433521883,0.49836020866662895,0.8354522938248299,0.6552572949550876,0.7498376724083765,0.14567649128614707,-0.38320451631309077,0.7397742861437132,0.6470199565010946,0.8048861824264437,0.6319496019963108,-0.20497936327077787,0.599422795930056,0.8236541675427672,0.743564534559548,0.02922603455864808,0.7979467434886104,0.4295056985068886,0.35094301274687284,0.7360308128178754,0.6987635379281076,0.7528038679622742,0.6785558669880143,0.7967393870210155,0.67188273477354,0.09524739616723153,0.7205102907703315,0.5050373182346157,-0.261485446977197,0.7580886787019859,0.6906723657377795,0.8301551655258881,0.8001915730524215,0.07415023167879373,0.41755558688250893,0.5161003770546342,0.22717825791209803,-0.16819767645084036,-0.3044871427161688,0.8255973232561279,0.2554359072273888,0.5916913889554183,0.6657016731634308,0.7134088214079689,0.39282991572664266,0.7016212372619562,0.7642538261567902,0.594147664503522,-0.36964602928279483,0.682076050251126,0.7117133873927763,0.6393943347273093,0.07023325667256525
0I4U,0.6608499699521126,0.7071603190978991,0.5044125165419748,0.7234842441967062,0.9999999999999998,0.5183209056722922,0.6012957765348593,-0.18008159216820907,0.6248692862183758,0.688245596471649,0.6640363666984648,0.821193855684761,0.48485228999693464,0.7607836850804602,0.6354988574409616,0.7181626858791498,0.15823452828135515,-0.4176233692968169,0.7088995555713508,0.5972303939909549,0.7897900965877624,0.6171655662350147,-0.2283515212905721,0.5771865050371378,0.7856913362406979,0.7034940867437623,-0.05860470745580732,0.7487668397872317,0.3942635253611654,0.3604282724433454,0.7101539183469308,0.6836844176184118,0.6858556773404689,0.6282627465575318,0.7337498238307695,0.6480130455037779,0.09497805525144858,0.7192857679705943,0.49879674378634203,-0.2992665918461573,0.6962506971063263,0.6672625103339237,0.8130668673668867,0.7440223726884503,0.08951998423405372,0.4371895675794505,0.4538540833017318,0.22678812993051234,-0.2126743512183197,-0.33601932385782296,0.7561002693992246,0.19493595168488365,0.5507100125664388,0.6469034685602134,0.675277776735637,0.41002776568257865,0.6445348651684031,0.7255664099261684,0.5739807081630593,-0.41453162016568745,0.6798199478642762,0.6820646969858442,0.6074487587040523,0.0334622430619993
0JO0,0.4788735559779652,0.6003594122202244,0.45734359296245863,0.527015116821971,0.518320905672292,1.0,0.3913646854189162,-0.11248831276718815,0.5908961625630295,0.6976188237328087,0.5933086317908721,0.5972224927635048,0.5300150893604504,0.6434773239304254,0.41323133397657874,0.5824477213757219,0.1951878016936629,-0.22966584936246673,0.6422699782285294,0.5708918106057822,0.6304070716243557,0.5563004191433373,-0.10374401364658994,0.4857103230096731,0.6135957896228648,0.637947790249326,-0.08679382693772002,0.5777090895759712,0.46186815307130874,0.4322436364798348,0.651312937009308,0.5561678145355543,0.6091443178831685,0.6327844701860614,0.6425660950622999,0.6160743961034566,0.2319239401394022,0.5864113616637759,0.5925473809469949,-0.05726266268953165,0.6096557415923917,0.6220617768394238,0.5751703123306232,0.6587021267544017,-0.0360100740875346,0.41650753680861113,0.4066247044255645,0.3687958443239056,-0.01241393008730372,-0.12459625709247234,0.6687954050177131,0.26448743179817963,0.4874804688967888,0.5923785487275357,0.6100680608458774,0.4212227687927486,0.6134978741856163,0.6595853958252182,0.6613230419697345,-0.24436035434684503,0.4606582088821796,0.6090432337799389,0.6513426237967962,0.23119279989052782
1KB2,0.8528830584850514,0.6588645754970456,0.4145838891901672,0.6102861518815836,0.6012957765348593,0.3913646854189162,1.0,-0.4429774152561914,0.5062088518207646,0.5217446030795508,0.5113734210432134,0.7095493187867961,0.4262432570819784,0.7078446531433054,0.40763670811628583,0.6509900959557982,0.06951737753665978,-0.6720660623763826,0.6852098391153897,0.5168867157157175,0.7142470908609672,0.6111255090172847,-0.40209540268691707,0.492846910703817,0.7181169906964359,0.6938484157237055,-0.13550947849655104,0.6730165606275128,0.40384387112086817,0.3541528801802064,0.694299200364053,0.7129372376042505,0.6721385729048006,0.5216359600464776,0.6748410437250606,0.6432002388930766,0.04126920843609123,0.7114648353005213,0.37720983262866603,-0.5238039885137039,0.6685931506297862,0.6656247882140126,0.7375568488188671,0.6866212033269301,0.21552924536212523,0.4103518473489513,0.3495217269702359,0.1771859171332949,-0.4452153364955909,-0.5628161987732065,0.6777354156503407,0.08465361011208604,0.4493789816446794,0.64103707205615,0.6698060814312324,0.5979889723258005,0.508066705982415,0.6820052435862868,0.4386753400740278,-0.6327038135251029,0.8351041872822617,0.6737281467849732,0.481818407279732,-0.2227850615082374
1P0Y,-0.497955528531088,-0.24178544342511227,-0.0579015224376566,-0.13586805828088147,-0.18008159216820904,-0.11248831276718815,-0.4429774152561914,0.9999999999999998,-0.08941207453551242,-0.018195619966522456,-0.025942956864270134,-0.20495950411836225,-0.08135213140643777,-0.2216854278383365,0.09963652838702958,-0.24845593521855996,-0.014907579655706634,0.638971945251436,-0.20650629171061208,-0.12238405077605388,-0.2156979040434361,-0.20787355654109899,0.4406265959947381,-0.2755507740153759,-0.24763266179721788,-0.22453184464707365,0.32114818189530947,-0.16660357158891634,0.18692611109704055,-0.2782736214347722,-0.23480973703688604,-0.28734208854903376,-0.30921957623623375,-0.006182270456117574,-0.1780098793383146,-0.2687540841442774,-0.10923468006627056,-0.2706406406963459,-0.06259777295226093,0.6173429361869471,-0.2776127551217129,-0.21377019908656694,-0.23292733272234703,-0.18382370489836575,-0.24516721140154138,-0.16854465882582376,0.18795989058877954,0.048114886025830195,0.6472024206572529,0.640409388628689,-0.2013043876105007,0.2498566528332134,-0.07502393900515596,-0.26325835766904554,-0.273256593115859,-0.3579564203682891,-0.04483894252386251,-0.20219507952861038,-0.06611926574728595,0.6868201467369441,-0.4347289820220284,-0.22776057280887535,-0.0013335322636644368,0.43365841763393564
27SS,0.5503460805716661,0.7025283779799516,0.35004898025064635,0.6636244558609974,0.6248692862183758,0.5908961625630295,0.5062088518207646,-0.08941207453551242,1.0,0.862221589578991,0.7683578621920054,0.7237574097419336,0.5770643803055315,0.7810779210489641,0.6020775614579148,0.7277099957163601,0.20781741687503094,-0.21718473071272998,0.7711790143882722,0.5478908006100679,0.7445000406120593,0.7578248436465715,-0.14815508327049295,0.5799262975642594,0.7192250327946115,0.7296422944614763,0.02335192189393312,0.6813674030188116,0.5135433964161427,0.390119160289641,0.7626222656426894,0.7535967976383615,0.7937044214039449,0.730140654398644,0.7913721007578517,0.7646480948967248,0.1306492819767871,0.7493989843126369,0.7235312132939605,-0.13154655334979384,0.8052976878090456,0.7664002300560543,0.7278022075057811,0.7650501416527915,0.08832353425332942,0.45636343267945884,0.5945987574558512,0.3453557613348122,-0.009844221095408143,-0.1650153114232144,0.7677730312329293,0.3535508217484874,0.3773979169635311,0.823449874875977,0.8113281869878475,0.39615626056831765,0.8504296111848991,0.7767323426968342,0.8055067204062151,-0.29600199784424164,0.5426478367283489,0.7562257722266783,0.7064303131216815,0.22613242801301223
2T6S,0.593423711365241,0.7339275563072803,0.4683178354615713,0.7579388849941806,0.6882455964716488,0.6976188237328087,0.5217446030795508,-0.018195619966522456,0.8622215895789911,1.0,0.7969753289018603,0.8151523815244435,0.5989166877550968,0.8785816160865964,0.6507120685620229,0.8099094406399342,0.24609858717302233,-0.2140416531723069,0.7981144586324858,0.6658543852544112,0.8356499720463205,0.6935628759012561,-0.10972177156633879,0.6388435361831468,0.8226966714577504,0.7709688146302335,0.048471115154988975,0.768962024612613,0.606997220354163,0.398117696445102,0.7958547227262827,0.7588791050725141,0.8495472750249102,0.790161547288571,0.8465191280695137,0.7683029538791678,0.15853279679279647,0.7919785817081841,0.696212205550004,-0.06620609804930098,0.8760450636978555,0.7594613393460128,0.7964830333548556,0.8524672974587783,0.02067105685683258,0.4514037374650615,0.596899632083476,0.37387642163610774,0.05270688417042784,-0.11564265856980543,0.8722617962979883,0.4688691272669246,0.5118679572930734,0.7946344914957835,0.8503509312163624,0.41382691661281923,0.8459533189601535,0.8364347812790863,0.8089156333477223,-0.2671867389090008,0.5943511904039048,0.7667416259668735,0.7608819958767036,0.2877862852658349
2T7P,0.5409977701240396,0.6679407979153382,0.4399818612580511,0.6515770787680395,0.6640363666984649,0.5933086317908721,0.5113734210432134,-0.025942956864270138,0.7683578621920054,0.7969753289018603,0.9999999999999998,0.7246045491338456,0.5494244687781774,0.7282406857147116,0.6060443578549901,0.6916458555240663,0.1935842118573667,-0.20339044988678107,0.7107009099721144,0.5805401591128168,0.7395100378273718,0.6275487233171088,-0.10757824021424507,0.5418888619448892,0.7170281838262155,0.6914204385505179,0.007912022506155103,0.6953388293086112,0.490220771516966,0.36238236291091475,0.7065526058892636,0.7476109900341484,0.6979166770580231,0.6950608008244822,0.7339513864511313,0.6761180415821949,0.10538355582470502,0.7580872740795979,0.622925034084535,-0.07674965719204611,0.7047771667731176,0.6788347425019279,0.7283754686306158,0.7204654964788387,0.0220229988534429,0.4259804079807453,0.5468163231933924,0.3186496759439693,0.03741514522382696,-0.11992770802774251,0.7263348230909966,0.3627924663727683,0.4677016368601406,0.6933758150298055,0.6997880656467448,0.35408524102152494,0.7739093193096458,0.7185138340242676,0.7152252989369053,-0.24427869762717797,0.537882212674851,0.6867926515005358,0.6769518395589229,0.2555738685492302
