,2T6S,U26C,T54A,I07H,UK24,XU70,4TQ6,IZ20,P5F3,Q58J,43FJ,1P0Y,E3B6,R42Q,L9G5,4SZ2,80GC,08MQ,V55J,0I4U,9U7M,0H5E,L3V8,0C7Q,3PQ2,6VV2,B5I6,50GV,O21U,9Q6R,X19V,K9P0,E6R3,R7D1,L7J7,3TR7,Q6O0,98BT,3C6G,6FH5,C88N,J7F9,R9K3,46CD,C22U,I52Y,0JO0,2T7P,X1Y5,I9D6,27SS,UI76,0ED6,R5K7,51PW,94GU,DC61,O6R6,B23O,O03M,AO86,9T8E,1KB2,SM54
9U7M,-0.4806756670283011,-0.6010974406473074,-0.12112096097660334,-0.29337607176861497,-0.1567129938014816,0.33798126933991657,0.2530812656230886,0.2911986731548231,0.2672557425748818,0.25357579567029725,0.34874895850262255,0.15896205168878258,0.09611864283204422,0.20186819759850375,0.05569357307485247,0.2922586210234639,0.14547343027404439,0.5286755602828841,0.5257638458084873,0.4916072557086285,1.0,0.6256264677787939,0.691379387431956,0.5619039112400563,0.44356696352575103,0.4143111051279906,0.5474236513758142,0.60777852394424,0.5855125859842204,0.5706685208506095,0.5720126348243435,0.500791805683172,0.44460316930441296,0.43773396028903766,0.6652532545633901,0.6981777816851361,0.7239679643476934,0.7072831395136329,0.7153905718995456,0.702104479800721,0.4832160732888999,0.5632598468712988,0.494910554994314,0.55785338949977,0.5767852445061016,0.5998363324333387,0.3168112860421054,0.3908292443029296,0.4629506344126304,0.2430359316819348,0.3578686352349503,0.307469875300419,0.348155160648629,0.38017827131608894,0.5250394914378592,0.42511337728672804,0.2152301809130293,0.14171337024074881,0.2486924786115075,0.20958946763274985,0.10681875647170327,0.29745693456183114,0.39115650554260817,0.2965855550867045
0H5E,-0.5243225184948257,-0.5486775323489289,-0.034243729667712205,-0.27858608290089104,-0.12639960413351622,0.26381751830005895,0.20258696059029976,0.19114849871258777,0.19837132273964433,0.20323002702288825,0.3119712437105005,0.16373097355713728,0.16088042026770066,0.11467577340719046,0.0062273689637191805,0.29327162170539545,0.1084317893649757,0.5370251701723715,0.6321130386680012,0.49235512807343507,0.6256264677787939,1.0,0.7282937621412044,0.49293695043250035,0.3715237839500585,0.3937665345649837,0.4959234116126333,0.5166936445573659,0.5492639807711589,0.5422295821692854,0.492644692042235,0.44217583494845797,0.42712498547508504,0.4337953656946492,0.6272857587519762,0.6821263954644862,0.7007606251296152,0.6132433736565509,0.6903877740182095,0.640336707750912,0.6041599506894637,0.6082503743166655,0.5397929236181146,0.557828177719598,0.5132306613185932,0.5637411668742968,0.2952257786775305,0.3509168318524038,0.432664720487796,0.24344859108208386,0.36779221882340785,0.29636630939927583,0.2782264804820166,0.3273586130568607,0.37017281044739375,0.34541817561197646,0.20724810876155883,0.14762846516331304,0.20709764652043627,0.20736494706538386,0.1704997218428805,0.3488221036459422,0.3863955737897156,0.32346711962181895
L3V8,-0.5138955200614359,-0.6013825053012436,-0.05986463440210721,-0.2973573396925808,-0.1443407029068204,0.3277017860943766,0.2520516504995733,0.27211285648368166,0.24149924953977225,0.24846765054510242,0.370300315255389,0.15890151480960765,0.15427456805607626,0.14732801596071463,0.02195176041737429,0.3110702620445566,0.13185881764266477,0.5595399925031695,0.6724342542245902,0.5359277571179044,0.6913793874319559,0.7282937621412044,1.0,0.5672068584633522,0.4529692052948679,0.43392780478523196,0.5714104464037759,0.6059087483824481,0.630968584698227,0.5868995229706682,0.5807321081484704,0.5184319526263055,0.4961437085037072,0.5019008207579266,0.6595459044477893,0.69819684224438,0.7353261613959469,0.6590156025882358,0.7958868169277863,0.6948738446591527,0.6022044470175373,0.6379322491037689,0.5722648140871931,0.6490871140151768,0.618485276168693,0.6451171086594714,0.3091080404826464,0.4020210500525539,0.47838810610163707,0.2699641173881191,0.4266978101153972,0.339442505765049,0.28383812842718664,0.32062733291571577,0.3978050739518586,0.4643979434581568,0.21804020927065756,0.17334243549024206,0.2543828355554381,0.23930890767983334,0.12256130738238516,0.34027684999658553,0.3529626611127631,0.29531000505267
0C7Q,-0.5740905086365868,-0.6724841002198757,-0.03973961031407652,-0.29804646379539623,-0.12281771861398724,0.25839563020575074,0.16492900621639156,0.1948604811119977,0.18898215315984834,0.16775739842763085,0.3143893512159448,0.14883570326000606,0.09784238437093441,0.19286415524972064,0.03657608329978934,0.2022395154578612,0.08132563683771435,0.43220336165991513,0.40326407347948784,0.444591796594053,0.5619039112400562,0.49293695043250035,0.5672068584633522,1.0,0.5529411568744365,0.5390594042084604,0.6649728568450722,0.6853250356405546,0.6673769343493009,0.6297433080182868,0.6363424408135596,0.6465558259822438,0.6060687033676659,0.6028642736580874,0.6653151339574616,0.6658202513377391,0.7019941073243422,0.60586389689539,0.6214024743031842,0.6255360448327654,0.5418387448465539,0.6299327495158873,0.6504008249853243,0.5351324151535709,0.5661553070797504,0.5809404692002325,0.38691227217824964,0.45898142181412627,0.6587680757316225,0.42178250031770836,0.5027199630923778,0.5108872117004274,0.19723768378699175,0.21109983612172906,0.390321525054061,0.3287106159104679,0.2887577860487567,0.2338378403103795,0.32697721390299966,0.3093115559987716,0.24265552940295268,0.27081642283163304,0.32415117456519904,0.3493344977605571
3PQ2,-0.43155983959437677,-0.6144498349110359,0.04314155584956404,-0.23595245404581885,-0.1072573113253215,0.24863330211214296,0.13946418151116818,0.14434278218979754,0.18038474219296716,0.1466012649983632,0.29971061463723897,0.17477563870802718,0.13620684189496005,0.12967654293370962,0.06553879770606685,0.17356418501010998,0.0824971300299552,0.33507329103492295,0.3053828366576523,0.3201013242077374,0.44356696352575103,0.3715237839500585,0.4529692052948679,0.5529411568744365,1.0,0.4786380486031506,0.6455630297452034,0.6968789608338976,0.6724798026686266,0.6856458235995344,0.6618192908919187,0.6946005258414385,0.5446087293296009,0.5678695728866457,0.5674539513940716,0.5135599872106509,0.555411661224328,0.4649602039796414,0.47212474760894957,0.4980166690981771,0.39343977197046415,0.47812063652904113,0.5339104087684325,0.36954356760290735,0.4537528141949412,0.442559110924934,0.3723888011998391,0.38085560176407846,0.6177911127638512,0.35460695692987587,0.4036665952777825,0.5516335260573723,0.1840374869701567,0.18795575049710683,0.3384293281906942,0.28111801743012094,0.26840184431276415,0.2948746876033383,0.36864752166214354,0.3395834348045124,0.28440598109757503,0.19868650887065828,0.2713570126958648,0.3709050712891445
6VV2,-0.47891973298302143,-0.6167678435801385,-0.00030540218155532446,-0.25957615781528603,-0.1313675005786969,0.21037683844149005,0.13925730044644713,0.1499961012677755,0.17501458245272564,0.1413040225644856,0.27341408848407106,0.16979199255095695,0.1120272074872406,0.15357360937089176,0.03943175813431326,0.15230647481390688,0.06932515176918042,0.3547271886263367,0.32792737428722146,0.3391478592823828,0.4143111051279906,0.39376653456498373,0.433927804785232,0.5390594042084604,0.47863804860315057,1.0,0.6429412858469037,0.632413003518406,0.613856616835612,0.5991694866890732,0.5765725996553495,0.6136646970689182,0.5438924344149093,0.5590483341117775,0.5896107671535354,0.5577089711184968,0.579870250034188,0.4779063930563014,0.47612206809797636,0.5096596007571874,0.46667756622412176,0.5357293931401105,0.5828383240878247,0.4172258662327375,0.46308457088368526,0.4856664445761,0.3491824537363348,0.3923181082929502,0.6000251447787818,0.5017097187683527,0.5557593585038126,0.49752542429575514,0.16573631291117946,0.17876319509456876,0.29842346171783224,0.2509798534968593,0.2409384449852662,0.24524002267807546,0.29834958104826087,0.31688560629548435,0.28979384108022116,0.2351439194972129,0.2820719422006753,0.346055928512076
B5I6,-0.624011039903482,-0.865822513598536,-0.01680867277830857,-0.3560991404110505,-0.15953897704863293,0.31059002396346064,0.20271118261548887,0.23754429671207794,0.25545406301400375,0.21994290033316968,0.3449664660502647,0.20670399048008717,0.1461202407773222,0.2354669633235162,0.11755917041333609,0.22950179145680338,0.1070306766676315,0.5051032340800887,0.47275274229735753,0.45732912487915034,0.5474236513758141,0.49592341161263337,0.5714104464037759,0.6649728568450723,0.6455630297452034,0.6429412858469036,1.0,0.890419510780739,0.8631044121148344,0.8158214711405919,0.8044073372015399,0.8149699515004113,0.7214475544494771,0.7312521895169196,0.824605221496617,0.7648374134302557,0.7838947614783521,0.608554137623498,0.6413521037967994,0.6779582425659999,0.6251413373767927,0.7172474693371582,0.7438514740740186,0.5440680990690547,0.5933066821113944,0.6203665602790768,0.46316649622243994,0.47354988307151963,0.7588928333038292,0.45692649168166805,0.5237699883355356,0.6201511997674274,0.2373232362650485,0.2486155553514671,0.411763259300951,0.3470639781256835,0.37935729783612837,0.3399107281070772,0.41532236855163496,0.4204023796649768,0.382735265044293,0.357874835454327,0.3732902852156266,0.48822138650942215
50GV,-0.631253236478246,-0.8907795555446867,-0.03210913440035416,-0.38151708840506227,-0.17568484308410276,0.3760120155378328,0.2461141173491072,0.2966228249830155,0.305302565278861,0.27436110759832294,0.37867758698091564,0.20973560679785183,0.15788722060147742,0.25727167370432413,0.12251440810016705,0.26657246886437275,0.15447599027499573,0.5334477158283152,0.48280483086275555,0.4727251964702382,0.6077785239442399,0.5166936445573659,0.605908748382448,0.6853250356405546,0.6968789608338976,0.632413003518406,0.890419510780739,1.0,0.9198007058325506,0.8752749977590001,0.8962989047343091,0.879813903185701,0.747542082142089,0.7689834819451042,0.8568401621951026,0.7989115259774059,0.8084456768250187,0.6456937051604359,0.6713941426272738,0.708271069682479,0.61886941047088,0.7206261257976583,0.7420439878906021,0.5313551941088744,0.6347563350704567,0.6288880352556053,0.46982198645236156,0.4685855353084264,0.7512435994981322,0.44926546945082474,0.5317537047392464,0.6514541210222855,0.26160097559811485,0.2785920712070477,0.4513423469020725,0.3676956065630397,0.3595937277722299,0.3508209123559201,0.4384044123216086,0.4253091748963227,0.35411682227020763,0.35279187395664163,0.38731214188777324,0.5010588319756157
O21U,-0.6188966578661861,-0.829519604586466,0.010319982832839292,-0.39674779554138373,-0.20604215488722089,0.34876144785873514,0.2603982720492577,0.2738825637179258,0.29948470102452585,0.2673963664490871,0.36977475233555884,0.2261606707280925,0.19989441974910244,0.24411741330583006,0.08596940168058226,0.2710555045159644,0.14439467930540092,0.527089743541341,0.5150957538436354,0.45413324996274634,0.5855125859842204,0.5492639807711589,0.630968584698227,0.6673769343493009,0.6724798026686265,0.613856616835612,0.8631044121148342,0.9198007058325506,1.0,0.8523393821366023,0.8559588776986361,0.8674122947865626,0.7398582271858739,0.7744810629592492,0.8130260923295305,0.7676127002428097,0.7843065114102284,0.604780231474282,0.6519477016383746,0.6818606440001276,0.657718179526021,0.7328488524414425,0.7493899543282447,0.5594578720835143,0.6434779336508498,0.6497454401430405,0.44393928482933975,0.4680787489713495,0.7367490873025258,0.4531317335584217,0.5597678280933924,0.6349728871467692,0.258020416252118,0.2795566462666217,0.42480421553784764,0.3572262006354635,0.33512591089158944,0.33266169931590134,0.3897851909424026,0.41252522618134313,0.3728851728494186,0.3955600005764575,0.39076943891703425,0.4772810291184334
9Q6R,-0.5225921746769973,-0.7790690509722078,0.04425336869487959,-0.3225665363865279,-0.18784811371740134,0.3161296088487631,0.22899209715994884,0.22118131608668534,0.27371732708657276,0.2396326501118835,0.3861395956051318,0.2530112702200856,0.2150665728492397,0.16371745052982906,0.08847534157431347,0.25563085485162074,0.13540406860913384,0.4970866839367637,0.5017724173913335,0.4059582814404081,0.5706685208506094,0.5422295821692854,0.5868995229706682,0.6297433080182868,0.6856458235995344,0.5991694866890733,0.8158214711405919,0.875274997759,0.8523393821366023,1.0,0.818816051090022,0.799330301910312,0.6343492774738538,0.6734890023439692,0.7766255561349587,0.7034765758699222,0.7337689920967597,0.5817446868863887,0.5939884003650653,0.6358157846503016,0.5682898936175277,0.6145915998321341,0.6464926057289917,0.4451439307239506,0.5295717417138192,0.5598165220517487,0.4103016244770357,0.40447791760353635,0.6989923322514315,0.39172043962823533,0.46763829669104406,0.5671662600738213,0.317598426981534,0.332434782081591,0.4519514737487283,0.3359935006445592,0.30556549111409864,0.3048984695032607,0.38556315806660063,0.3989024077161218,0.3732142863656459,0.33164913979202115,0.4122250058667931,0.5002442242531276
X19V,-0.546019322769295,-0.793192151626914,-0.02940230195550508,-0.3707025477578728,-0.25194650230230736,0.41668451960532626,0.32649385305452655,0.3388834425702345,0.37218102807148784,0.3376242483175059,0.4120685535299371,0.26657365761013757,0.2113264170753057,0.25426463202779903,0.13401037349884506,0.3021946651635748,0.21230199944738545,0.5234835899571122,0.4834774795658719,0.4280282768524252,0.5720126348243435,0.49264469204223504,0.5807321081484704,0.6363424408135596,0.6618192908919187,0.5765725996553495,0.80440733720154,0.896298904734309,0.8559588776986361,0.8188160510900221,1.0,0.8241888011661571,0.6958998463477417,0.7290595227991985,0.7804564876102968,0.7342673373005213,0.7319484809690372,0.5833632244899338,0.6111964885143001,0.6466240776775309,0.5962148513790562,0.6641549739469896,0.6806674288319772,0.49533243937310156,0.6044387842112058,0.5890992365422867,0.40995741517993917,0.40179213168231515,0.6432251106478137,0.40206653207954524,0.48713520674456073,0.5709090219152649,0.2431113440323601,0.2677537601422344,0.4173731355797464,0.3666179380442408,0.2978996193314222,0.32708546172112357,0.36387881083336027,0.3796079089809011,0.3504906771841437,0.34194930639223997,0.3828678169824776,0.45456882897786344
K9P0,-0.5977803425567888,-0.7944312599420401,0.024286489613903686,-0.3596832444135071,-0.1484732561727296,0.27698352346797905,0.17731985859684105,0.18955106987241754,0.22378357531344917,0.18392069539309733,0.3144304146179103,0.18914698026015542,0.1406047294512375,0.19218506225260437,0.04658766891826773,0.19163168243938403,0.08905172339750488,0.41959980682292014,0.3907528038418807,0.3919366048884364,0.500791805683172,0.442175834948458,0.5184319526263055,0.6465558259822438,0.6946005258414385,0.6136646970689184,0.8149699515004113,0.879813903185701,0.8674122947865627,0.7993303019103121,0.8241888011661571,1.0,0.7383658230633621,0.8227450021436831,0.73858641400711,0.6777803112061849,0.6966620044747053,0.5468120464991365,0.5730338548228636,0.6154920802700719,0.564178088093092,0.6552579628299875,0.7225007113520279,0.4949412102867452,0.5616749582762788,0.5661142546867208,0.4491175235169773,0.4580904168509178,0.7678919349280316,0.5012944354388703,0.5773343344767039,0.73922915993173,0.18117153001482061,0.1947416816523347,0.3580606223645802,0.3064810982172452,0.3371818121370215,0.39243068787119184,0.4335570516348632,0.4549627278685645,0.4033820137788274,0.2933576411403867,0.33426875804981854,0.4507159175740037
E6R3,-0.6238926566855171,-0.7147747281464532,0.044325263767433946,-0.34937129971889297,-0.17558289571365923,0.2832047000100335,0.20108243603817208,0.2081767005364204,0.24347795688737275,0.20902491887726718,0.30808636638090303,0.18512058425291364,0.16158454941608233,0.1986487689831514,0.09099799907741415,0.2015005366751494,0.11467689397576693,0.4430437903915306,0.4029040944613573,0.403353246893875,0.44460316930441307,0.42712498547508504,0.49614370850370726,0.6060687033676659,0.5446087293296009,0.5438924344149093,0.7214475544494771,0.747542082142089,0.7398582271858739,0.6343492774738538,0.6958998463477416,0.7383658230633621,0.9999999999999998,0.8218873236080603,0.6652954411655642,0.6600446205710645,0.6754973378811447,0.5255848912051724,0.5489520789462837,0.5819803340214443,0.6803326581123195,0.7512508965948201,0.7876402843680713,0.5438841457498559,0.6227046991585102,0.6119169308282859,0.4183254953532794,0.4447078758136011,0.6715692867911336,0.5041111177506961,0.5877601324044408,0.6669275537395071,0.1091124325265094,0.13023008799396163,0.3098840281376937,0.32499665436935293,0.29144017495818764,0.34859694769172644,0.34161009748835985,0.37678633709768733,0.3643383369133488,0.311639805139003,0.32999677519031045,0.3862996023351737
R7D1,-0.6572418303457696,-0.7245778229292326,0.07192691534496572,-0.39418763548769986,-0.19786148718598073,0.2648828742236257,0.20387094012231602,0.17828538479165396,0.22860179695531543,0.18978354509134984,0.3145131126150864,0.19538848665320713,0.183588950448296,0.16459641681730308,0.02377091710925949,0.1875456990087833,0.10384076482741973,0.401948672593395,0.39504771772564645,0.3858739781666507,0.43773396028903766,0.4337953656946492,0.5019008207579267,0.6028642736580874,0.5678695728866457,0.5590483341117775,0.7312521895169197,0.7689834819451044,0.7744810629592492,0.6734890023439692,0.7290595227991985,0.8227450021436831,0.8218873236080604,1.0,0.6696526899436339,0.6613146515630574,0.6574800062535754,0.5059125568166017,0.5359813140940409,0.5847086069719972,0.7308549531052544,0.7611608293574377,0.8279626163862067,0.5608438329330986,0.62928604729415,0.6278184130503721,0.37357140705385,0.46412590694458794,0.6824776859117697,0.561686691293302,0.6808414713840203,0.8000491604090794,0.08230404728929168,0.10696296261783367,0.2926439634226004,0.3063878007700927,0.2876305167731875,0.4267826364734245,0.3580684880874572,0.43895975872231174,0.4122529350568854,0.31545751350277906,0.30594766432692405,0.3756535423211463
L7J7,-0.7313063348981085,-0.9519495743733508,-0.04855349511613875,-0.39465686619095275,-0.1737314127149005,0.3660718151331943,0.25768268940155953,0.31327621753453183,0.3118848075108269,0.29200825263676206,0.3509394047711559,0.20929511267390719,0.15702038669694537,0.3035263633306136,0.0997889761763479,0.27668669421685843,0.13562511722458132,0.5781991095654724,0.5800642139707959,0.5524330809323154,0.6652532545633902,0.6272857587519762,0.6595459044477894,0.6653151339574616,0.5674539513940716,0.5896107671535354,0.824605221496617,0.8568401621951025,0.8130260923295304,0.7766255561349587,0.7804564876102968,0.73858641400711,0.6652954411655642,0.6696526899436339,1.0,0.9578208657350216,0.9023788812074885,0.7224137872682028,0.7615482846265965,0.825015994536942,0.6882594170514559,0.7628867684538834,0.7383883360053888,0.5846023592733521,0.6012522050756651,0.6458719881944912,0.446432920984304,0.44990613019521775,0.6896759194689074,0.3859155275290828,0.5006770479008817,0.5135037187192399,0.3318923367243674,0.3614492622007123,0.5055094999948837,0.4079399435012853,0.35638271568190133,0.26295562454297267,0.3718658060891941,0.3483099822839835,0.31040198432693056,0.4491834853466185,0.40080387793380245,0.4967625591121968
3TR7,-0.7822465213109668,-0.8924639460880367,-0.04687026293111629,-0.39593772989423376,-0.17800146251404653,0.3791881751201606,0.2783505943938693,0.3471480274843328,0.3287233369209712,0.31972622520265975,0.35929348801792627,0.18511255358059772,0.15150497103393135,0.330429358273016,0.10726494270783522,0.2981110286561506,0.1380114914681037,0.6164822851318731,0.6068761501733562,0.5957800476663565,0.6981777816851361,0.6821263954644861,0.6981968422443798,0.6658202513377391,0.5135599872106509,0.5577089711184968,0.7648374134302557,0.7989115259774059,0.7676127002428098,0.7034765758699223,0.7342673373005212,0.6777803112061849,0.6600446205710645,0.6613146515630574,0.9578208657350216,0.9999999999999998,0.9291841029278816,0.780983327546104,0.8046287253920131,0.8558018922762399,0.752283932988031,0.8312356639056242,0.7624258698289517,0.6633533750703448,0.6628711493377537,0.7002419232144945,0.42565445655291373,0.4786467745336401,0.63943903987217,0.38590863705743594,0.533108546620721,0.48158106816216645,0.3041614292169288,0.3485896025010371,0.5154235154888004,0.4365603797981834,0.33658502443715194,0.22494555421540144,0.32664806166279575,0.2995595160608292,0.2532332892196093,0.4644825557618241,0.4164100151242777,0.43298638222910346
Q6O0,-0.7518638531663465,-0.8571766458877438,-0.0632801618285432,-0.3668142537782985,-0.13535943269717865,0.313019665037394,0.2156991105938115,0.26657311411989476,0.2399195561767175,0.22996773172191318,0.3436127032100727,0.15645697963544877,0.10692999119438036,0.25222070992888856,0.06570720184910596,0.2685865924697924,0.09674927776855126,0.5870438728148631,0.584257843215578,0.5685400891663627,0.7239679643476934,0.7007606251296153,0.7353261613959469,0.7019941073243422,0.555411661224328,0.579870250034188,0.7838947614783522,0.8084456768250186,0.7843065114102284,0.7337689920967597,0.7319484809690372,0.6966620044747053,0.6754973378811447,0.6574800062535754,0.9023788812074885,0.9291841029278817,0.9999999999999998,0.7863102817872026,0.8039114599978063,0.8199164916189934,0.7227938779025961,0.8421818950423754,0.7761399872938499,0.678687034521196,0.6688742028980793,0.7091521440119072,0.4557428510405249,0.5135684359947305,0.7146078295344704,0.4070053396770609,0.5567470930971448,0.5149997882150089,0.2753430722994477,0.3151698661584506,0.5226327002158851,0.4202451291811676,0.35158260627291343,0.23015275240918676,0.3468928533272634,0.3057127368144052,0.2546215335491373,0.41382210318638646,0.43126126194699443,0.4594225408368092
98BT,-0.5945735287098858,-0.6719912458711959,-0.11922789380154743,-0.2898753588020257,-0.16368562355740024,0.3468163923655571,0.25327518927148246,0.315771547447393,0.2835085606815757,0.26980883506188663,0.3800484816807155,0.1389481891372396,0.06779871295216991,0.2795126798061009,0.13533133989447954,0.2633252675049575,0.1280529118615798,0.5534792364796333,0.5182881692091487,0.6001252506142821,0.7072831395136329,0.6132433736565509,0.6590156025882358,0.6058638968953901,0.46496020397964144,0.4779063930563014,0.608554137623498,0.6456937051604358,0.604780231474282,0.5817446868863887,0.5833632244899337,0.5468120464991365,0.5255848912051724,0.5059125568166017,0.7224137872682028,0.780983327546104,0.7863102817872025,1.0,0.8294264759529097,0.8346806960812456,0.548139533231251,0.6820884801108588,0.6147297360846756,0.6483932340159175,0.63051108706848,0.6662478144161205,0.3712693564632596,0.4896189749522684,0.5422059138200811,0.33227368064605217,0.44762514177031854,0.3970134143102255,0.317421146041433,0.36038001323149543,0.49838250033100173,0.43477750413330757,0.2637777261693655,0.16095430529773475,0.2804815574810416,0.23065616922639398,0.13080337217454968,0.2860415461009785,0.40294916480543425,0.3074409090281065
3C6G,-0.6401959057541932,-0.709196845421049,-0.10255562684489274,-0.3043224591655944,-0.13556708616164934,0.341323364654942,0.22811738678538165,0.2897646355982519,0.263934605439239,0.25110069524601303,0.3852245880739544,0.16948999634269063,0.08424247212960952,0.2609450677787849,0.11998896088630848,0.2782186374845788,0.11106087492104881,0.5996173309051206,0.6401816192740373,0.6579210842924692,0.7153905718995456,0.6903877740182095,0.7958868169277863,0.6214024743031843,0.4721247476089496,0.4761220680979764,0.6413521037967995,0.6713941426272738,0.6519477016383746,0.5939884003650653,0.6111964885143002,0.5730338548228635,0.5489520789462837,0.535981314094041,0.7615482846265966,0.8046287253920132,0.8039114599978064,0.8294264759529097,1.0,0.8635358465483473,0.6005093704874196,0.7149008863431021,0.6431777091979913,0.7216598736992214,0.6456261536416847,0.7024088042229096,0.37176043632873196,0.49776601231726925,0.5623404667506162,0.3276073981463049,0.45747417756012343,0.4092273567681566,0.336994351677926,0.36139441791763904,0.44495768480509623,0.4825099958687294,0.28655106291617477,0.18883879206470716,0.28863868164637596,0.2500475264047523,0.17403965130976387,0.34071890080936473,0.40302829868823425,0.3332529447639274
6FH5,-0.6737395845623046,-0.7713985518892152,-0.052505373991615485,-0.32883220837446886,-0.19652135641311452,0.3569858079756745,0.2708837454093351,0.30606657993187253,0.31291260699700607,0.27768096827107075,0.38681412827913036,0.2311216026110033,0.145445276937569,0.26600333840891727,0.12362091946768776,0.27703461673633145,0.13361759211339058,0.5967422859247397,0.6316835135577055,0.6260089874656869,0.702104479800721,0.640336707750912,0.6948738446591527,0.6255360448327654,0.49801666909817716,0.5096596007571874,0.6779582425659999,0.708271069682479,0.6818606440001277,0.6358157846503015,0.6466240776775309,0.6154920802700719,0.5819803340214443,0.5847086069719972,0.8250159945369421,0.85580189227624,0.8199164916189934,0.8346806960812454,0.8635358465483471,1.0,0.6514918846720301,0.727654568842752,0.6729345664717435,0.6801980327483171,0.6437456253917269,0.7172422465034629,0.38839022037185006,0.5088000665164243,0.5848195809308132,0.3522725951629176,0.4717726688232115,0.4361802092145137,0.33829959563562934,0.3717502466469561,0.5028008033007557,0.4546307809875864,0.2947127196959641,0.20248985396476002,0.28497151937233806,0.2622608127258227,0.23897115273084701,0.366876887606638,0.43767518655377574,0.376827648374306
C88N,-0.7332927551569128,-0.6598177180649089,0.08686980676392661,-0.35509508218006736,-0.23093522678075018,0.2826062875989389,0.2597726214779012,0.21658360905748575,0.26799031381902355,0.23984000547693377,0.33222566182966784,0.21404239720643517,0.24050870403564742,0.1542274429633788,0.06537014864029933,0.23279897654719464,0.12257747206769172,0.5548983761284672,0.6079138330956055,0.46875526790660094,0.4832160732888999,0.6041599506894638,0.6022044470175373,0.5418387448465539,0.39343977197046415,0.46667756622412176,0.6251413373767928,0.61886941047088,0.657718179526021,0.5682898936175277,0.5962148513790562,0.564178088093092,0.6803326581123195,0.7308549531052544,0.6882594170514558,0.7522839329880311,0.7227938779025961,0.548139533231251,0.6005093704874196,0.6514918846720301,1.0,0.8726569869075135,0.8075838402293571,0.665664670166402,0.6754890341882644,0.7155480335015523,0.3350940775824842,0.4492974230456513,0.5168855453099098,0.4308102897178211,0.6000850213125548,0.4912463975515771,0.09911707468596058,0.13166734025790244,0.2999791294840262,0.3373350783539895,0.2326297585411996,0.24753982310056208,0.2131680935466332,0.26988133308421997,0.33833742487145785,0.45520599831657965,0.4053056626915798,0.3698879738566571
J7F9,-0.801839694604362,-0.7581805329276413,0.031994808352744965,-0.34348082885456394,-0.1709989941936154,0.2841103176549505,0.21057799383061143,0.23208788719296009,0.24034261549112892,0.22126349422881594,0.3245191612867889,0.1815771501823409,0.15115602221601698,0.2205561708891177,0.08759462212672273,0.2357471882978056,0.08923147313488777,0.550427833458761,0.5356736180365665,0.5092289514446026,0.5632598468712988,0.6082503743166655,0.6379322491037689,0.6299327495158873,0.4781206365290412,0.5357293931401105,0.7172474693371582,0.7206261257976583,0.7328488524414425,0.6145915998321341,0.6641549739469896,0.6552579628299875,0.7512508965948201,0.7611608293574377,0.7628867684538834,0.8312356639056242,0.8421818950423755,0.6820884801108588,0.7149008863431021,0.7276545688427519,0.8726569869075136,1.0,0.909525504873237,0.7319244333558704,0.7550174102833207,0.7697592580252262,0.40843761554186975,0.5292374743540394,0.6317566746448993,0.4903955886572741,0.6484196237440211,0.5702039925852693,0.12335729278417205,0.1503494902822477,0.3579202589005109,0.39353061294681635,0.2963371581276357,0.24549719733063355,0.2752599281380517,0.2907249495840115,0.3226834317937919,0.4003839629316392,0.3895857133283655,0.36856811853442994
R9K3,-0.7900521287805432,-0.7663645283632302,0.06333282618183456,-0.3514888970184978,-0.12931543942576085,0.21181387138059504,0.13086579620282854,0.13878501727519404,0.16333108157626125,0.13721587729992515,0.28754866951645836,0.16831964042073919,0.13497124271308542,0.18492101163405408,0.0324803655369857,0.16925233808397872,0.03580807866505234,0.4640263469329161,0.46051450761679913,0.4512025923840323,0.4949105549943141,0.5397929236181147,0.572264814087193,0.6504008249853243,0.5339104087684327,0.5828383240878245,0.7438514740740186,0.7420439878906022,0.7493899543282447,0.6464926057289917,0.6806674288319771,0.7225007113520279,0.7876402843680712,0.8279626163862068,0.7383883360053887,0.7624258698289516,0.7761399872938498,0.6147297360846757,0.6431777091979913,0.6729345664717435,0.8075838402293571,0.9095255048732371,1.0,0.6721633788069938,0.691317280816536,0.7131420089290149,0.4347031459537702,0.5440526978635729,0.7414663903588337,0.5785061853704263,0.6729921041964094,0.7092423113430255,0.08677275546784588,0.10658062471671842,0.3226371755072284,0.3189250766330144,0.31939275893805674,0.302582216209545,0.3130457579843806,0.33863581404127335,0.3870244648493831,0.36623240612259117,0.3629482309213367,0.3858668586468159
