,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,1KB2,1P0Y,27SS,2T6S,2T7P,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.8189500517914473,0.5114316000922402,0.813771082847352,0.7671382060933922,0.33402007518267973,0.9151528307254261,0.8335532530813717,0.5212851200701,0.4758517570269161,0.47786093456121087,0.8802382079080835,0.6007126321737443,0.869574150268759,0.8497696569918601,0.8519047488575685,0.5520020614784109,0.6957947851796236,0.8089105177170496,0.6325493888424415,0.8792497949426836,0.725018008144739,0.48179938679650947,0.7513888509578704,0.8737409144017978,0.7966926054978025,-0.023629694749853263,0.8261783646395605,0.42019824887607027,0.49304927222354794,0.8077934844078731,0.8485059154528676,0.8488748412464288,0.28165845340491175,0.8249745844748018,0.7861638437797529,-0.5099534815907385,0.8593166323568532,0.37323723564666933,0.6576082015075614,0.8675508734702008,0.7788981341101815,0.8628333600121064,0.844253349304078,0.30976855073027276,0.4882219241981799,0.7675879797450964,0.08731017225443496,0.8052533791473955,0.7039258112407025,0.8759040772261801,0.7211131926890925,0.547722783479969,0.7919460184120489,0.8337355477806385,0.7576421819510999,0.5110343374243962,-0.8290873389747891,0.4092547932156262,-0.34378913603640265,0.9284809810275194,0.7849838561131972,0.6004294020726184,0.7451465106581399
0C7Q,0.8189500517914473,1.0,0.5422175917287089,0.78646724754908,0.736791072236174,0.43680170620738984,0.7762910423186639,0.7054934319998896,0.6364432111627466,0.5989237485709095,0.5517371743690247,0.8338556604652068,0.6952959357653397,0.8824559747826671,0.8068532615395474,0.7662004547983206,0.5247982234914799,0.5937782799304927,0.8872995463435528,0.6497174599057624,0.8445488903318087,0.7996405508925243,0.4549437722880918,0.6924445086897411,0.8297312242897722,0.8708027397385586,-0.08033522946845885,0.798632207939626,0.424525100412906,0.5863336624767166,0.8843078613765043,0.8078019751674197,0.8383315618232793,0.33794150843484355,0.8725753695612242,0.8457523636550602,-0.5208850851785349,0.8263251230826665,0.4892119004513765,0.6025356328362124,0.8523089327575605,0.8641213483416107,0.8267612900931396,0.8886511942533253,0.28619269924173857,0.5678352196624573,0.845359902723296,0.17524712954274144,0.7414117220504493,0.6585019180532091,0.88920283950499,0.7265732562954854,0.5732167950115777,0.8530439377011926,0.8563606284578843,0.7321809046887987,0.6303014720026866,-0.8914803757255384,0.5632911694108368,-0.32251975129143656,0.7919846233493242,0.8543620703813759,0.7493156350062736,0.7206493580497021
0ED6,0.5114316000922402,0.5422175917287089,1.0,0.5837333768315293,0.5711312026091144,0.34641098048904884,0.4768038095906182,0.379243281442757,0.43707330032833563,0.45596229782337444,0.4091035565960202,0.625513833761923,0.4022715128355906,0.6311958168935369,0.5776892630882889,0.45993797616030707,0.35587714335996756,0.3662179515453121,0.5847497060903561,0.6740628371487323,0.6285383449492494,0.4999077845932784,0.22892789393970253,0.48036701306260066,0.649359780161431,0.6390288766806222,-0.24960891576314104,0.6743666660872841,0.14294660625418731,0.3809580923103987,0.5839400258326864,0.4323618011377198,0.47369947512374116,0.2164130600411912,0.570768828787234,0.4594254469520285,-0.3136150892904613,0.5341785073069203,0.3049713583856699,0.4321311457196904,0.4724323667583578,0.5266356727521095,0.57605289892083,0.6404862507623863,0.16972332892984682,0.365197640553904,0.5418174076904996,0.042262484085588865,0.5352203951531425,0.510320171016096,0.6183671297886059,0.6119587856952283,0.9444406337489188,0.4581974526731932,0.45368844432377986,0.4214366094117956,0.5329250291983257,-0.591339587382716,0.3374707449176817,-0.15784362013064954,0.5536335679337007,0.5577048130992016,0.4768145668934434,0.444729842232713
0H5E,0.813771082847352,0.78646724754908,0.5837333768315293,1.0,0.7458292782918429,0.33618208581510645,0.7665998253282477,0.6547268302581086,0.5397591034556919,0.5349936237271439,0.4785351654454745,0.8708424134425139,0.5631779118189346,0.8809851521416916,0.8426338885243059,0.7946416449720339,0.52265852100112,0.6378628444931854,0.785311355423932,0.6768828184997217,0.8447873293238376,0.6832787960024566,0.4387723901601901,0.7004880165497265,0.8720673723033573,0.8015775121729728,-0.1504089229328736,0.8460076696122499,0.2725806448904489,0.48622377786775367,0.7872032868595095,0.7593338273565484,0.8174496165191466,0.2820153236675819,0.8310349401578743,0.729370420140597,-0.45802006905760834,0.7830306690245882,0.3608717446008048,0.649493263297674,0.8084220322163062,0.7318172476556589,0.8665354514078354,0.8450161726604243,0.28813533580351136,0.4698868046752622,0.7478685663282839,0.0946117498241824,0.7517385229741056,0.6982141718742292,0.8765842253083066,0.7510395048412,0.6437566805673691,0.7388150510459465,0.7667088452168032,0.6169874086775322,0.5578445554051665,-0.8089083678214278,0.41859703750698823,-0.3145235700304618,0.8317619424623359,0.7664045196182387,0.5751248029554095,0.7147493708435384
0I4U,0.7671382060933922,0.736791072236174,0.5711312026091144,0.745829278291843,1.0,0.3606130308083051,0.7097071579214608,0.608450325158588,0.5311033137852321,0.522151185361314,0.5298582417449923,0.8366971773324707,0.5462861840587782,0.774861189156153,0.8120538801155694,0.7558076256459365,0.4568550274083673,0.5654573874682676,0.7282372351522235,0.613800834810897,0.8092380649851987,0.6435612187705639,0.38564365991580163,0.6798715201402487,0.8103253322042903,0.7283686677299825,-0.11935273528182852,0.7698853422130891,0.311928527841298,0.4704103338985264,0.7256886969139955,0.7313748385820927,0.7305547074242434,0.2655023802873129,0.7387315185974369,0.6857803207463739,-0.4381564794793752,0.7737008796361814,0.3901032488322106,0.5592815743734453,0.736570979074218,0.6862081847083739,0.8081061308368773,0.7586247817848647,0.25943425868179243,0.46695235031718646,0.6816513368132591,0.09010261210934538,0.6819290699756734,0.6031872355771702,0.7717657064288276,0.673800422394779,0.6086891671361377,0.6895145275428527,0.7172268156203727,0.5802560276124021,0.5480750912587585,-0.7359661499475262,0.4362324891567625,-0.3129948368362159,0.771365137995439,0.7000000563780443,0.5853312209072623,0.6392405661938407
0JO0,0.33402007518267973,0.4368017062073898,0.3464109804890488,0.33618208581510645,0.3606130308083051,1.0,0.26916037924599606,0.27648807699543854,0.5151277564140349,0.6345384400023522,0.4763075575574731,0.3917750218533982,0.4441425315013032,0.4351606360216544,0.3404708059001976,0.3716041605411042,0.2060391689889155,0.06134394068376609,0.4775152760874134,0.37065299842165766,0.41997713616221,0.4189622655055644,0.06793181804683926,0.354490501262401,0.39512579358481603,0.47241804968572104,-0.002673556298020517,0.38169946213710876,0.3519427703797826,0.3666698472117055,0.49415981629459615,0.3545325595732073,0.4245197303706211,0.23500229006965775,0.45850143530712734,0.43682207854135646,-0.23188732538189444,0.4011052097311799,0.4666936969302604,0.07243767153604715,0.4252614004452685,0.5033031290207627,0.3734174757449645,0.46132283298092114,0.016655813367505486,0.3251229661469695,0.4319368402006984,0.16285733589562096,0.18593579193167495,0.14244869671057517,0.4424933073791979,0.2538008077358461,0.3556317453135113,0.44692654824596445,0.4520853328894414,0.3631046606958711,0.5101267282378753,-0.4846296176362918,0.5589789186273751,-0.07853614868469398,0.32189449144274423,0.45035449852202175,0.5441644006147659,0.19438591230089727
1KB2,0.9151528307254262,0.7762910423186639,0.47680380959061813,0.7665998253282477,0.7097071579214608,0.26916037924599606,1.0,0.8120576133509113,0.467227490069066,0.39619394434097627,0.43493962868235775,0.8229008944300512,0.5716530011807882,0.8258091525480563,0.7973431981244085,0.7982787872299392,0.539724751902167,0.6837004330050084,0.7759329197208358,0.6198091994685822,0.8292390854505189,0.6892693354664303,0.4835432412987826,0.7020672622793503,0.823284626575489,0.7668176162051356,-0.03693503657304388,0.7949833124692506,0.4288030777220199,0.46010482845542466,0.7678406211237256,0.8289191363983887,0.8057600086272013,0.2424124438220271,0.7948989348559128,0.7510256544947921,-0.4659837128073329,0.8225769678628482,0.31729983024344766,0.6637203734850485,0.8137013572516772,0.7459570178231377,0.8270068041074697,0.803570224676845,0.3735517985616028,0.4726827052979375,0.7434496792612432,0.08897387163249776,0.821194527806549,0.7155179471521899,0.8307470789470297,0.7084262406394595,0.514657877789714,0.7538289635133325,0.7834016313182994,0.7641978077102516,0.48195834063513315,-0.785833076945663,0.3501147133587503,-0.3591592546308836,0.8929542696039091,0.7579895034970812,0.5487161062662969,0.749436403638875
1P0Y,0.8335532530813716,0.7054934319998897,0.379243281442757,0.6547268302581087,0.608450325158588,0.2764880769954385,0.8120576133509113,0.9999999999999998,0.41623972571724155,0.35845680048629425,0.3932788320502062,0.7371115426024702,0.5662826064355688,0.7274807709071083,0.6660731417649152,0.7248906373272644,0.44788847965124645,0.6088069196111375,0.7109075223788233,0.47524947023663877,0.7482973204093046,0.6456246745532095,0.4375867947750544,0.6497813338654284,0.7130367774122189,0.6812985053212688,0.09460289614820033,0.6784793563983297,0.5397166456625705,0.39560246319934367,0.7113742640129327,0.7564155116285743,0.731944764060108,0.266826391442687,0.7231591297934151,0.6970027363684004,-0.4579099162657311,0.7290602160847478,0.31985716125479047,0.5482733686810282,0.7500423239651102,0.6992167152744224,0.730962858091683,0.7281835039783099,0.2806282376495299,0.44122906437320636,0.6995172093174717,0.16040153408332,0.6873500798469531,0.5784587392380143,0.7373630554042818,0.5871762723176726,0.38029596557611195,0.7077617252598006,0.7436167808357526,0.7527311120727417,0.40591150892579003,-0.7390795333169838,0.3656931212062686,-0.3099144529376996,0.8083246131654362,0.6867367872675998,0.5672219164975063,0.6427956408709883
27SS,0.5212851200701,0.6364432111627466,0.43707330032833563,0.5397591034556919,0.5311033137852321,0.515127756414035,0.467227490069066,0.4162397257172416,1.0,0.7930523922002103,0.6770897057582855,0.5856343386434877,0.5690987797067593,0.6560379381428642,0.5380842524227626,0.5607843999771133,0.3372926433978467,0.2443152058859055,0.6813958672776677,0.5383049382066657,0.6111229792273123,0.6804597467362508,0.16136667026154414,0.5245606095542688,0.6018797542422961,0.6609879224824464,-0.10246042893970309,0.560837357613208,0.374381665899526,0.4611190142166356,0.6720078155798023,0.597202947927871,0.6635288169967977,0.3010949610897245,0.6629262563661653,0.6505042259270736,-0.3764441386484557,0.6251463394904913,0.6651501669058825,0.3049143835757887,0.6563181632527196,0.6693015119222692,0.5701370451090789,0.6558979395525832,0.1843011277581614,0.4209580854812791,0.6326506878952406,0.1696043172089629,0.4229687901207807,0.3700349102797208,0.6538883608597564,0.5135573913677546,0.4584361999364848,0.6915568753858435,0.6742669670972906,0.4720891515464579,0.8136930457280882,-0.6646794215134684,0.73492034876985,-0.1259853977220048,0.5014865223948549,0.6521005394242363,0.6749320822770442,0.40359663020206343
2T6S,0.4758517570269161,0.5989237485709095,0.4559622978233745,0.5349936237271439,0.522151185361314,0.6345384400023522,0.39619394434097627,0.35845680048629425,0.7930523922002102,1.0,0.6992515820155435,0.5862837611541228,0.5825896280375549,0.6516291919373268,0.508293083185837,0.5790269202229303,0.2810005110468284,0.10092007713588833,0.6347610534531629,0.548745697392251,0.6093999506786713,0.5573319921528582,0.1065455446495862,0.530880940529126,0.612032144022853,0.6306689449319517,-0.06780320980273508,0.5517156590664708,0.4236694272411991,0.4386162518134515,0.6470672027005352,0.5573601690045934,0.6716071195605288,0.31624024128132333,0.6290260712940705,0.6156524137679663,-0.32855986588780495,0.6246281783529143,0.6590732272392942,0.11917499892950692,0.6694342910508024,0.6113660729995596,0.5383761856177749,0.6447264225681951,0.08647178590137017,0.3835517466977547,0.5696454398076302,0.14867599373411097,0.2761793469118964,0.2155663629733313,0.6444870961149513,0.3891865954879387,0.47863197363951576,0.6343526933519666,0.687530783281804,0.4143585400815361,0.7602004145265135,-0.6486384493585249,0.7514056645989484,-0.13513886653462676,0.46596986316341116,0.6000831939020252,0.6900715779249579,0.2800726029891351
