,collectionID,teamID,hyp,autorectify,problem,reverse_contrast,n_thresh_vox,min_unthresh,max_unthresh,p_pos_unthresh,p_neg_unthresh
0,4802_R9K3,R9K3,1,False,,False,2430.0,3.254849672317505,7.299583435058594,1.0,0.0
1,4802_R9K3,R9K3,2,False,,False,4453.0,3.2693209648132324,6.3593597412109375,1.0,0.0
2,4802_R9K3,R9K3,3,False,,False,2430.0,3.254849672317505,7.299583435058594,1.0,0.0
3,4802_R9K3,R9K3,4,False,,False,4453.0,3.2693209648132324,6.3593597412109375,1.0,0.0
4,4802_R9K3,R9K3,5,False,,False,9634.0,3.2545135021209717,7.159909725189209,1.0,0.0
5,4802_R9K3,R9K3,6,False,,False,451.0,3.269103765487671,7.8135271072387695,1.0,0.0
6,4802_R9K3,R9K3,7,False,,False,4655.0,3.254634141921997,8.054007530212402,1.0,0.0
7,4802_R9K3,R9K3,8,False,,False,1043.0,3.2693655490875244,6.988364219665527,1.0,0.0
8,4802_R9K3,R9K3,9,False,,False,543.0,3.1738455295562744,4.319374084472656,1.0,0.0
