,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,16IN,1KB2,1P0Y,27SS,2T6S,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,5G9K,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.8146382881877426,0.9779020758656005,0.9779020758656005,0.9779020758656005,0.9779020758656005,0.9725099898023047,0.9792544740746576,0.9740199489677569,0.9779020758656005,0.9763089595287177,0.9779020758656005,0.9771624147091906,0.9779020758656005,0.9779020758656005,0.9779020758656005,0.932345076001278,0.9767378754655708,0.9662119282397378,0.9761426451858563,0.9779020758656005,0.9779020758656005,0.9765978212821085,0.9778801923994346,0.9779020758656005,0.9779020758656005,0.9753767238700473,0.9779020758656005,0.9779020758656005,0.9757137292490032,0.9522021332002819,0.9778495555468022,0.9768297860234678,0.9779020758656005,0.9779020758656005,0.9779020758656005,0.9266466214116587,0.9779020758656005,0.9767947724776023,0.9779020758656005,0.9756918457828372,0.9771667914024238,0.973280287811347,0.9779020758656005,0.9598919832110048,0.9412647768105286,0.9779020758656005,0.9756261953843394,0.8637622930371187,0.976877929649033,0.9779020758656005,0.9779020758656005,0.905489686322396,0.9779020758656005,0.9779020758656005,0.9767378754655708,0.9703303965721739,0.9779020758656005,0.9779020758656005,0.9543685963507131,0.9779020758656005,0.9797928073423405,0.9760594880144255,0.9779020758656005,0.975350463710648
0C7Q,0.8146382881877426,1.0,0.8000857831873707,0.8000857831873707,0.8000857831873707,0.8000857831873707,0.7948950250128018,0.8021034387678733,0.7968251467286407,0.8000857831873707,0.8006022329888876,0.8000857831873707,0.8015257152610916,0.8000857831873707,0.8000857831873707,0.8000857831873707,0.8221662005488374,0.8011624497227365,0.817728233610378,0.8016088724325223,0.8000857831873707,0.8000857831873707,0.8021690891663712,0.8000638997212046,0.8000857831873707,0.8000857831873707,0.8026023817964575,0.8000857831873707,0.8000857831873707,0.7990791437437359,0.8207175150886499,0.800138303506169,0.8037403220370881,0.8000857831873707,0.8000857831873707,0.8000857831873707,0.7880104865569867,0.8000857831873707,0.8018058236280161,0.8000857831873707,0.7998450650595449,0.8016263792054551,0.7954639951331172,0.8000857831873707,0.7820756905327748,0.796404984178254,0.8000857831873707,0.802545484784426,0.716022636257402,0.7990616369708031,0.8000857831873707,0.8000857831873707,0.8261927583233764,0.8000857831873707,0.8000857831873707,0.8025192246250268,0.7925228572804104,0.8000857831873707,0.8000857831873707,0.8098064188582959,0.8000857831873707,0.8023966772144974,0.8032938993273022,0.8000857831873707,0.8017095363768858
0ED6,0.9779020758656005,0.8000857831873707,1.0,1.0,1.0,1.0,0.9945553936179059,0.9978422902360351,0.9961178731021564,1.0,0.9978729270886675,1.0,0.998446273902216,1.0,1.0,1.0,0.9402712674465934,0.9988357995999703,0.9809219941965047,0.9972164231036882,1.0,1.0,0.9977766398375372,0.9999781165338341,1.0,1.0,0.9973871141397829,1.0,1.0,0.9978116533834027,0.9641111154878044,0.9999474796812017,0.9961966535803539,1.0,1.0,1.0,0.938958259476635,1.0,0.9981048918300267,1.0,0.9977897699172368,0.998223062547323,0.9953782119457465,1.0,0.9819899073454043,0.9512917810077773,1.0,0.9974265043788816,0.8811071283202689,0.9989758537834325,1.0,1.0,0.9078137104292223,1.0,1.0,0.9971288892390243,0.9924283207065734,1.0,1.0,0.9692012097180096,1.0,0.997277696808953,0.99673936354127,1.0,0.9966868432224717
0H5E,0.9779020758656005,0.8000857831873707,1.0,1.0,1.0,1.0,0.9945553936179059,0.9978422902360351,0.9961178731021564,1.0,0.9978729270886675,1.0,0.998446273902216,1.0,1.0,1.0,0.9402712674465934,0.9988357995999703,0.9809219941965047,0.9972164231036882,1.0,1.0,0.9977766398375372,0.9999781165338341,1.0,1.0,0.9973871141397829,1.0,1.0,0.9978116533834027,0.9641111154878044,0.9999474796812017,0.9961966535803539,1.0,1.0,1.0,0.938958259476635,1.0,0.9981048918300267,1.0,0.9977897699172368,0.998223062547323,0.9953782119457465,1.0,0.9819899073454043,0.9512917810077773,1.0,0.9974265043788816,0.8811071283202689,0.9989758537834325,1.0,1.0,0.9078137104292223,1.0,1.0,0.9971288892390243,0.9924283207065734,1.0,1.0,0.9692012097180096,1.0,0.997277696808953,0.99673936354127,1.0,0.9966868432224717
0I4U,0.9779020758656005,0.8000857831873707,1.0,1.0,1.0,1.0,0.9945553936179059,0.9978422902360351,0.9961178731021564,1.0,0.9978729270886675,1.0,0.998446273902216,1.0,1.0,1.0,0.9402712674465934,0.9988357995999703,0.9809219941965047,0.9972164231036882,1.0,1.0,0.9977766398375372,0.9999781165338341,1.0,1.0,0.9973871141397829,1.0,1.0,0.9978116533834027,0.9641111154878044,0.9999474796812017,0.9961966535803539,1.0,1.0,1.0,0.938958259476635,1.0,0.9981048918300267,1.0,0.9977897699172368,0.998223062547323,0.9953782119457465,1.0,0.9819899073454043,0.9512917810077773,1.0,0.9974265043788816,0.8811071283202689,0.9989758537834325,1.0,1.0,0.9078137104292223,1.0,1.0,0.9971288892390243,0.9924283207065734,1.0,1.0,0.9692012097180096,1.0,0.997277696808953,0.99673936354127,1.0,0.9966868432224717
0JO0,0.9779020758656005,0.8000857831873707,1.0,1.0,1.0,1.0,0.9945553936179059,0.9978422902360351,0.9961178731021564,1.0,0.9978729270886675,1.0,0.998446273902216,1.0,1.0,1.0,0.9402712674465934,0.9988357995999703,0.9809219941965047,0.9972164231036882,1.0,1.0,0.9977766398375372,0.9999781165338341,1.0,1.0,0.9973871141397829,1.0,1.0,0.9978116533834027,0.9641111154878044,0.9999474796812017,0.9961966535803539,1.0,1.0,1.0,0.938958259476635,1.0,0.9981048918300267,1.0,0.9977897699172368,0.998223062547323,0.9953782119457465,1.0,0.9819899073454043,0.9512917810077773,1.0,0.9974265043788816,0.8811071283202689,0.9989758537834325,1.0,1.0,0.9078137104292223,1.0,1.0,0.9971288892390243,0.9924283207065734,1.0,1.0,0.9692012097180096,1.0,0.997277696808953,0.99673936354127,1.0,0.9966868432224717
16IN,0.9725099898023047,0.7948950250128018,0.9945553936179059,0.9945553936179059,0.9945553936179059,0.9945553936179059,1.0,0.9924151906268738,0.9906732667200623,0.9945553936179059,0.9924283207065734,0.9945553936179059,0.9930016675201219,0.9945553936179059,0.9945553936179059,0.9945553936179059,0.9348354144509657,0.9933911932178762,0.9755474149061418,0.9917718167215942,0.9945553936179059,0.9945553936179059,0.9923320334554431,0.99453351015174,0.9945553936179059,0.9945553936179059,0.9919425077576888,0.9945553936179059,0.9945553936179059,0.9923670470013086,0.9587890565162397,0.9945028732991076,0.9907520471982598,0.9945553936179059,0.9945553936179059,0.9945553936179059,0.9340476096689907,0.9945553936179059,0.9926602854479327,0.9945553936179059,0.9923451635351427,0.992778456165229,0.9906863967997619,0.9945553936179059,0.9784272790535838,0.9459872288091455,0.9945553936179059,0.9919818979967875,0.8770893239321963,0.9935837677201367,0.9945553936179059,0.9945553936179059,0.9023691040471282,0.9945553936179059,0.9945553936179059,0.9916842828569302,0.9887343916177571,0.9945553936179059,0.9945553936179059,0.9639404244517098,0.9945553936179059,0.9918593505862581,0.9912947571591759,0.9945553936179059,0.9912422368403776
1KB2,0.9792544740746576,0.8021034387678733,0.9978422902360351,0.9978422902360351,0.9978422902360351,0.9978422902360351,0.9924151906268738,1.0,0.9939601633381915,0.9978422902360351,0.9957152173247025,0.9978422902360351,0.996288564138251,0.9978422902360351,0.9978422902360351,0.9978422902360351,0.9391814708315279,0.996695596608938,0.9795871027603804,0.9950587133397233,0.9978422902360351,0.9978422902360351,0.9958290113487656,0.997820406769869,0.9978422902360351,0.9978422902360351,0.9952556645352171,0.9978422902360351,0.9978422902360351,0.9956539436194378,0.9632051399885331,0.9977897699172368,0.9948004884389648,0.9978422902360351,0.9978422902360351,0.9978422902360351,0.9389013624646035,0.9978422902360351,0.9961397565683223,0.9978422902360351,0.9956320601532718,0.99610911971569,0.9932205021817816,0.9978422902360351,0.9798321975814394,0.9515149923626703,0.9978422902360351,0.9952687946149167,0.8796934564059471,0.9968181440194676,0.9978422902360351,0.9978422902360351,0.9059536158051146,0.9978422902360351,0.9978422902360351,0.9949799328615258,0.9902706109426084,0.9978422902360351,0.9978422902360351,0.9673936354127003,0.9978422902360351,0.9963367077638161,0.9945904071637715,0.9978422902360351,0.9945291334585068
1P0Y,0.9740199489677569,0.7968251467286407,0.9961178731021564,0.9961178731021564,0.9961178731021564,0.9961178731021564,0.9906732667200623,0.9939601633381915,1.0,0.9961178731021564,0.9939908001908239,0.9961178731021564,0.9945641470043723,0.9961178731021564,0.9961178731021564,0.9961178731021564,0.9363891405487498,0.9949536727021266,0.9770398672986612,0.9933342962058447,0.9961178731021564,0.9961178731021564,0.9938945129396936,0.9960959896359904,0.9961178731021564,0.9961178731021564,0.9935049872419393,0.9961178731021564,0.9961178731021564,0.9946297974028703,0.9602464953628935,0.9960653527833581,0.9923145266825103,0.9961178731021564,0.9961178731021564,0.9961178731021564,0.9351724198299217,0.9961178731021564,0.9942227649321831,0.9961178731021564,0.9939076430193932,0.9943409356494793,0.9915135918208356,0.9961178731021564,0.9781690541528254,0.9474971879745977,0.9961178731021564,0.993544377481038,0.87854676277885,0.9950937268855888,0.9961178731021564,0.9961178731021564,0.9039315835313787,0.9961178731021564,0.9961178731021564,0.9932467623411807,0.9885637005816625,0.9961178731021564,0.9961178731021564,0.9653190828201661,0.9961178731021564,0.9933955699111093,0.9928572366434264,0.9961178731021564,0.9928047163246281
27SS,0.9779020758656005,0.8000857831873707,1.0,1.0,1.0,1.0,0.9945553936179059,0.9978422902360351,0.9961178731021564,1.0,0.9978729270886675,1.0,0.998446273902216,1.0,1.0,1.0,0.9402712674465934,0.9988357995999703,0.9809219941965047,0.9972164231036882,1.0,1.0,0.9977766398375372,0.9999781165338341,1.0,1.0,0.9973871141397829,1.0,1.0,0.9978116533834027,0.9641111154878044,0.9999474796812017,0.9961966535803539,1.0,1.0,1.0,0.938958259476635,1.0,0.9981048918300267,1.0,0.9977897699172368,0.998223062547323,0.9953782119457465,1.0,0.9819899073454043,0.9512917810077773,1.0,0.9974265043788816,0.8811071283202689,0.9989758537834325,1.0,1.0,0.9078137104292223,1.0,1.0,0.9971288892390243,0.9924283207065734,1.0,1.0,0.9692012097180096,1.0,0.997277696808953,0.99673936354127,1.0,0.9966868432224717
