,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,16IN,1KB2,1P0Y,27SS,2T6S,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,5G9K,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.8391346402139328,0.9986651085638757,0.9379253598736011,0.9995885908360798,1.0,0.9985994581653778,0.9921525890328821,0.964553161504357,0.9816047583408831,0.9481318084934109,0.9437507385669831,0.9981617888420583,0.9991115312736615,0.9394178122661204,0.9801210593348302,0.9354919184359449,0.5932738978392266,0.9032969630125655,0.9269135996988835,1.0,0.9516900600919981,0.9846378067514869,0.941881890556409,0.9977153661322724,0.9953519517863474,0.9594674439673849,0.9981005151367935,0.9268610793800852,0.9894609226944674,0.9863053268733342,0.9517819706498952,0.9835611402161211,0.980611248976948,0.961900885405041,0.9999956233067668,0.9418425003173102,0.5191633513215426,0.9958771549743307,0.990463185444869,0.7927591987150029,0.9500312933566173,0.986257183247769,0.9813377800536582,0.9613931889899905,0.9569858589041635,0.9807556798536434,0.9188561074565723,0.716267731078461,0.720272405386834,0.7401907362911027,0.992669038834399,0.9350936393517242,0.9906338764809636,0.9866292021725905,0.9766372115212073,0.9980086045788965,0.9648857901900798,0.9990283741022308,0.9502107377791783,0.9975096615503123,0.9868042699019183,0.9534057238394104,0.9682295838202405,0.7691338086422185
0C7Q,0.8391346402139328,1.0,0.8404607782635908,0.8835536998376247,0.839546049377853,0.8391346402139328,0.8377340983793105,0.8457740838486889,0.8644713173408962,0.8555866300775112,0.8881579811189454,0.8890902167776158,0.840736509937282,0.8400231089402712,0.8854313012346652,0.8565451258955809,0.8400406157132041,0.5593326418158024,0.913586568803806,0.8801748926615984,0.8391346402139328,0.8833830088015301,0.8543742860519163,0.821912352341312,0.8409290844395425,0.8408853175072106,0.8772425081953581,0.8410341250771393,0.8918694169806944,0.8494723896307383,0.8512274436172494,0.8826258408721874,0.8525098147345754,0.8583833370535225,0.8745989854825086,0.8391302635206995,0.8859565044226485,0.6332856273770915,0.8431962115343373,0.8484438667209376,0.7448737980506208,0.8827308815097841,0.8527198960097688,0.8573329306775559,0.8768048388720386,0.8341714700874902,0.8564532153376838,0.9062818677976042,0.6994393455968277,0.7600346634104069,0.7408866305151806,0.8464568479930673,0.8226957804300539,0.8479668071585195,0.8514987985977075,0.8611581605633679,0.841073515316238,0.825107338401544,0.8401062661117019,0.8772381315021249,0.8391040033613004,0.8516651129405689,0.8832517080045342,0.8702222922493139,0.7746090518769448
0ED6,0.9986651085638757,0.8404607782635908,1.0,0.9386125007112126,0.9983237264916864,0.9986651085638757,0.9972645667292533,0.9909577517802199,0.9642774298306658,0.9807600565468766,0.9487664290122241,0.9448492885685149,0.997212046410455,0.998223062547323,0.9400874463307992,0.9793376312460883,0.9348485445306653,0.5928931255279386,0.9045180604246268,0.9281872174297431,0.9986651085638757,0.9527973634799963,0.9848960316522455,0.9406432863714149,0.9963804746961481,0.9940258137366894,0.9604697067177864,0.9968093906330011,0.9279246158357515,0.9883973862388011,0.9851717633259367,0.9527317130814984,0.9824275766687237,0.9797052734776767,0.9626405465614509,0.9986607318706424,0.9419519176481401,0.5204982427576669,0.994647304175803,0.9894346625350683,0.7928686160458327,0.9498956158663883,0.98612150575754,0.9811495822446309,0.9624917389915223,0.9568589348004009,0.9802961270641579,0.9200596980957008,0.715930725699505,0.7211083537943742,0.7407553297181847,0.9927259358464305,0.9343539781953143,0.9919337543712223,0.9855043920116595,0.9761251384129235,0.9967087266886376,0.9635508987539554,0.9979910978059637,0.9501188272212813,0.996174770114188,0.9857057199003865,0.9535851682619714,0.9691443127059781,0.7696021148181703
0H5E,0.9379253598736011,0.8835536998376247,0.9386125007112126,1.0,0.938328015651055,0.9379253598736011,0.9365248180389788,0.9392865114691246,0.9445998170542228,0.9422451560947641,0.9516900600919981,0.9560011029266947,0.9385906172450467,0.9384636931412841,0.9558610487432325,0.9438689092842794,0.9057522879163876,0.5882975976330843,0.9254736676251625,0.9239068114476788,0.9379253598736011,0.9497249248302937,0.9465299387700616,0.9027848899042817,0.9382930021051894,0.9348704279968313,0.9490377839926821,0.9398248447368076,0.9452913345850676,0.9443240853805316,0.9416761859744489,0.9488364561039552,0.9376277447337439,0.9466437327941247,0.945615209884324,0.9379209831803679,0.9375752244149456,0.5762660679350323,0.9395447363698831,0.9442846951414329,0.7918357164427988,0.9429191668526762,0.9434487467338927,0.9505477431581343,0.9531431222454188,0.9168734654219352,0.9425690313940206,0.9351592897502221,0.7116153061715751,0.7570147450795026,0.757045381932135,0.941903774022575,0.8969507578244333,0.9418206168511443,0.9401618501157636,0.9422495327879974,0.9391639640585951,0.9083345369239725,0.9382229750134583,0.9390457933412989,0.9361878126600228,0.9471382991294757,0.9472039495279736,0.9482149656648415,0.7860409746020491
0I4U,0.9995885908360798,0.839546049377853,0.9983237264916864,0.938328015651055,1.0,0.9995885908360798,0.9981880490014574,0.9922926432163444,0.9648857901900798,0.9816485252732151,0.9484381770197345,0.9441621477309033,0.9978466669292683,0.9987438890420731,0.9398292214300408,0.9803398939964899,0.9356669861652727,0.593554006206151,0.9037083721764858,0.9273162554763374,0.9995885908360798,0.9521014692559184,0.9848041210943483,0.9417768499188124,0.9973039569683522,0.994940542622427,0.9598350861989732,0.9979254474074658,0.9272724885440055,0.9895134430132657,0.9862965734868677,0.9521583662679499,0.9836311673078523,0.9807600565468766,0.962303541182495,0.9995842141428465,0.9421226086842347,0.5195747604854628,0.9959559354525283,0.9906294997877304,0.7931618544924568,0.9502326212453442,0.9862309230883698,0.9816178884205827,0.9617870913809781,0.95667949037784,0.9808082001724417,0.9192587632340261,0.716267731078461,0.7206750611642879,0.7405933920685566,0.9927565726990629,0.9352949672404511,0.9904763155245686,0.9867429961966536,0.9767597589317367,0.9978072766901696,0.9644743810261595,0.9986432250977096,0.9503945588949725,0.9971157591593247,0.9870318579500444,0.9536770788198684,0.9685972260518289,0.7695364644196724
0JO0,1.0,0.8391346402139328,0.9986651085638757,0.9379253598736011,0.9995885908360798,1.0,0.9985994581653778,0.9921525890328821,0.964553161504357,0.9816047583408831,0.9481318084934109,0.9437507385669831,0.9981617888420583,0.9991115312736615,0.9394178122661204,0.9801210593348302,0.9354919184359449,0.5932738978392266,0.9032969630125655,0.9269135996988835,1.0,0.9516900600919981,0.9846378067514869,0.941881890556409,0.9977153661322724,0.9953519517863474,0.9594674439673849,0.9981005151367935,0.9268610793800852,0.9894609226944674,0.9863053268733342,0.9517819706498952,0.9835611402161211,0.980611248976948,0.961900885405041,0.9999956233067668,0.9418425003173102,0.5191633513215426,0.9958771549743307,0.990463185444869,0.7927591987150029,0.9500312933566173,0.986257183247769,0.9813377800536582,0.9613931889899905,0.9569858589041635,0.9807556798536434,0.9188561074565723,0.716267731078461,0.720272405386834,0.7401907362911027,0.992669038834399,0.9350936393517242,0.9906338764809636,0.9866292021725905,0.9766372115212073,0.9980086045788965,0.9648857901900798,0.9990283741022308,0.9502107377791783,0.9975096615503123,0.9868042699019183,0.9534057238394104,0.9682295838202405,0.7691338086422185
16IN,0.9985994581653778,0.8377340983793105,0.9972645667292533,0.9365248180389788,0.9981880490014574,0.9985994581653778,1.0,0.9907520471982598,0.9631526196697348,0.9802042165062609,0.9467312666587886,0.9423501967323609,0.996761247007436,0.9977109894390392,0.9380172704314982,0.9787205175002079,0.934100129987789,0.5934139520226888,0.9018964211779432,0.9255130578642612,0.9985994581653778,0.9502895182573758,0.9832372649168647,0.9406038961323162,0.9963148242976502,0.993951409951725,0.9580669021327626,0.9966999733021713,0.9254605375454629,0.9880603808598452,0.9849047850387118,0.9503814288152729,0.9821605983814988,0.9792107071423257,0.9605003435704188,0.9985950814721445,0.940441958482688,0.5180341644673783,0.9944766131397085,0.9890626436102468,0.7916650254067042,0.948630751521995,0.9848566414131467,0.979937238219036,0.9599926471553683,0.9555853170695413,0.9793551380190211,0.91745556562195,0.7151560509972296,0.7190994516003378,0.7390265358910728,0.9912684969997768,0.9336930975171019,0.9892333346463413,0.9852286603379683,0.975236669686585,0.9966080627442742,0.9634852483554576,0.9976278322676085,0.9488101959445561,0.99610911971569,0.985403728067296,0.9520051820047881,0.9668290419856181,0.7680746488797854
1KB2,0.9921525890328821,0.8457740838486889,0.9909577517802199,0.9392865114691246,0.9922926432163444,0.9921525890328821,0.9907520471982598,1.0,0.9695557218698985,0.9805062083393513,0.9519088947536578,0.9462585837896036,0.9910584157245834,0.9915179685140689,0.9433524594827624,0.9808607204912401,0.9383586525036873,0.5993968916724658,0.9101727480819142,0.9274781931259656,0.9921525890328821,0.9535238945567066,0.9829352730837743,0.9429454270120753,0.9898679551651545,0.9875045408192294,0.9596381350034795,0.9921175754870165,0.930410577592206,0.9879334567560825,0.98349111312439,0.9522240166664478,0.9854124814537625,0.9800379021633995,0.9644787577193927,0.9921482123396489,0.9476328654648267,0.5266343666706057,0.9917761934148274,0.9901436868388458,0.7981031411527335,0.9554277561131462,0.9827777121273793,0.9813158965874923,0.9618877553253415,0.9506965507280629,0.9771098943903923,0.925416770613131,0.7199047631552457,0.7280322824892881,0.7473203695679767,0.9870887549620759,0.9330672303847551,0.9853949746808296,0.9866423322522901,0.9792763575408236,0.9916755294704639,0.9627368338125812,0.9914435647291046,0.9507928379791932,0.9917017896298631,0.9856269394221889,0.9553621057146483,0.968085152943545,0.7758957996875041
1P0Y,0.964553161504357,0.8644713173408962,0.9642774298306658,0.9445998170542228,0.9648857901900798,0.964553161504357,0.9631526196697348,0.9695557218698985,1.0,0.9629469150877746,0.9563643684650499,0.9535676614890386,0.9642818065238989,0.9647063457675188,0.948359396541537,0.9697526730653921,0.9289662688252518,0.604438842277106,0.9249309576642464,0.9273731524883689,0.964553161504357,0.958233216475624,0.9684309117089674,0.9310058078719204,0.9647194758472184,0.9599838937689018,0.95699461229063,0.9658924296337146,0.9384111728224857,0.9681332965691102,0.9638047469614808,0.9539309270273937,0.968938608124018,0.9689998818292826,0.9602771322155259,0.9645487848111238,0.9522371467461475,0.5519316535584704,0.9669690961690804,0.9687066433826587,0.8060512160642148,0.9565569429673105,0.9656035678803238,0.9699540009541191,0.9631394895900351,0.9307213228117628,0.9619490290306062,0.9381179343758617,0.7237474998139906,0.7519990546342616,0.7636979556465908,0.9657479987570191,0.9154641702008465,0.9639141642923106,0.9664307629013975,0.9671529172848746,0.9652403023419686,0.942892906693277,0.9647895029389495,0.949304762279907,0.9646625788351869,0.9680939063300115,0.9550819973477239,0.9610824437704337,0.7937877216248036
27SS,0.9816047583408831,0.8555866300775112,0.9807600565468766,0.9422451560947641,0.9816485252732151,0.9816047583408831,0.9802042165062609,0.9805062083393513,0.9629469150877746,1.0,0.9584301676711178,0.9513793148724413,0.9822262487799968,0.9817404358311121,0.9457771475339521,0.9770354906054279,0.9306819325726641,0.5894355378737149,0.9170441564580297,0.9314172170358408,0.9816047583408831,0.9576817531282414,0.9814471973844882,0.9309357807801893,0.9803005037573912,0.9771230244700919,0.9633758310246276,0.9827076850356482,0.9334129891501775,0.9805806121243156,0.9768210326370015,0.9564256421703147,0.9779108292520668,0.9772455718806213,0.9678838250548181,0.98160038164765,0.9509416455491219,0.5371121702708735,0.9823925631228582,0.9838149884236465,0.791231732776618,0.9617301943689465,0.9811670890175637,0.978812428058105,0.9668946923841161,0.9456896136692883,0.9742037700835511,0.9321131112599187,0.7189506440304093,0.7308333661585326,0.7465325647860016,0.9824231999754905,0.9274212961139341,0.9776832412039408,0.9828433625258772,0.9788999619227688,0.9817404358311121,0.9495542337941991,0.9820424276642026,0.9579005877899012,0.9795345824415821,0.9782128210851573,0.9615945168787174,0.9684790553345326,0.7772175610439289
2T6S,0.9481318084934109,0.8881579811189454,0.9487664290122241,0.9516900600919981,0.9484381770197345,0.9481318084934109,0.9467312666587886,0.9519088947536578,0.9563643684650499,0.9584301676711178,1.0,0.96435183361563,0.9491647080964448,0.9490202772197494,0.9569727288244639,0.9582069563162249,0.9176656468971434,0.5870633701413234,0.9465780823956268,0.9372469724224559,0.9481318084934109,0.9665226734592945,0.9601414547252969,0.9110743468879523,0.9494185563039701,0.9448142750226494,0.9664482696743303,0.9499612662648862,0.9456677302031223,0.9573753846019178,0.954298569258982,0.9670697601134439,0.9544955204544758,0.9657786356096515,0.9668509254517842,0.9481274318001777,0.9619709124967721,0.5698410822687027,0.9517469571040296,0.9569158318124324,0.7875202969148689,0.9735385127121055,0.9579618614951659,0.9614894762411208,0.9735560194850382,0.9216528144325836,0.9551914146785537,0.9565175527282117,0.7200710774981071,0.7522966697741189,0.756056249261433,0.9541760218484526,0.9070609191931128,0.9517031901716977,0.9564869158755793,0.9632576603073314,0.9497818218423253,0.9218147520822118,0.9491034343911801,0.9595987447643807,0.9468319306031521,0.9569683521312308,0.9691924563315433,0.9653891099118972,0.7878616789870582
3C6G,0.9437507385669831,0.8890902167776158,0.9448492885685149,0.9560011029266947,0.9441621477309033,0.9437507385669831,0.9423501967323609,0.9462585837896036,0.9535676614890386,0.9513793148724413,0.96435183361563,1.0,0.944783638170017,0.9446304539068552,0.9589903844049666,0.9573885146816175,0.9136872327481694,0.5903415133729861,0.9385993706315131,0.9362972299908527,0.9437507385669831,0.9735472660985719,0.955060113881558,0.9070784259660456,0.9445210365760254,0.9424027170511592,0.9594411838079857,0.9453526082903323,0.9552483116905853,0.9515850194544014,0.948315629609205,0.9594849507403177,0.9487314154663585,0.9561717939627894,0.9582682300214895,0.9437463618737499,0.9483462664618374,0.5716048896416801,0.9471032855836101,0.9515456292153027,0.7948249979210708,0.9575066853989137,0.9533269433612128,0.9609511429734379,0.9665751937780929,0.9208693863438417,0.9497161714438274,0.9490903043114806,0.7156462406393473,0.7582445958780303,0.7609800291487769,0.9508190981385923,0.905402152457732,0.9493091389731403,0.9501275806077476,0.9539309270273937,0.9453394782106327,0.9158930861376995,0.9447136110782859,0.9490815509250141,0.9419956845804721,0.9552745718499844,0.9609248828140387,0.9595987447643807,0.7910873018999225
3PQ2,0.9981617888420583,0.840736509937282,0.997212046410455,0.9385906172450467,0.9978466669292683,0.9981617888420583,0.996761247007436,0.9910584157245834,0.9642818065238989,0.9822262487799968,0.9491647080964448,0.944783638170017,1.0,0.9978335368495687,0.9401005764104988,0.9794120350310527,0.9348966881562304,0.5932038707474955,0.9047850387118517,0.9278502120507871,0.9981617888420583,0.9527054529220992,0.9846378067514869,0.9406564164511145,0.9958771549743307,0.9935137406284056,0.9605616172756836,0.9962623039788518,0.9276663909349929,0.9887343916177571,0.985605055956023,0.9529986913687233,0.9837011943995834,0.9804624414070193,0.9633189340125962,0.998157412148825,0.9432955624707309,0.5210015624794843,0.9949580493953598,0.9899117220974865,0.7930042935360617,0.9513530547130421,0.9869136872327482,0.9814428206912549,0.9625223758441547,0.9559792194605288,0.9806856527619122,0.9203354297693921,0.7168717147446418,0.721506632878595,0.740987294459544,0.9925902583562015,0.9346209564825392,0.9895922234914633,0.9868567902207166,0.9774425230761151,0.9963542145367489,0.96340646787726,0.9977066127458061,0.951620033000267,0.9956714503923706,0.985920177868813,0.9544298700559779,0.9691486893992113,0.7700179006753237
