,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,16IN,1KB2,1P0Y,27SS,2T6S,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,5G9K,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.7262028247178127,1.0,1.0,1.0,1.0,0.9989539703172665,0.9993566260947204,0.9987351356556068,0.9906513832538963,1.0,0.9976278322676085,0.9994397832661511,1.0,0.996695596608938,1.0,0.9987964093608714,1.0,0.9824625902145893,0.9976015721082093,0.9999737398406008,0.9992034418315586,0.9996104743022457,1.0,1.0,1.0,0.9990502575683968,0.9994923035849494,1.0,0.9933036593532123,0.9951068569652884,0.999728645019542,0.9861915328492711,1.0,0.9992515854571237,0.9999824932270672,0.9914873316614365,1.0,0.999662994621044,0.9972383065698542,0.978904338616002,0.9936056511863027,0.9991290380465943,1.0,0.9961178731021564,1.0,1.0,0.9779502194911657,0.8112419742387836,0.8969682645973661,0.9243269739980655,0.9998293089639054,1.0,1.0,0.9990371274886972,0.9977678864510707,1.0,0.8534245436203131,1.0,0.9736741902023345,1.0,1.0,1.0,0.9817842027634441,0.9503901822017393
0C7Q,0.7262028247178127,1.0,0.7262028247178127,0.7262028247178127,0.7262028247178127,0.7262028247178127,0.7251567950350792,0.726793678304294,0.7266098571884998,0.7328466450458021,0.7262028247178127,0.7284524450396748,0.7267630414516616,0.7262028247178127,0.7283430277088448,0.7262028247178127,0.7266011038020335,0.7262028247178127,0.7417094488430211,0.7278046944411619,0.7262290848772118,0.7269906294997878,0.726592350415567,0.7262028247178127,0.7262028247178127,0.7262028247178127,0.7271350603764831,0.7266229872681994,0.7262028247178127,0.7260014968290858,0.7284524450396748,0.7264741796982708,0.7379892595948058,0.7262028247178127,0.7269512392606889,0.7262203314907455,0.733384978313485,0.7262028247178127,0.7265398300967687,0.7273363882652101,0.7353326068022566,0.7320544635705939,0.7268461986230923,0.7262028247178127,0.7300761982291899,0.7262028247178127,0.7262028247178127,0.74458493629723,0.684624239002464,0.7246403452335622,0.7271656972291155,0.7263735157539073,0.7262028247178127,0.7262028247178127,0.7271131769103172,0.7283561577885445,0.7262028247178127,0.6575062477295904,0.7262028247178127,0.7426198010355256,0.7262028247178127,0.7262028247178127,0.7262028247178127,0.7398931211512454,0.7358709400699396
0ED6,1.0,0.7262028247178127,1.0,1.0,1.0,1.0,0.9989539703172665,0.9993566260947204,0.9987351356556068,0.9906513832538963,1.0,0.9976278322676085,0.9994397832661511,1.0,0.996695596608938,1.0,0.9987964093608714,1.0,0.9824625902145893,0.9976015721082093,0.9999737398406008,0.9992034418315586,0.9996104743022457,1.0,1.0,1.0,0.9990502575683968,0.9994923035849494,1.0,0.9933036593532123,0.9951068569652884,0.999728645019542,0.9861915328492711,1.0,0.9992515854571237,0.9999824932270672,0.9914873316614365,1.0,0.999662994621044,0.9972383065698542,0.978904338616002,0.9936056511863027,0.9991290380465943,1.0,0.9961178731021564,1.0,1.0,0.9779502194911657,0.8112419742387836,0.8969682645973661,0.9243269739980655,0.9998293089639054,1.0,1.0,0.9990371274886972,0.9977678864510707,1.0,0.8534245436203131,1.0,0.9736741902023345,1.0,1.0,1.0,0.9817842027634441,0.9503901822017393
0H5E,1.0,0.7262028247178127,1.0,1.0,1.0,1.0,0.9989539703172665,0.9993566260947204,0.9987351356556068,0.9906513832538963,1.0,0.9976278322676085,0.9994397832661511,1.0,0.996695596608938,1.0,0.9987964093608714,1.0,0.9824625902145893,0.9976015721082093,0.9999737398406008,0.9992034418315586,0.9996104743022457,1.0,1.0,1.0,0.9990502575683968,0.9994923035849494,1.0,0.9933036593532123,0.9951068569652884,0.999728645019542,0.9861915328492711,1.0,0.9992515854571237,0.9999824932270672,0.9914873316614365,1.0,0.999662994621044,0.9972383065698542,0.978904338616002,0.9936056511863027,0.9991290380465943,1.0,0.9961178731021564,1.0,1.0,0.9779502194911657,0.8112419742387836,0.8969682645973661,0.9243269739980655,0.9998293089639054,1.0,1.0,0.9990371274886972,0.9977678864510707,1.0,0.8534245436203131,1.0,0.9736741902023345,1.0,1.0,1.0,0.9817842027634441,0.9503901822017393
0I4U,1.0,0.7262028247178127,1.0,1.0,1.0,1.0,0.9989539703172665,0.9993566260947204,0.9987351356556068,0.9906513832538963,1.0,0.9976278322676085,0.9994397832661511,1.0,0.996695596608938,1.0,0.9987964093608714,1.0,0.9824625902145893,0.9976015721082093,0.9999737398406008,0.9992034418315586,0.9996104743022457,1.0,1.0,1.0,0.9990502575683968,0.9994923035849494,1.0,0.9933036593532123,0.9951068569652884,0.999728645019542,0.9861915328492711,1.0,0.9992515854571237,0.9999824932270672,0.9914873316614365,1.0,0.999662994621044,0.9972383065698542,0.978904338616002,0.9936056511863027,0.9991290380465943,1.0,0.9961178731021564,1.0,1.0,0.9779502194911657,0.8112419742387836,0.8969682645973661,0.9243269739980655,0.9998293089639054,1.0,1.0,0.9990371274886972,0.9977678864510707,1.0,0.8534245436203131,1.0,0.9736741902023345,1.0,1.0,1.0,0.9817842027634441,0.9503901822017393
0JO0,1.0,0.7262028247178127,1.0,1.0,1.0,1.0,0.9989539703172665,0.9993566260947204,0.9987351356556068,0.9906513832538963,1.0,0.9976278322676085,0.9994397832661511,1.0,0.996695596608938,1.0,0.9987964093608714,1.0,0.9824625902145893,0.9976015721082093,0.9999737398406008,0.9992034418315586,0.9996104743022457,1.0,1.0,1.0,0.9990502575683968,0.9994923035849494,1.0,0.9933036593532123,0.9951068569652884,0.999728645019542,0.9861915328492711,1.0,0.9992515854571237,0.9999824932270672,0.9914873316614365,1.0,0.999662994621044,0.9972383065698542,0.978904338616002,0.9936056511863027,0.9991290380465943,1.0,0.9961178731021564,1.0,1.0,0.9779502194911657,0.8112419742387836,0.8969682645973661,0.9243269739980655,0.9998293089639054,1.0,1.0,0.9990371274886972,0.9977678864510707,1.0,0.8534245436203131,1.0,0.9736741902023345,1.0,1.0,1.0,0.9817842027634441,0.9503901822017393
16IN,0.9989539703172665,0.7251567950350792,0.9989539703172665,0.9989539703172665,0.9989539703172665,0.9989539703172665,1.0,0.9983105964119869,0.9976891059728733,0.9896053535711629,0.9989539703172665,0.996581802584875,0.9983937535834175,0.9989539703172665,0.9956495669262045,0.9989539703172665,0.997750379678138,0.9989539703172665,0.9814165605318558,0.9965555424254758,0.9989277101578673,0.998157412148825,0.9985644446195122,0.9989539703172665,0.9989539703172665,0.9989539703172665,0.9980042278856632,0.998446273902216,0.9989539703172665,0.9922576296704788,0.994060827282555,0.9986826153368085,0.9851455031665376,0.9989539703172665,0.9982055557743902,0.9989364635443337,0.9904413019787031,0.9989539703172665,0.9986169649383105,0.9961922768871208,0.977867062319735,0.9925596215035692,0.9980830083638608,0.9989539703172665,0.9950718434194229,0.9989539703172665,0.9989539703172665,0.9769041898084322,0.8103447521259788,0.8960797958710276,0.923280944315332,0.9987832792811719,0.9989539703172665,0.9989539703172665,0.9979910978059637,0.9967218567683372,0.9989539703172665,0.8527724163285672,0.9989539703172665,0.972628160519601,0.9989539703172665,0.9989539703172665,0.9989539703172665,0.9807381730807107,0.9493616592919386
1KB2,0.9993566260947204,0.726793678304294,0.9993566260947204,0.9993566260947204,0.9993566260947204,0.9993566260947204,0.9983105964119869,1.0,0.9980917617503272,0.9900517762809486,0.9993566260947204,0.996984458362329,0.9987964093608714,0.9993566260947204,0.9960522227036585,0.9993566260947204,0.9981530354555919,0.9993566260947204,0.9821080780627005,0.9969581982029297,0.9993303659353212,0.9985600679262789,0.9989671003969661,0.9993566260947204,0.9993566260947204,0.9993566260947204,0.9984068836631171,0.9988489296796699,0.9993566260947204,0.9926602854479327,0.9944634830600089,0.9990852711142624,0.9860646087455084,0.9993566260947204,0.9986082115518441,0.9993391193217877,0.9908964780749553,0.9993566260947204,0.9990196207157644,0.9965949326645747,0.9782609647107224,0.9931023314644853,0.9984856641413147,0.9993566260947204,0.9954744991968768,0.9993566260947204,0.9993566260947204,0.9777970352280039,0.8116139931636052,0.8963248906920865,0.9236923534792523,0.9991859350586259,0.9993566260947204,0.9993566260947204,0.9983937535834175,0.9972295531833878,0.9993566260947204,0.8527811697150335,0.9993566260947204,0.9737836075331644,0.9993566260947204,0.9993566260947204,0.9993566260947204,0.9811408288581644,0.9497730684558588
1P0Y,0.9987351356556068,0.7266098571884998,0.9987351356556068,0.9987351356556068,0.9987351356556068,0.9987351356556068,0.9976891059728733,0.9980917617503272,1.0,0.9894390392283015,0.9987351356556068,0.9963629679232153,0.9981749189217578,0.9987351356556068,0.9957195940179356,0.9987351356556068,0.9975578051758774,0.9987351356556068,0.981670408739381,0.9963367077638161,0.9987088754962076,0.9979385774871653,0.9983456099578525,0.9987351356556068,0.9987351356556068,0.9987351356556068,0.9977853932240035,0.9982274392405562,0.9987351356556068,0.9920387950088191,0.9938419926208952,0.9984637806751487,0.9852768039635333,0.9987351356556068,0.9979867211127305,0.9987351356556068,0.9903800282734383,0.9987351356556068,0.9983981302766508,0.995973442225461,0.9784535392129831,0.9923407868419095,0.997864173702201,0.9987351356556068,0.9948530087577632,0.9987351356556068,0.9987351356556068,0.9772105583347558,0.8108086816086973,0.8967275464695404,0.9240687490973071,0.9985644446195122,0.9987351356556068,0.9987351356556068,0.997772263144304,0.9965030221066775,0.9987351356556068,0.8536827685210716,0.9987351356556068,0.9727594613165969,0.9987351356556068,0.9987351356556068,0.9987351356556068,0.9805193384190509,0.9496155074994639
27SS,0.9906513832538963,0.7328466450458021,0.9906513832538963,0.9906513832538963,0.9906513832538963,0.9906513832538963,0.9896053535711629,0.9900517762809486,0.9894390392283015,1.0,0.9906513832538963,0.9893208685110052,0.9911678330554133,0.9906513832538963,0.9888613157215198,0.9906513832538963,0.989474052774167,0.9906513832538963,0.9782522113242561,0.9884542832508326,0.9906776434132956,0.9902487274764424,0.9908220742899909,0.9906513832538963,0.9906513832538963,0.9906513832538963,0.9909271149275876,0.9901436868388458,0.9906513832538963,0.9862396764748362,0.9868961804598154,0.9909139848478881,0.9824713436010557,0.9906513832538963,0.9910496623381171,0.9906338764809636,0.9863403404191997,0.9906513832538963,0.990935868314054,0.9912334834539113,0.970378540197739,0.9886687412192592,0.990892101381722,0.9906513832538963,0.9883448659200028,0.9906513832538963,0.9906513832538963,0.9737048270549669,0.8086772320041316,0.8898517614001917,0.9165627202023783,0.9907432938117935,0.9906513832538963,0.9906513832538963,0.9910978059636822,0.9909489983937536,0.9906513832538963,0.850588446405203,0.9906513832538963,0.9736041631106034,0.9906513832538963,0.9906513832538963,0.9906513832538963,0.978991872480666,0.9431948985263674
