,08MQ,0C7Q,0ED6,0H5E,0I4U,0JO0,16IN,1KB2,1P0Y,27SS,2T6S,3C6G,3PQ2,3TR7,43FJ,46CD,4SZ2,4TQ6,50GV,51PW,5G9K,6FH5,6VV2,80GC,94GU,98BT,9Q6R,9T8E,9U7M,AO86,B23O,B5I6,C22U,C88N,DC61,E3B6,E6R3,I07H,I52Y,I9D6,IZ20,J7F9,K9P0,L3V8,L7J7,L9G5,O03M,O21U,O6R6,P5F3,Q58J,Q6O0,R42Q,R5K7,R7D1,R9K3,SM54,T54A,U26C,UI76,UK24,V55J,X19V,X1Y5,XU70
08MQ,1.0,0.83428088741832,0.9703479033451067,0.9703479033451067,0.9703654101180395,0.9520358188574205,0.9487226620798922,0.9703479033451067,0.9546968483432028,0.9666102073239584,0.9540884879837888,0.9725668868143363,0.9669734728623136,0.9703479033451067,0.9701947190819449,0.9498474722408232,0.9561017668710582,0.48627687836731837,0.9612750182726942,0.9625179991509215,0.9702910063330751,0.9706148816323316,0.9703479033451067,0.9324413632524082,0.9703829168909722,0.9713063991631763,0.969275613502974,0.9693806541405706,0.9703479033451067,0.9675511963690953,0.9547537453552343,0.9665445569254605,0.9478166865806209,0.9588897204606032,0.970041534818783,0.9703479033451067,0.9338419050870306,0.6827160007527913,0.9564300188635478,0.9540753579040891,0.6727809071134395,0.958705899344809,0.9696432557345623,0.9704091770503713,0.9705842447796992,0.941273530196995,0.970129068683447,0.9690786623074802,0.7259183396576551,0.7432237847017065,0.6232717532595423,0.9703435266518734,0.8854137944617324,0.9703522800383398,0.9587715497433069,0.9634239746501928,0.9703479033451067,0.9674680391976646,0.9703260198789406,0.9191756060625955,0.9642205328186342,0.9708162095210584,0.9620496929749697,0.9636778228577181,0.8447543143253546
0C7Q,0.83428088741832,1.0,0.8166734505411781,0.8166734505411781,0.8166909573141109,0.8251817421865084,0.8401806698966663,0.8166734505411781,0.8016176258189888,0.8194482740510235,0.8196802387923828,0.821754791384917,0.8215447101097237,0.8166734505411781,0.8170542228524661,0.8417519027673831,0.8076880993334297,0.39691355593195116,0.8381323774635312,0.8214134093127279,0.8167303475532096,0.8261489913910444,0.8166734505411781,0.7822069913297707,0.8170323393863,0.8181221360013655,0.8200303742510384,0.8157062013366421,0.8166734505411781,0.814016797748629,0.8303506168949112,0.8224112953698962,0.841725642607984,0.8316592481716364,0.8169798190675017,0.8166734505411781,0.857109719322663,0.6964238039591567,0.8320356437896911,0.8231684632992389,0.5525181304517185,0.8346966732754735,0.8176056861998485,0.8169360521351698,0.8179601983517373,0.7990747670505026,0.817907678032939,0.8182578134915945,0.7012600499818368,0.6207814148098546,0.5094602224235502,0.8166865806208777,0.7614220751653296,0.8167040873938105,0.8290988826302176,0.8281316334256815,0.8166734505411781,0.8194045071186915,0.8166953340073441,0.8213827724600955,0.8105548334011721,0.8171767702629955,0.8336200067401076,0.8226957804300539,0.7235111583793981
0ED6,0.9703479033451067,0.8166734505411781,1.0,1.0,0.9999824932270672,0.9795520892145149,0.9639141642923106,1.0,0.9843489449980961,0.9955532796750743,0.9803617774626558,0.9947260846540005,0.9944547296735424,1.0,0.9995492005969809,0.9631920099088335,0.9850010722898421,0.5110270786010338,0.9752235396068855,0.9892289579531081,0.9999431029879685,0.990191830464411,1.0,0.9620934599073017,0.9995973442225461,0.9981136452164932,0.9965205288796103,0.9990327507954639,1.0,0.9972032930239887,0.9772193117212221,0.9938770061667608,0.9679100852142173,0.9823269127243602,0.9996936314736764,1.0,0.9458209144662841,0.6743171264382908,0.980366154155889,0.9804624414070193,0.7020566081502781,0.9792282139152585,0.9990502575683968,0.9997373984060083,0.9985994581653778,0.9658311559284498,0.9987482657353064,0.9983018430255205,0.729809219941965,0.7718517351400322,0.6518384299926034,0.9999868699203004,0.910776731748095,0.9999693631473676,0.9825588774657196,0.9871150151214751,1.0,0.9970063418284949,0.9999781165338341,0.9405207389608855,0.9938726294735276,0.9994966802781826,0.9792544740746576,0.9932773991938131,0.873461045241878
0H5E,0.9703479033451067,0.8166734505411781,1.0,1.0,0.9999824932270672,0.9795520892145149,0.9639141642923106,1.0,0.9843489449980961,0.9955532796750743,0.9803617774626558,0.9947260846540005,0.9944547296735424,1.0,0.9995492005969809,0.9631920099088335,0.9850010722898421,0.5110270786010338,0.9752235396068855,0.9892289579531081,0.9999431029879685,0.990191830464411,1.0,0.9620934599073017,0.9995973442225461,0.9981136452164932,0.9965205288796103,0.9990327507954639,1.0,0.9972032930239887,0.9772193117212221,0.9938770061667608,0.9679100852142173,0.9823269127243602,0.9996936314736764,1.0,0.9458209144662841,0.6743171264382908,0.980366154155889,0.9804624414070193,0.7020566081502781,0.9792282139152585,0.9990502575683968,0.9997373984060083,0.9985994581653778,0.9658311559284498,0.9987482657353064,0.9983018430255205,0.729809219941965,0.7718517351400322,0.6518384299926034,0.9999868699203004,0.910776731748095,0.9999693631473676,0.9825588774657196,0.9871150151214751,1.0,0.9970063418284949,0.9999781165338341,0.9405207389608855,0.9938726294735276,0.9994966802781826,0.9792544740746576,0.9932773991938131,0.873461045241878
0I4U,0.9703654101180395,0.8166909573141109,0.9999824932270672,0.9999824932270672,1.0,0.9795433358280484,0.9639316710652434,0.9999824932270672,0.9843314382251633,0.9955357729021416,0.9803442706897231,0.9947435914269332,0.9944372229006097,0.9999824932270672,0.9995316938240482,0.9632095166817662,0.9849835655169094,0.511009571828101,0.9752410463798182,0.9892464647260409,0.9999255962150357,0.9902093372373437,0.9999824932270672,0.9620759531343689,0.9995798374496133,0.9980961384435604,0.9965380356525431,0.9990152440225312,0.9999824932270672,0.9971857862510559,0.9772018049482893,0.993859499393828,0.9679275919871501,0.9823269127243602,0.9996761247007436,0.9999824932270672,0.9458384212392169,0.6743346332112236,0.9803486473829562,0.9804449346340866,0.7020391013773454,0.9792107071423257,0.9990327507954639,0.9997198916330755,0.9986169649383105,0.965813649155517,0.9987307589623736,0.9982843362525877,0.7298179733284315,0.7718342283670995,0.6518209232196706,0.9999693631473676,0.9107592249751623,0.9999518563744348,0.9825588774657196,0.9870975083485424,0.9999824932270672,0.9969888350555621,0.9999606097609013,0.9405382457338183,0.9938551227005948,0.9994791735052498,0.9792719808475904,0.9932598924208803,0.8734435384689452
0JO0,0.9520358188574205,0.8251817421865084,0.9795520892145149,0.9795520892145149,0.9795433358280484,1.0,0.9547493686620011,0.9795520892145149,0.9653190828201661,0.978475422679149,0.9676168467675932,0.974742103351234,0.9789787424009664,0.9795520892145149,0.9792938643137564,0.9504383258273045,0.966645220869824,0.5047421471181663,0.9651046248517395,0.974225653549717,0.9796089862265464,0.9729476591256242,0.9795520892145149,0.9452957112783008,0.979193200369393,0.9777795284550711,0.9787424009663739,0.9790575228791639,0.9795520892145149,0.9775431870204786,0.9651834053299371,0.979556465907748,0.957668623048542,0.9706761553375962,0.9797884306491074,0.9795520892145149,0.9430373375699724,0.6826766105136924,0.9662994621044017,0.9656954784382208,0.6936095902102126,0.9664570230607966,0.9796527531588783,0.9793595147122544,0.978746777659607,0.945908448330948,0.978475422679149,0.9797971840355738,0.733249300823256,0.7632821697894373,0.6441704634480465,0.9795652192942145,0.8998087385057094,0.9795214523618825,0.9657873889961178,0.9726981876113321,0.9795520892145149,0.980567482044616,0.9795739726806808,0.935583828993842,0.9738623880113619,0.9790487694926975,0.9667196246547883,0.9807425497739438,0.8639286073799801
16IN,0.9487226620798922,0.8401806698966663,0.9639141642923106,0.9639141642923106,0.9639316710652434,0.9547493686620011,1.0,0.9639141642923106,0.9482631092904067,0.9615595033328519,0.9487839357851569,0.9633145573193629,0.9629381617013082,0.9639141642923106,0.9634633648892915,0.9456458467369564,0.9507359409671616,0.4796943317445937,0.9625179991509215,0.9598832298245383,0.9638747740532119,0.9643649636953296,0.9639141642923106,0.9260776512913433,0.964080478635172,0.9625792728561863,0.9646450720622541,0.9629469150877746,0.9639141642923106,0.9611174573162993,0.9627193270396485,0.9665445569254605,0.9544517535221438,0.9610868204636669,0.9636778228577181,0.9639141642923106,0.9503682987355734,0.7022272991863727,0.9592573626921915,0.9512655208483782,0.6696909616908041,0.958592105320746,0.9637522266426823,0.963879150746445,0.9638441372005795,0.9328877859621941,0.9644918877990922,0.9627324571193481,0.7313279324938836,0.7383481484399277,0.6198316723782513,0.963901034212611,0.8777195677577763,0.9638922808261446,0.959673148549345,0.9621372268396335,0.9639141642923106,0.9624348419794908,0.9639097875990774,0.927307502089871,0.9577867937658382,0.9636734461644849,0.9612881483523938,0.9629075248486758,0.8422333390230345
1KB2,0.9703479033451067,0.8166734505411781,1.0,1.0,0.9999824932270672,0.9795520892145149,0.9639141642923106,1.0,0.9843489449980961,0.9955532796750743,0.9803617774626558,0.9947260846540005,0.9944547296735424,1.0,0.9995492005969809,0.9631920099088335,0.9850010722898421,0.5110270786010338,0.9752235396068855,0.9892289579531081,0.9999431029879685,0.990191830464411,1.0,0.9620934599073017,0.9995973442225461,0.9981136452164932,0.9965205288796103,0.9990327507954639,1.0,0.9972032930239887,0.9772193117212221,0.9938770061667608,0.9679100852142173,0.9823269127243602,0.9996936314736764,1.0,0.9458209144662841,0.6743171264382908,0.980366154155889,0.9804624414070193,0.7020566081502781,0.9792282139152585,0.9990502575683968,0.9997373984060083,0.9985994581653778,0.9658311559284498,0.9987482657353064,0.9983018430255205,0.729809219941965,0.7718517351400322,0.6518384299926034,0.9999868699203004,0.910776731748095,0.9999693631473676,0.9825588774657196,0.9871150151214751,1.0,0.9970063418284949,0.9999781165338341,0.9405207389608855,0.9938726294735276,0.9994966802781826,0.9792544740746576,0.9932773991938131,0.873461045241878
1P0Y,0.9546968483432028,0.8016176258189888,0.9843489449980961,0.9843489449980961,0.9843314382251633,0.9653190828201661,0.9482631092904067,0.9843489449980961,1.0,0.9806462625228135,0.9743919678925784,0.9790750296520967,0.9788386882175042,0.9843489449980961,0.983898145595077,0.9475409549069296,0.9704091770503713,0.5266606268300048,0.9595724846049816,0.9735779029512043,0.9842920479860646,0.9745407754625071,0.9843489449980961,0.9614632160817216,0.9839462892206422,0.9824625902145893,0.9808694738777064,0.9848522647199135,0.9843489449980961,0.9861390125304728,0.9615857634922511,0.9782259511648569,0.9522590302123134,0.9666758577224563,0.9840425764717725,0.9843489449980961,0.9302398865561115,0.6633403798094388,0.9647150991539852,0.9678925784412845,0.7163246280904925,0.9635771589133546,0.9833992025664929,0.9840863434041045,0.9829484031634739,0.9502063610859451,0.9830972107334025,0.9826507880236166,0.7312885422547848,0.7844040913328344,0.6669817885794567,0.9843358149183965,0.9002376544425624,0.9843183081454637,0.9669078224638157,0.9714639601195713,0.9843489449980961,0.9814253139183221,0.9843270615319302,0.937562094335246,0.9858282673109159,0.9838456252762787,0.9636034190727538,0.9776263441919092,0.8784154619818543
27SS,0.9666102073239584,0.8194482740510235,0.9955532796750743,0.9955532796750743,0.9955357729021416,0.978475422679149,0.9615595033328519,0.9955532796750743,0.9806462625228135,1.0,0.9828827527649759,0.9910671691110499,0.9928003396313949,0.9955532796750743,0.99547887589011,0.9621678636922659,0.9819023734807404,0.5126377017108494,0.9741381196850531,0.9857976304582835,0.9956101766871058,0.9877934025726203,0.9955532796750743,0.9594849507403177,0.995185637443486,0.9936669248915674,0.9927303125396638,0.9951287404314544,0.9955532796750743,0.993544377481038,0.9760200977753268,0.9903406380343396,0.9680063724653475,0.9820905712897677,0.9958596482013979,0.9955532796750743,0.9472302096873728,0.6766980475571487,0.979420788417519,0.9816441485799818,0.702660591816459,0.9795345824415821,0.9956276834600386,0.9953081848540154,0.994152737840452,0.9613844356035242,0.9946079139367042,0.9956057999938727,0.7318925259209657,0.7726833068543393,0.6526612483204439,0.9955576563683075,0.9108817723856917,0.995522642822442,0.9820599344371354,0.9867911398222187,0.9955532796750743,0.995885908360797,0.9955751631412403,0.9437157250211176,0.9898985920177868,0.995049959953257,0.9784579159062162,0.9919994047697203,0.8742400966373866
