,collectionID,teamID,hyp,autorectify,problem,reverse_contrast,n_thresh_vox,min_unthresh,max_unthresh,p_pos_unthresh,p_neg_unthresh
0,4866_L7J7,L7J7,1,False,,False,320.0,2.8223636150360107,4.618728160858154,1.0,0.0
1,4866_L7J7,L7J7,2,False,,False,8981.0,1.5649089813232422,6.8733649253845215,1.0,0.0
2,4866_L7J7,L7J7,3,False,,False,320.0,2.8223636150360107,4.618728160858154,1.0,0.0
3,4866_L7J7,L7J7,4,False,,False,8981.0,1.5649089813232422,6.8733649253845215,1.0,0.0
4,4866_L7J7,L7J7,5,False,,True,9742.0,1.6211110353469849,6.137625694274902,1.0,0.0
5,4866_L7J7,L7J7,6,False,,True,893.0,2.1837809085845947,4.915073871612549,1.0,0.0
6,4866_L7J7,L7J7,7,False,,False,11484.0,1.580245018005371,7.266565799713135,1.0,0.0
7,4866_L7J7,L7J7,8,False,,False,475.0,1.5846439599990845,4.305057525634766,1.0,0.0
8,4866_L7J7,L7J7,9,False,,False,4179.0,1.548997163772583,4.861569881439209,1.0,0.0
