study,domain,instrument,outcome,trange,dir_imp,ctrl_cat,design,n_mbp,m_mbp,sd_mbp,n_ctl,m_ctl,sd_ctl,parse_notes,arm1_label,arm2_label,country,USA,participanttype,contacthours,nr_rand,d1,d2,d3,d4,d5,coi,taught
James 2018,Relationship with self,SCS-12,Self-compassion,Baseline,U,active-nonspecific,Randomized controlled trial,28.0,2.0,0.5,32.0,2.3,0.5,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
James 2018,Relationship with self,SCS-12,Self-compassion,Postintervention,U,active-nonspecific,Randomized controlled trial,28.0,2.7,0.7,32.0,2.4,0.5,,Mindfulness,Control,UK,no,3.indicated,16,65,Low,Some,High,High,Some,NR,Y
Brown 2016,Distress,PSS-10,Perceived Stress,1-6months,D,active-nonspecific,Randomized controlled trial,23.0,18.11,5.5,15.0,17.8,6.03,,Mindfulness,Control,US,yes,2.selective,14,38,Some,Some,Low,High,Some,N,NR
Brown 2016,Distress,PSS-10,Perceived Stress,Baseline,D,active-nonspecific,Randomized controlled trial,23.0,21.52,5.31,15.0,19.93,5.7,,Mindfulness,Control,US,yes,2.selective,14,38,Some,Some,Low,High,Some,N,NR
Brown 2016,Distress,PSS-10,Perceived Stress,Postintervention,D,active-nonspecific,Randomized controlled trial,23.0,15.84,5.26,15.0,18.93,6.8,,Mindfulness,Control,US,yes,2.selective,14,38,Some,Some,Low,High,Some,N,NR
Brown 2016,Real life functioning,Zarit Burden Interview,Caregiver burden,1-6months,D,active-nonspecific,Randomized controlled trial,23.0,43.05,11.35,15.0,36.43,20.89,,Mindfulness,Control,US,yes,2.selective,14,38,Some,Some,Low,High,Some,N,NR
Brown 2016,Real life functioning,Zarit Burden Interview,Caregiver burden,Baseline,D,active-nonspecific,Randomized controlled trial,23.0,48.17,12.34,15.0,40.6,16.71,,Mindfulness,Control,US,yes,2.selective,14,38,Some,Some,Low,High,Some,N,NR
Brown 2016,Real life functioning,Zarit Burden Interview,Caregiver burden,Postintervention,D,active-nonspecific,Randomized controlled trial,23.0,38.58,11.93,15.0,37.8,21.41,,Mindfulness,Control,US,yes,2.selective,14,38,Some,Some,Low,High,Some,N,NR
Hou 2013,Anxiety,Trait Anxiety Inventory,Anxiety,1-6months,D,active-nonspecific,Randomized controlled trial,61.0,43.15,8.63,51.0,46.73,9.85,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Anxiety,Trait Anxiety Inventory,Anxiety,Baseline,D,active-nonspecific,Randomized controlled trial,70.0,48.46,9.61,71.0,50.77,9.96,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Anxiety,Trait Anxiety Inventory,Anxiety,Postintervention,D,active-nonspecific,Randomized controlled trial,63.0,42.7,7.72,57.0,46.77,9.43,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Depression,CES-D,Depression,1-6months,D,active-nonspecific,Randomized controlled trial,56.0,12.39,8.24,46.0,16.83,11.11,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Depression,CES-D,Depression,Baseline,D,active-nonspecific,Randomized controlled trial,70.0,16.91,8.97,71.0,17.55,8.92,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Depression,CES-D,Depression,Postintervention,D,active-nonspecific,Randomized controlled trial,64.0,11.58,7.88,55.0,16.04,9.94,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Distress,PSS (Leung 2010),Perceived stress,1-6months,D,active-nonspecific,Randomized controlled trial,60.0,24.38,6.31,52.0,26.37,6.1,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Distress,PSS (Leung 2010),Perceived stress,Baseline,D,active-nonspecific,Randomized controlled trial,70.0,26.73,7.63,71.0,27.9,7.05,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Distress,PSS (Leung 2010),Perceived stress,Postintervention,D,active-nonspecific,Randomized controlled trial,64.0,24.09,6.29,56.0,26.7,6.64,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Mindfulness,FFMQ,Mindfulness,1-6months,U,active-nonspecific,Randomized controlled trial,60.0,126.33,13.97,51.0,117.43,10.69,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,70.0,117.67,16.56,71.0,114.69,14.02,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-nonspecific,Randomized controlled trial,62.0,123.77,16.1,57.0,118.61,11.14,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Relationship with self,SCS-SF (12item),Self-compassion,1-6months,U,active-nonspecific,Randomized controlled trial,61.0,40.08,6.24,52.0,38.06,4.62,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Relationship with self,SCS-SF (12item),Self-compassion,Baseline,U,active-nonspecific,Randomized controlled trial,70.0,37.67,6.45,71.0,36.76,6.26,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Hou 2013,Relationship with self,SCS-SF (12item),Self-compassion,Postintervention,U,active-nonspecific,Randomized controlled trial,64.0,39.92,6.1,57.0,38.28,6.04,,Mindfulness,Control,China,no,2.selective,16,141,Low,High,High,High,Some,N,NR
Armstrong 2016,Anxiety,GAD-7,Anxiety,1-6months,D,active-nonspecific,Randomized controlled trial,17.0,4.1,4.4,17.0,8.1,4.9,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Anxiety,GAD-7,Anxiety,Baseline,D,active-nonspecific,Randomized controlled trial,17.0,7.3,4.5,17.0,11.1,4.1,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Depression,PHQ-9,Depression,1-6months,D,active-nonspecific,Randomized controlled trial,17.0,6.1,5.6,17.0,8.8,4.28,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Depression,PHQ-9,Depression,Baseline,D,active-nonspecific,Randomized controlled trial,17.0,6.6,5.6,17.0,11.1,4.9,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Mindfulness,FFMQ,Mindfulness,1-6months,U,active-nonspecific,Randomized controlled trial,17.0,132.8,25.0,17.0,116.0,20.5,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,17.0,107.8,13.4,17.0,102.2,17.1,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Real life functioning,Work and Social Adjustment Scale,Functioning,1-6months,D,active-nonspecific,Randomized controlled trial,17.0,11.4,10.4,17.0,18.2,8.8,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Real life functioning,Work and Social Adjustment Scale,Functioning,Baseline,D,active-nonspecific,Randomized controlled trial,17.0,18.2,7.6,17.0,20.9,7.8,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Relationship with self,SCS-S,Self-compassion,1-6months,U,active-nonspecific,Randomized controlled trial,17.0,40.7,9.1,17.0,27.9,6.3,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Armstrong 2016,Relationship with self,SCS-S,Self-compassion,Baseline,U,active-nonspecific,Randomized controlled trial,17.0,27.2,7.0,17.0,23.1,2.8,,Mindfulness,Control,UK,no,3.indicated,16,34,Low,Some,High,High,Some,NR,Y
Frisvold 2009,Depression,CES-D,Depression,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,5.8,4.9,18.0,6.07,4.98,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Depression,CES-D,Depression,Baseline,D,active-nonspecific,Randomized controlled trial,20.0,13.1,10.3,20.0,9.2,5.59,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Depression,CES-D,Depression,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,8.8,7.5,18.0,8.93,6.15,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Distress,PSS,Psychosocial distress,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,17.9,7.5,18.0,17.8,6.4,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Distress,PSS,Psychosocial distress,Baseline,D,active-nonspecific,Randomized controlled trial,20.0,24.3,7.9,20.0,24.1,5.2,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Distress,PSS,Psychosocial distress,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,21.18,8.5,18.0,22.9,8.1,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Mindfulness,CAMS-R,Mindfulness,1-6months,U,active-nonspecific,Randomized controlled trial,20.0,35.75,6.25,18.0,35.07,6.53,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Mindfulness,CAMS-R,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,20.0,32.5,6.03,20.0,33.0,6.9,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Mindfulness,CAMS-R,Mindfulness,Postintervention,U,active-nonspecific,Randomized controlled trial,20.0,35.56,5.54,18.0,33.07,6.91,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Psychosomatic outcomes,PSQI,Sleep quality,1-6months,D,active-nonspecific,Randomized controlled trial,20.0,10.19,5.47,18.0,11.5,5.75,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Psychosomatic outcomes,PSQI,Sleep quality,Baseline,D,active-nonspecific,Randomized controlled trial,20.0,11.81,5.91,20.0,12.5,5.4,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Frisvold 2009,Psychosomatic outcomes,PSQI,Sleep quality,Postintervention,D,active-nonspecific,Randomized controlled trial,20.0,10.88,5.73,18.0,13.0,7.86,,Mindfulness,Control,US,yes,3.indicated,27.5,40,Some,Some,Low,High,Some,NR,N
Prakash 2015,Mindfulness,MAAS,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,37.0,4.43,0.55,37.0,4.47,0.63,,Mindfulness,Control,US,yes,1.universal,6,74,Some,Some,Low,High,Some,N,NR
Duncan 2017,Depression,CES-D,Depression,1-6months,D,active-nonspecific,Randomized controlled trial,15.0,8.3,6.1,14.0,12.9,9.1,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Depression,CES-D,Depression,Baseline,D,active-nonspecific,Randomized controlled trial,15.0,11.2,9.4,14.0,8.2,6.4,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Depression,CES-D,Depression,Postintervention,D,active-nonspecific,Randomized controlled trial,15.0,7.9,4.7,14.0,10.3,7.6,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Mindfulness,FFMQ,Mindfulness,1-6months,U,active-nonspecific,Randomized controlled trial,15.0,3.5,0.4,14.0,3.6,0.55,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-nonspecific,Randomized controlled trial,15.0,3.4,0.4,14.0,3.5,0.3,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-nonspecific,Randomized controlled trial,15.0,3.5,0.3,14.0,3.6,0.41,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Psychosomatic outcomes,Pain Catastrophizing Scale,Maladaptive pain appraisal,Baseline,D,active-nonspecific,Randomized controlled trial,15.0,18.5,10.8,14.0,18.7,8.4,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Psychosomatic outcomes,Pain Catastrophizing Scale,Maladaptive pain appraisal,Postintervention,D,active-nonspecific,Randomized controlled trial,15.0,14.9,6.4,14.0,18.5,8.6,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Relationship with self,Childbirth Self-Efficacy Inventory,Childbirth self-efficacy,Baseline,U,active-nonspecific,Randomized controlled trial,15.0,165.1,87.2,14.0,197.3,49.0,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Duncan 2017,Relationship with self,Childbirth Self-Efficacy Inventory,Childbirth self-efficacy,Postintervention,U,active-nonspecific,Randomized controlled trial,15.0,243.3,41.6,14.0,212.0,35.4,,Mindfulness,Control,US,yes,2.selective,18,29,Low,Low,Low,High,Some,Y,Y
Pan 2018,Depression,Edinburgh Postnatal Depression Scale,Depression,6+months,D,active-specific,Randomized controlled trial,39.0,6.51,4.51,35.0,8.77,3.41,,Mindfulness,Control,Taiwan,no,2.selective,31,104,Low,High,Low,High,Some,N,Y
Pan 2018,Depression,Edinburgh Postnatal Depression Scale,Depression,Baseline,D,active-specific,Randomized controlled trial,51.0,9.75,5.9,45.0,9.02,6.8,,Mindfulness,Control,Taiwan,no,2.selective,31,104,Low,High,Low,High,Some,N,Y
Pan 2018,Mindfulness,FFMQ chinese,Mindfulness,6+months,U,active-specific,Randomized controlled trial,39.0,139.67,16.88,35.0,137.66,16.39,,Mindfulness,Control,Taiwan,no,2.selective,31,104,Low,High,Low,High,Some,N,Y
Pan 2018,Mindfulness,FFMQ chinese,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,51.0,129.82,13.73,45.0,135.58,13.25,,Mindfulness,Control,Taiwan,no,2.selective,31,104,Low,High,Low,High,Some,N,Y
Pan 2018,Relationship with self,Chinese Childbirth Self-Efficacy Inventory,Childbirth self-efficacy,Baseline,U,active-specific,Randomized controlled trial,51.0,229.33,41.76,45.0,213.91,44.67,,Mindfulness,Control,Taiwan,no,2.selective,31,104,Low,High,Low,High,Some,N,Y
Whitebird 2013,Depression,CES-D,Depression,1-6months,D,active-specific,Randomized controlled trial,35.0,10.5,6.5,35.0,13.7,9.5,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Depression,CES-D,Depression,Baseline,D,active-specific,Randomized controlled trial,38.0,17.9,8.9,40.0,19.2,11.8,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Depression,CES-D,Depression,Postintervention,D,active-specific,Randomized controlled trial,37.0,10.6,8.4,35.0,17.1,11.2,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Distress,PSS-10,Perceived stress,1-6months,D,active-specific,Randomized controlled trial,35.0,14.0,4.5,35.0,16.7,7.2,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Distress,PSS-10,Perceived stress,Baseline,D,active-specific,Randomized controlled trial,38.0,21.2,4.7,40.0,21.2,7.5,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Distress,PSS-10,Perceived stress,Postintervention,D,active-specific,Randomized controlled trial,37.0,15.2,5.8,35.0,19.3,7.6,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Real life functioning," Montgomery Borgatta Caregiver Burden Scale, Subjective stre",Caregiver burden,1-6months,D,active-specific,Randomized controlled trial,35.0,14.0,3.5,35.0,14.7,5.2,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Real life functioning," Montgomery Borgatta Caregiver Burden Scale, Subjective stre",Caregiver burden,Baseline,D,active-specific,Randomized controlled trial,38.0,16.7,2.3,40.0,16.9,2.8,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
Whitebird 2013,Real life functioning," Montgomery Borgatta Caregiver Burden Scale, Subjective stre",Caregiver burden,Postintervention,D,active-specific,Randomized controlled trial,37.0,15.0,2.3,35.0,15.6,2.9,,Mindfulness,Control,US,yes,2.selective,25,78,Some,High,Low,High,Some,NR,N
MacCoon 2012,Mindfulness,FFMQ,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,34.0,107.47,14.07,36.0,113.39,14.47,,Mindfulness,Control,US,yes,1.universal,28,63,Low,Some,Some,High,High,Y,N
MacCoon 2012,Mindfulness,FFMQ,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,34.0,115.68,16.2,36.0,121.81,10.93,,Mindfulness,Control,US,yes,1.universal,28,63,Low,Some,Some,High,High,Y,N
Wong 2018,Distress,PSS,Perceived stress,1-6months,D,active-specific,Randomized controlled trial,69.0,25.33,7.65,70.0,26.96,6.89,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Distress,PSS,Perceived stress,Baseline,D,active-specific,Randomized controlled trial,98.0,28.98,7.11,99.0,28.15,5.32,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Distress,PSS,Perceived stress,Postintervention,D,active-specific,Randomized controlled trial,85.0,26.49,7.19,87.0,27.48,6.17,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Mindfulness,FFMQ subscales,Mindfulness,1-6months,U,active-specific,Randomized controlled trial,69.0,118.91,13.82,70.0,117.98,14.65,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Mindfulness,FFMQ subscales,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,98.0,114.67,15.25,99.0,116.43,14.88,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Mindfulness,FFMQ subscales,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,85.0,117.13,14.36,87.0,117.98,14.93,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Psychosomatic outcomes,Greene Climacteric Scale,menopause-related symptoms,1-6months,D,active-specific,Randomized controlled trial,69.0,23.52,8.93,70.0,26.04,8.84,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Psychosomatic outcomes,Greene Climacteric Scale,menopause-related symptoms,Baseline,D,active-specific,Randomized controlled trial,98.0,31.72,10.23,99.0,30.68,8.35,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Wong 2018,Psychosomatic outcomes,Greene Climacteric Scale,menopause-related symptoms,Postintervention,D,active-specific,Randomized controlled trial,85.0,26.24,10.1,87.0,26.8,8.94,,Mindfulness,Control,China (HK),no,2.selective,20,197,Low,Some,Some,High,Some,N,Y
Kingston 2007,Distress,PANAS  in the past week,Negative affect,Baseline,D,active-specific,Randomized controlled trial,21.0,2.01,0.68,21.0,1.93,0.71,,Mindfulness,Control,UK,no,1.universal,6,45,Low,Some,High,High,Some,NR,NR
Kingston 2007,Distress,PANAS  in the past week,Negative affect,Postintervention,D,active-specific,Randomized controlled trial,21.0,2.1,0.88,21.0,1.81,0.75,,Mindfulness,Control,UK,no,1.universal,6,45,Low,Some,High,High,Some,NR,NR
Kingston 2007,Mental wellbeing,PANAS  in the past week,Positive affect,Baseline,U,active-specific,Randomized controlled trial,21.0,3.05,0.58,21.0,3.22,0.57,,Mindfulness,Control,UK,no,1.universal,6,45,Low,Some,High,High,Some,NR,NR
Kingston 2007,Mental wellbeing,PANAS  in the past week,Positive affect,Postintervention,U,active-specific,Randomized controlled trial,21.0,3.2,0.58,21.0,3.26,0.65,,Mindfulness,Control,UK,no,1.universal,6,45,Low,Some,High,High,Some,NR,NR
Kingston 2007,Mindfulness,,Mindfulness,Baseline,U,active-specific,Randomized controlled trial,21.0,3.06,0.33,21.0,3.23,0.27,,Mindfulness,Control,UK,no,1.universal,6,45,Low,Some,High,High,Some,NR,NR
Kingston 2007,Mindfulness,,Mindfulness,Postintervention,U,active-specific,Randomized controlled trial,21.0,3.29,0.27,21.0,3.26,0.37,,Mindfulness,Control,UK,no,1.universal,6,45,Low,Some,High,High,Some,NR,NR
