outcome,group,sum_named,total,ratio,unnamed,unnamed_share
catastrophe_by_2100,superforecasters,7.9799999999999995,9.05,1.1340852130325816,1.0700000000000012,0.11823204419889514
catastrophe_by_2100,domain_experts,23.94,20.0,0.835421888053467,-3.9400000000000013,-0.19700000000000006
catastrophe_by_2100,general_xrisk_experts,24.185000000000002,28.95,1.1970229481083314,4.764999999999997,0.16459412780656293
extinction_by_2100,superforecasters,0.4701000000000001,1.0,2.127206977238885,0.5298999999999999,0.5298999999999999
extinction_by_2100,domain_experts,4.563999999999999,6.0,1.3146362839614376,1.4360000000000008,0.23933333333333348
extinction_by_2100,general_xrisk_experts,6.4569,6.6,1.0221623379640383,0.14309999999999956,0.021681818181818118
